id_client,nom,ville,type_client,plafond_credit
574,Client_0574,Bobo-Dioulasso,particulier,50000
575,Client_0575,Ouagadougou,particulier,500000
576,Client_0576,Ouagadougou,entreprise,0
577,Client_0577,Ouagadougou,particulier,100000
578,Client_0578,Ouagadougou,particulier,100000
579,Client_0579,Ouagadougou,comptoir,1000000
580,Client_0580,Ouagadougou,particulier,50000
581,Client_0581,Ouagadougou,particulier,500000
582,Client_0582,Ouagadougou,comptoir,0
583,Client_0583,Koudougou,particulier,500000
584,Client_0584,Koudougou,particulier,50000
585,Client_0585,Bobo-Dioulasso,particulier,500000
586,Client_0586,Bobo-Dioulasso,particulier,50000
587,Client_0587,Ouagadougou,particulier,1000000
588,Client_0588,Bobo-Dioulasso,entreprise,500000
589,Client_0589,Bobo-Dioulasso,entreprise,0
590,Client_0590,Ouagadougou,particulier,0
591,Client_0591,Bobo-Dioulasso,comptoir,0
592,Client_0592,Bobo-Dioulasso,entreprise,1000000
593,Client_0593,Koudougou,particulier,0
594,Client_0594,Koudougou,entreprise,0
595,Client_0595,Bobo-Dioulasso,particulier,100000
596,Client_0596,Bobo-Dioulasso,entreprise,1000000
597,Client_0597,Bobo-Dioulasso,entreprise,500000
598,Client_0598,Ouagadougou,particulier,50000
599,Client_0599,Koudougou,particulier,1000000
600,Client_0600,Ouagadougou,particulier,1000000
601,Client_0601,Bobo-Dioulasso,particulier,1000000
602,Client_0602,Bobo-Dioulasso,particulier,500000
603,Client_0603,Bobo-Dioulasso,particulier,500000
604,Client_0604,Ouagadougou,comptoir,50000
605,Client_0605,Koudougou,entreprise,0
606,Client_0606,Bobo-Dioulasso,particulier,50000
607,Client_0607,Bobo-Dioulasso,entreprise,50000
608,Client_0608,Bobo-Dioulasso,particulier,100000
609,Client_0609,Bobo-Dioulasso,entreprise,1000000
610,Client_0610,Bobo-Dioulasso,particulier,0
611,Client_0611,Bobo-Dioulasso,particulier,0
612,Client_0612,Ouagadougou,particulier,50000
613,Client_0613,Bobo-Dioulasso,particulier,500000
614,Client_0614,Bobo-Dioulasso,particulier,50000
615,Client_0615,Koudougou,entreprise,100000
616,Client_0616,Koudougou,particulier,500000
617,Client_0617,Bobo-Dioulasso,entreprise,50000
618,Client_0618,Bobo-Dioulasso,entreprise,500000
619,Client_0619,Bobo-Dioulasso,particulier,50000
620,Client_0620,Bobo-Dioulasso,particulier,50000
621,Client_0621,Ouagadougou,particulier,100000
622,Client_0622,Bobo-Dioulasso,particulier,1000000
623,Client_0623,Ouagadougou,particulier,50000
624,Client_0624,Bobo-Dioulasso,particulier,500000
625,Client_0625,Ouagadougou,particulier,500000
626,Client_0626,Bobo-Dioulasso,particulier,0
627,Client_0627,Bobo-Dioulasso,comptoir,500000
628,Client_0628,Bobo-Dioulasso,particulier,100000
629,Client_0629,Bobo-Dioulasso,particulier,0
630,Client_0630,Bobo-Dioulasso,particulier,0
631,Client_0631,Koudougou,particulier,1000000
632,Client_0632,Ouagadougou,comptoir,0
633,Client_0633,Ouagadougou,entreprise,1000000
634,Client_0634,Koudougou,particulier,500000
635,Client_0635,Bobo-Dioulasso,particulier,0
636,Client_0636,Koudougou,particulier,100000
637,Client_0637,Ouagadougou,particulier,1000000
638,Client_0638,Ouagadougou,particulier,50000
639,Client_0639,Bobo-Dioulasso,particulier,100000
640,Client_0640,Ouagadougou,comptoir,50000
641,Client_0641,Bobo-Dioulasso,comptoir,500000
642,Client_0642,Bobo-Dioulasso,particulier,100000
643,Client_0643,Ouagadougou,particulier,50000
644,Client_0644,Ouagadougou,comptoir,100000
645,Client_0645,Bobo-Dioulasso,particulier,500000
646,Client_0646,Ouagadougou,comptoir,0
647,Client_0647,Bobo-Dioulasso,particulier,0
648,Client_0648,Ouagadougou,particulier,100000
649,Client_0649,Ouagadougou,particulier,0
650,Client_0650,Koudougou,particulier,1000000
651,Client_0651,Bobo-Dioulasso,particulier,1000000
652,Client_0652,Koudougou,particulier,50000
653,Client_0653,Ouagadougou,comptoir,500000
654,Client_0654,Ouagadougou,particulier,500000
655,Client_0655,Koudougou,entreprise,500000
656,Client_0656,Ouagadougou,particulier,50000
657,Client_0657,Ouagadougou,entreprise,1000000
658,Client_0658,Bobo-Dioulasso,entreprise,0
659,Client_0659,Bobo-Dioulasso,particulier,500000
660,Client_0660,Koudougou,particulier,1000000
661,Client_0661,Koudougou,particulier,50000
662,Client_0662,Ouagadougou,particulier,100000
663,Client_0663,Ouagadougou,particulier,50000
664,Client_0664,Ouagadougou,particulier,100000
665,Client_0665,Bobo-Dioulasso,entreprise,100000
666,Client_0666,Koudougou,particulier,500000
667,Client_0667,Ouagadougou,entreprise,100000
668,Client_0668,Ouagadougou,particulier,50000
669,Client_0669,Ouagadougou,comptoir,0
670,Client_0670,Koudougou,particulier,100000
671,Client_0671,Koudougou,particulier,0
672,Client_0672,Koudougou,particulier,50000
673,Client_0673,Koudougou,particulier,100000
674,Client_0674,Ouagadougou,particulier,0
675,Client_0675,Koudougou,particulier,50000
676,Client_0676,Bobo-Dioulasso,particulier,50000
677,Client_0677,Koudougou,particulier,1000000
678,Client_0678,Ouagadougou,comptoir,100000
679,Client_0679,Koudougou,particulier,500000
680,Client_0680,Ouagadougou,particulier,100000
681,Client_0681,Bobo-Dioulasso,particulier,100000
682,Client_0682,Ouagadougou,particulier,50000
683,Client_0683,Bobo-Dioulasso,particulier,0
684,Client_0684,Bobo-Dioulasso,comptoir,100000
685,Client_0685,Bobo-Dioulasso,entreprise,0
686,Client_0686,Koudougou,particulier,1000000
687,Client_0687,Ouagadougou,particulier,500000
688,Client_0688,Koudougou,particulier,0
689,Client_0689,Koudougou,particulier,100000
690,Client_0690,Ouagadougou,entreprise,500000
691,Client_0691,Koudougou,entreprise,0
692,Client_0692,Ouagadougou,particulier,50000
693,Client_0693,Ouagadougou,particulier,1000000
694,Client_0694,Ouagadougou,particulier,1000000
695,Client_0695,Ouagadougou,particulier,1000000
696,Client_0696,Koudougou,particulier,100000
697,Client_0697,Bobo-Dioulasso,particulier,1000000
698,Client_0698,Koudougou,comptoir,100000
699,Client_0699,Koudougou,particulier,50000
700,Client_0700,Bobo-Dioulasso,particulier,100000
701,Client_0701,Ouagadougou,particulier,500000
702,Client_0702,Koudougou,particulier,1000000
703,Client_0703,Koudougou,entreprise,100000
704,Client_0704,Ouagadougou,entreprise,50000
705,Client_0705,Ouagadougou,particulier,100000
706,Client_0706,Bobo-Dioulasso,particulier,1000000
707,Client_0707,Ouagadougou,entreprise,1000000
708,Client_0708,Ouagadougou,particulier,0
709,Client_0709,Koudougou,particulier,0
710,Client_0710,Bobo-Dioulasso,particulier,0
711,Client_0711,Bobo-Dioulasso,particulier,1000000
712,Client_0712,Bobo-Dioulasso,particulier,0
713,Client_0713,Ouagadougou,comptoir,50000
714,Client_0714,Bobo-Dioulasso,entreprise,100000
715,Client_0715,Ouagadougou,particulier,0
716,Client_0716,Ouagadougou,particulier,100000
717,Client_0717,Ouagadougou,particulier,0
718,Client_0718,Ouagadougou,particulier,0
719,Client_0719,Bobo-Dioulasso,particulier,50000
720,Client_0720,Koudougou,entreprise,0
721,Client_0721,Koudougou,entreprise,1000000
722,Client_0722,Bobo-Dioulasso,particulier,1000000
723,Client_0723,Ouagadougou,particulier,1000000
724,Client_0724,Bobo-Dioulasso,particulier,0
725,Client_0725,Bobo-Dioulasso,comptoir,0
726,Client_0726,Ouagadougou,particulier,500000
727,Client_0727,Bobo-Dioulasso,particulier,1000000
728,Client_0728,Ouagadougou,particulier,50000
729,Client_0729,Bobo-Dioulasso,particulier,100000
730,Client_0730,Koudougou,comptoir,0
731,Client_0731,Bobo-Dioulasso,particulier,1000000
732,Client_0732,Bobo-Dioulasso,particulier,50000
733,Client_0733,Bobo-Dioulasso,particulier,1000000
734,Client_0734,Ouagadougou,particulier,1000000
735,Client_0735,Ouagadougou,particulier,1000000
736,Client_0736,Ouagadougou,entreprise,0
737,Client_0737,Ouagadougou,particulier,50000
738,Client_0738,Ouagadougou,particulier,500000
739,Client_0739,Ouagadougou,particulier,1000000
740,Client_0740,Ouagadougou,particulier,50000
741,Client_0741,Koudougou,comptoir,500000
742,Client_0742,Ouagadougou,particulier,0
743,Client_0743,Ouagadougou,particulier,500000
744,Client_0744,Ouagadougou,particulier,1000000
745,Client_0745,Bobo-Dioulasso,particulier,1000000
746,Client_0746,Bobo-Dioulasso,entreprise,100000
747,Client_0747,Ouagadougou,entreprise,100000
748,Client_0748,Bobo-Dioulasso,particulier,1000000
749,Client_0749,Bobo-Dioulasso,particulier,50000
750,Client_0750,Ouagadougou,particulier,50000
751,Client_0751,Ouagadougou,particulier,100000
752,Client_0752,Ouagadougou,particulier,1000000
753,Client_0753,Bobo-Dioulasso,particulier,1000000
754,Client_0754,Bobo-Dioulasso,particulier,500000
755,Client_0755,Koudougou,particulier,100000
756,Client_0756,Ouagadougou,particulier,100000
757,Client_0757,Koudougou,entreprise,0
758,Client_0758,Ouagadougou,comptoir,0
759,Client_0759,Bobo-Dioulasso,particulier,100000
760,Client_0760,Koudougou,particulier,0
761,Client_0761,Ouagadougou,entreprise,50000
762,Client_0762,Ouagadougou,particulier,500000
763,Client_0763,Bobo-Dioulasso,entreprise,500000
764,Client_0764,Ouagadougou,particulier,1000000
765,Client_0765,Bobo-Dioulasso,comptoir,0
766,Client_0766,Ouagadougou,entreprise,500000
767,Client_0767,Bobo-Dioulasso,particulier,50000
768,Client_0768,Ouagadougou,particulier,1000000
769,Client_0769,Koudougou,particulier,50000
770,Client_0770,Bobo-Dioulasso,entreprise,1000000
771,Client_0771,Ouagadougou,entreprise,0
772,Client_0772,Bobo-Dioulasso,particulier,500000
773,Client_0773,Ouagadougou,particulier,1000000
774,Client_0774,Koudougou,particulier,100000
775,Client_0775,Bobo-Dioulasso,particulier,50000
776,Client_0776,Ouagadougou,entreprise,0
777,Client_0777,Bobo-Dioulasso,entreprise,500000
778,Client_0778,Koudougou,particulier,0
779,Client_0779,Ouagadougou,particulier,500000
780,Client_0780,Koudougou,particulier,0
781,Client_0781,Bobo-Dioulasso,comptoir,1000000
782,Client_0782,Bobo-Dioulasso,particulier,100000
783,Client_0783,Ouagadougou,particulier,0
784,Client_0784,Koudougou,comptoir,1000000
785,Client_0785,Bobo-Dioulasso,particulier,1000000
786,Client_0786,Bobo-Dioulasso,particulier,500000
787,Client_0787,Bobo-Dioulasso,particulier,100000
788,Client_0788,Koudougou,particulier,500000
789,Client_0789,Koudougou,particulier,1000000
790,Client_0790,Bobo-Dioulasso,particulier,500000
791,Client_0791,Ouagadougou,particulier,50000
792,Client_0792,Bobo-Dioulasso,particulier,1000000
793,Client_0793,Ouagadougou,particulier,500000
794,Client_0794,Ouagadougou,particulier,50000
795,Client_0795,Bobo-Dioulasso,particulier,100000
796,Client_0796,Bobo-Dioulasso,particulier,500000
797,Client_0797,Bobo-Dioulasso,particulier,50000
798,Client_0798,Ouagadougou,particulier,50000
799,Client_0799,Bobo-Dioulasso,entreprise,100000
800,Client_0800,Ouagadougou,comptoir,0
801,Client_0801,Ouagadougou,particulier,100000
802,Client_0802,Ouagadougou,entreprise,1000000
803,Client_0803,Ouagadougou,entreprise,0
804,Client_0804,Bobo-Dioulasso,particulier,50000
805,Client_0805,Ouagadougou,particulier,1000000
806,Client_0806,Bobo-Dioulasso,particulier,50000
807,Client_0807,Bobo-Dioulasso,particulier,1000000
808,Client_0808,Koudougou,particulier,50000
809,Client_0809,Bobo-Dioulasso,entreprise,500000
810,Client_0810,Bobo-Dioulasso,particulier,1000000
811,Client_0811,Ouagadougou,particulier,0
812,Client_0812,Ouagadougou,particulier,1000000
813,Client_0813,Bobo-Dioulasso,entreprise,100000
814,Client_0814,Ouagadougou,entreprise,1000000
815,Client_0815,Ouagadougou,entreprise,50000
816,Client_0816,Ouagadougou,particulier,0
817,Client_0817,Koudougou,particulier,100000
818,Client_0818,Bobo-Dioulasso,particulier,50000
819,Client_0819,Ouagadougou,particulier,0
820,Client_0820,Koudougou,particulier,1000000
821,Client_0821,Ouagadougou,particulier,500000
822,Client_0822,Bobo-Dioulasso,particulier,100000
823,Client_0823,Bobo-Dioulasso,particulier,0
824,Client_0824,Ouagadougou,particulier,1000000
825,Client_0825,Bobo-Dioulasso,particulier,500000
826,Client_0826,Ouagadougou,entreprise,500000
827,Client_0827,Ouagadougou,particulier,1000000
828,Client_0828,Ouagadougou,entreprise,100000
829,Client_0829,Ouagadougou,particulier,500000
830,Client_0830,Koudougou,entreprise,50000
831,Client_0831,Koudougou,particulier,100000
832,Client_0832,Ouagadougou,entreprise,1000000
833,Client_0833,Koudougou,entreprise,50000
834,Client_0834,Bobo-Dioulasso,comptoir,100000
835,Client_0835,Ouagadougou,entreprise,0
836,Client_0836,Bobo-Dioulasso,entreprise,50000
837,Client_0837,Bobo-Dioulasso,entreprise,1000000
838,Client_0838,Ouagadougou,particulier,0
839,Client_0839,Koudougou,entreprise,1000000
840,Client_0840,Ouagadougou,comptoir,50000
841,Client_0841,Bobo-Dioulasso,particulier,50000
842,Client_0842,Koudougou,particulier,0
843,Client_0843,Koudougou,comptoir,1000000
844,Client_0844,Bobo-Dioulasso,entreprise,1000000
845,Client_0845,Bobo-Dioulasso,particulier,0
846,Client_0846,Ouagadougou,particulier,50000
847,Client_0847,Ouagadougou,particulier,0
848,Client_0848,Bobo-Dioulasso,entreprise,0
849,Client_0849,Koudougou,particulier,500000
850,Client_0850,Koudougou,particulier,100000
851,Client_0851,Koudougou,entreprise,50000
852,Client_0852,Ouagadougou,comptoir,500000
853,Client_0853,Ouagadougou,particulier,1000000
854,Client_0854,Bobo-Dioulasso,particulier,100000
855,Client_0855,Bobo-Dioulasso,entreprise,500000
856,Client_0856,Bobo-Dioulasso,particulier,0
857,Client_0857,Bobo-Dioulasso,particulier,100000
858,Client_0858,Bobo-Dioulasso,entreprise,100000
859,Client_0859,Koudougou,entreprise,500000
860,Client_0860,Koudougou,particulier,100000
861,Client_0861,Bobo-Dioulasso,entreprise,50000
862,Client_0862,Bobo-Dioulasso,particulier,50000
863,Client_0863,Bobo-Dioulasso,particulier,0
864,Client_0864,Koudougou,particulier,50000
865,Client_0865,Koudougou,particulier,500000
866,Client_0866,Koudougou,particulier,50000
867,Client_0867,Bobo-Dioulasso,particulier,0
868,Client_0868,Ouagadougou,particulier,500000
869,Client_0869,Koudougou,comptoir,0
870,Client_0870,Ouagadougou,particulier,1000000
871,Client_0871,Ouagadougou,comptoir,50000
872,Client_0872,Ouagadougou,particulier,50000
873,Client_0873,Bobo-Dioulasso,particulier,50000
874,Client_0874,Ouagadougou,particulier,50000
875,Client_0875,Ouagadougou,particulier,100000
876,Client_0876,Koudougou,particulier,1000000
877,Client_0877,Koudougou,particulier,1000000
878,Client_0878,Bobo-Dioulasso,particulier,1000000
879,Client_0879,Koudougou,particulier,500000
880,Client_0880,Koudougou,particulier,50000
881,Client_0881,Koudougou,comptoir,1000000
882,Client_0882,Bobo-Dioulasso,particulier,50000
883,Client_0883,Ouagadougou,particulier,0
884,Client_0884,Koudougou,entreprise,0
885,Client_0885,Ouagadougou,comptoir,100000
886,Client_0886,Ouagadougou,particulier,1000000
887,Client_0887,Koudougou,particulier,100000
888,Client_0888,Ouagadougou,entreprise,500000
889,Client_0889,Koudougou,particulier,0
890,Client_0890,Ouagadougou,particulier,500000
891,Client_0891,Bobo-Dioulasso,particulier,50000
892,Client_0892,Bobo-Dioulasso,particulier,50000
893,Client_0893,Koudougou,particulier,100000
894,Client_0894,Ouagadougou,particulier,50000
895,Client_0895,Koudougou,particulier,0
896,Client_0896,Ouagadougou,comptoir,500000
897,Client_0897,Bobo-Dioulasso,particulier,100000
898,Client_0898,Ouagadougou,entreprise,0
899,Client_0899,Koudougou,entreprise,50000
900,Client_0900,Ouagadougou,comptoir,0
901,Client_0901,Ouagadougou,entreprise,50000
902,Client_0902,Bobo-Dioulasso,particulier,100000
903,Client_0903,Ouagadougou,particulier,0
904,Client_0904,Koudougou,particulier,0
905,Client_0905,Ouagadougou,entreprise,1000000
906,Client_0906,Bobo-Dioulasso,entreprise,0
907,Client_0907,Bobo-Dioulasso,particulier,500000
908,Client_0908,Ouagadougou,particulier,100000
909,Client_0909,Bobo-Dioulasso,particulier,1000000
910,Client_0910,Koudougou,particulier,0
911,Client_0911,Bobo-Dioulasso,particulier,50000
912,Client_0912,Ouagadougou,entreprise,50000
913,Client_0913,Bobo-Dioulasso,particulier,0
914,Client_0914,Koudougou,particulier,50000
915,Client_0915,Bobo-Dioulasso,comptoir,1000000
916,Client_0916,Bobo-Dioulasso,particulier,100000
917,Client_0917,Bobo-Dioulasso,entreprise,100000
918,Client_0918,Koudougou,particulier,0
919,Client_0919,Koudougou,particulier,500000
920,Client_0920,Ouagadougou,particulier,0
921,Client_0921,Ouagadougou,particulier,1000000
922,Client_0922,Ouagadougou,particulier,50000
923,Client_0923,Bobo-Dioulasso,particulier,50000
924,Client_0924,Ouagadougou,entreprise,50000
925,Client_0925,Bobo-Dioulasso,entreprise,50000
926,Client_0926,Ouagadougou,particulier,100000
927,Client_0927,Ouagadougou,particulier,1000000
928,Client_0928,Ouagadougou,particulier,100000
929,Client_0929,Bobo-Dioulasso,particulier,0
930,Client_0930,Koudougou,particulier,1000000
931,Client_0931,Koudougou,comptoir,0
932,Client_0932,Bobo-Dioulasso,particulier,500000
933,Client_0933,Bobo-Dioulasso,particulier,50000
934,Client_0934,Koudougou,particulier,500000
935,Client_0935,Koudougou,particulier,500000
936,Client_0936,Bobo-Dioulasso,particulier,500000
937,Client_0937,Bobo-Dioulasso,particulier,100000
938,Client_0938,Ouagadougou,particulier,500000
939,Client_0939,Ouagadougou,particulier,0
940,Client_0940,Ouagadougou,particulier,0
941,Client_0941,Koudougou,entreprise,0
942,Client_0942,Bobo-Dioulasso,particulier,0
943,Client_0943,Bobo-Dioulasso,particulier,50000
944,Client_0944,Ouagadougou,particulier,100000
945,Client_0945,Ouagadougou,comptoir,50000
946,Client_0946,Bobo-Dioulasso,particulier,50000
947,Client_0947,Ouagadougou,entreprise,500000
948,Client_0948,Koudougou,particulier,1000000
949,Client_0949,Ouagadougou,particulier,500000
950,Client_0950,Koudougou,particulier,100000
951,Client_0951,Ouagadougou,particulier,1000000
952,Client_0952,Koudougou,particulier,0
953,Client_0953,Koudougou,particulier,0
954,Client_0954,Ouagadougou,particulier,1000000
955,Client_0955,Bobo-Dioulasso,particulier,500000
956,Client_0956,Ouagadougou,particulier,500000
957,Client_0957,Bobo-Dioulasso,particulier,1000000
958,Client_0958,Ouagadougou,particulier,100000
959,Client_0959,Bobo-Dioulasso,particulier,500000
960,Client_0960,Bobo-Dioulasso,particulier,1000000
961,Client_0961,Bobo-Dioulasso,particulier,50000
962,Client_0962,Bobo-Dioulasso,particulier,100000
963,Client_0963,Bobo-Dioulasso,particulier,50000
964,Client_0964,Ouagadougou,entreprise,1000000
965,Client_0965,Ouagadougou,comptoir,100000
966,Client_0966,Koudougou,particulier,0
967,Client_0967,Bobo-Dioulasso,entreprise,500000
968,Client_0968,Ouagadougou,particulier,100000
969,Client_0969,Bobo-Dioulasso,entreprise,100000
970,Client_0970,Ouagadougou,particulier,500000
971,Client_0971,Ouagadougou,particulier,100000
972,Client_0972,Bobo-Dioulasso,particulier,500000
973,Client_0973,Ouagadougou,particulier,50000
974,Client_0974,Bobo-Dioulasso,particulier,100000
975,Client_0975,Ouagadougou,particulier,50000
976,Client_0976,Bobo-Dioulasso,particulier,0
977,Client_0977,Koudougou,particulier,1000000
978,Client_0978,Ouagadougou,particulier,1000000
979,Client_0979,Ouagadougou,particulier,100000
980,Client_0980,Bobo-Dioulasso,comptoir,100000
981,Client_0981,Ouagadougou,particulier,500000
982,Client_0982,Koudougou,entreprise,100000
983,Client_0983,Ouagadougou,particulier,0
984,Client_0984,Koudougou,comptoir,500000
985,Client_0985,Ouagadougou,entreprise,100000
986,Client_0986,Bobo-Dioulasso,entreprise,0
987,Client_0987,Bobo-Dioulasso,particulier,500000
988,Client_0988,Bobo-Dioulasso,particulier,0
989,Client_0989,Ouagadougou,particulier,100000
990,Client_0990,Koudougou,particulier,0
991,Client_0991,Bobo-Dioulasso,particulier,50000
992,Client_0992,Bobo-Dioulasso,particulier,1000000
993,Client_0993,Ouagadougou,comptoir,500000
994,Client_0994,Bobo-Dioulasso,comptoir,500000
995,Client_0995,Ouagadougou,particulier,100000
996,Client_0996,Koudougou,entreprise,100000
997,Client_0997,Bobo-Dioulasso,entreprise,100000
998,Client_0998,Ouagadougou,comptoir,500000
999,Client_0999,Bobo-Dioulasso,entreprise,1000000
1000,Client_1000,Bobo-Dioulasso,comptoir,0
1001,Client_1001,Ouagadougou,particulier,100000
1002,Client_1002,Ouagadougou,particulier,0
1003,Client_1003,Bobo-Dioulasso,particulier,1000000
1004,Client_1004,Bobo-Dioulasso,particulier,50000
1005,Client_1005,Ouagadougou,particulier,500000
1006,Client_1006,Bobo-Dioulasso,particulier,50000
1007,Client_1007,Bobo-Dioulasso,particulier,0
1008,Client_1008,Ouagadougou,particulier,0
1009,Client_1009,Koudougou,particulier,50000
1010,Client_1010,Ouagadougou,particulier,100000
1011,Client_1011,Ouagadougou,comptoir,500000
1012,Client_1012,Bobo-Dioulasso,particulier,50000
1013,Client_1013,Koudougou,particulier,100000
1014,Client_1014,Koudougou,comptoir,100000
1015,Client_1015,Ouagadougou,particulier,500000
1016,Client_1016,Bobo-Dioulasso,particulier,500000
1017,Client_1017,Ouagadougou,comptoir,500000
1018,Client_1018,Ouagadougou,particulier,100000
1019,Client_1019,Bobo-Dioulasso,comptoir,500000
1020,Client_1020,Ouagadougou,particulier,500000
1021,Client_1021,Bobo-Dioulasso,entreprise,500000
1022,Client_1022,Bobo-Dioulasso,comptoir,500000
1023,Client_1023,Ouagadougou,particulier,500000
1024,Client_1024,Ouagadougou,particulier,100000
1025,Client_1025,Koudougou,particulier,1000000
1026,Client_1026,Koudougou,comptoir,1000000
1027,Client_1027,Ouagadougou,particulier,50000
1028,Client_1028,Bobo-Dioulasso,comptoir,0
1029,Client_1029,Koudougou,particulier,1000000
1030,Client_1030,Koudougou,particulier,1000000
1031,Client_1031,Ouagadougou,particulier,100000
1032,Client_1032,Bobo-Dioulasso,particulier,500000
1033,Client_1033,Bobo-Dioulasso,particulier,50000
1034,Client_1034,Bobo-Dioulasso,particulier,100000
1035,Client_1035,Ouagadougou,particulier,500000
1036,Client_1036,Ouagadougou,particulier,1000000
1037,Client_1037,Bobo-Dioulasso,particulier,1000000
1038,Client_1038,Bobo-Dioulasso,particulier,0
1039,Client_1039,Koudougou,entreprise,50000
1040,Client_1040,Bobo-Dioulasso,comptoir,50000
1041,Client_1041,Koudougou,comptoir,500000
1042,Client_1042,Ouagadougou,particulier,1000000
1043,Client_1043,Bobo-Dioulasso,particulier,1000000
1044,Client_1044,Bobo-Dioulasso,particulier,1000000
1045,Client_1045,Koudougou,entreprise,0
1046,Client_1046,Ouagadougou,particulier,0
1047,Client_1047,Ouagadougou,entreprise,50000
1048,Client_1048,Ouagadougou,particulier,0
1049,Client_1049,Bobo-Dioulasso,particulier,50000
1050,Client_1050,Ouagadougou,particulier,50000
1051,Client_1051,Ouagadougou,particulier,50000
1052,Client_1052,Bobo-Dioulasso,particulier,1000000
1053,Client_1053,Ouagadougou,particulier,0
1054,Client_1054,Ouagadougou,comptoir,1000000
1055,Client_1055,Bobo-Dioulasso,particulier,1000000
1056,Client_1056,Koudougou,entreprise,50000
1057,Client_1057,Bobo-Dioulasso,entreprise,500000
1058,Client_1058,Koudougou,particulier,0
1059,Client_1059,Ouagadougou,entreprise,50000
1060,Client_1060,Ouagadougou,particulier,0
1061,Client_1061,Bobo-Dioulasso,particulier,50000
1062,Client_1062,Koudougou,entreprise,1000000
1063,Client_1063,Koudougou,entreprise,50000
1064,Client_1064,Ouagadougou,particulier,500000
1065,Client_1065,Ouagadougou,particulier,500000
1066,Client_1066,Ouagadougou,particulier,500000
1067,Client_1067,Bobo-Dioulasso,entreprise,500000
1068,Client_1068,Bobo-Dioulasso,comptoir,1000000
1069,Client_1069,Bobo-Dioulasso,particulier,100000
1070,Client_1070,Bobo-Dioulasso,entreprise,0
1071,Client_1071,Koudougou,particulier,500000
1072,Client_1072,Ouagadougou,particulier,1000000
1073,Client_1073,Bobo-Dioulasso,entreprise,50000
1074,Client_1074,Bobo-Dioulasso,entreprise,50000
1075,Client_1075,Bobo-Dioulasso,particulier,1000000
1076,Client_1076,Ouagadougou,particulier,1000000
1077,Client_1077,Koudougou,particulier,500000
1078,Client_1078,Bobo-Dioulasso,comptoir,50000
1079,Client_1079,Ouagadougou,particulier,0
1080,Client_1080,Ouagadougou,particulier,500000
1081,Client_1081,Ouagadougou,particulier,0
1082,Client_1082,Bobo-Dioulasso,entreprise,100000
1083,Client_1083,Bobo-Dioulasso,entreprise,500000
1084,Client_1084,Bobo-Dioulasso,particulier,0
1085,Client_1085,Koudougou,particulier,1000000
1086,Client_1086,Bobo-Dioulasso,particulier,500000
1087,Client_1087,Ouagadougou,entreprise,50000
1088,Client_1088,Koudougou,entreprise,0
1089,Client_1089,Ouagadougou,particulier,50000
1090,Client_1090,Ouagadougou,entreprise,50000
1091,Client_1091,Koudougou,particulier,1000000
1092,Client_1092,Bobo-Dioulasso,particulier,500000
1093,Client_1093,Ouagadougou,entreprise,0
1094,Client_1094,Bobo-Dioulasso,entreprise,1000000
1095,Client_1095,Bobo-Dioulasso,comptoir,100000
1096,Client_1096,Ouagadougou,particulier,500000
1097,Client_1097,Bobo-Dioulasso,particulier,500000
1098,Client_1098,Ouagadougou,entreprise,500000
1099,Client_1099,Bobo-Dioulasso,particulier,100000
1100,Client_1100,Bobo-Dioulasso,entreprise,0
1101,Client_1101,Ouagadougou,comptoir,1000000
1102,Client_1102,Ouagadougou,particulier,0
1103,Client_1103,Ouagadougou,comptoir,0
1104,Client_1104,Bobo-Dioulasso,entreprise,50000
1105,Client_1105,Ouagadougou,particulier,1000000
1106,Client_1106,Bobo-Dioulasso,particulier,500000
1107,Client_1107,Bobo-Dioulasso,particulier,1000000
1108,Client_1108,Bobo-Dioulasso,comptoir,1000000
1109,Client_1109,Koudougou,particulier,0
1110,Client_1110,Koudougou,particulier,50000
1111,Client_1111,Koudougou,particulier,0
1112,Client_1112,Ouagadougou,particulier,1000000
1113,Client_1113,Bobo-Dioulasso,entreprise,100000
1114,Client_1114,Ouagadougou,entreprise,50000
1115,Client_1115,Ouagadougou,particulier,500000
1116,Client_1116,Ouagadougou,particulier,1000000
1117,Client_1117,Koudougou,particulier,100000
1118,Client_1118,Bobo-Dioulasso,particulier,100000
1119,Client_1119,Ouagadougou,particulier,1000000
1120,Client_1120,Ouagadougou,particulier,50000
1121,Client_1121,Bobo-Dioulasso,particulier,50000
1122,Client_1122,Ouagadougou,particulier,500000
1123,Client_1123,Koudougou,particulier,100000
1124,Client_1124,Koudougou,particulier,100000
1125,Client_1125,Koudougou,particulier,0
1126,Client_1126,Koudougou,particulier,500000
1127,Client_1127,Ouagadougou,particulier,1000000
1128,Client_1128,Bobo-Dioulasso,particulier,1000000
1129,Client_1129,Ouagadougou,particulier,100000
1130,Client_1130,Ouagadougou,comptoir,1000000
1131,Client_1131,Bobo-Dioulasso,comptoir,500000
1132,Client_1132,Bobo-Dioulasso,entreprise,500000
1133,Client_1133,Ouagadougou,particulier,500000
1134,Client_1134,Bobo-Dioulasso,comptoir,0
1135,Client_1135,Ouagadougou,entreprise,500000
1136,Client_1136,Koudougou,particulier,100000
1137,Client_1137,Koudougou,particulier,0
1138,Client_1138,Bobo-Dioulasso,particulier,50000
1139,Client_1139,Ouagadougou,particulier,500000
1140,Client_1140,Ouagadougou,particulier,0
