date,id_medicament,entree,sortie,stock_fin
2026-12-05,M03,0,8,1855
2026-12-06,M03,0,4,1851
2026-12-07,M03,0,3,1848
2026-12-08,M03,0,10,1838
2026-12-09,M03,0,9,1829
2026-12-10,M03,0,5,1824
2026-12-11,M03,0,6,1818
2026-12-12,M03,0,10,1808
2026-12-13,M03,0,6,1802
2026-12-14,M03,0,6,1796
2026-12-15,M03,0,8,1788
2026-12-16,M03,0,6,1782
2026-12-17,M03,97,5,1874
2026-12-18,M03,0,8,1866
2026-12-19,M03,0,6,1860
2026-12-20,M03,0,6,1854
2026-12-21,M03,0,13,1841
2026-12-22,M03,0,7,1834
2026-12-23,M03,0,4,1830
2026-12-24,M03,0,9,1821
2026-12-25,M03,0,8,1813
2026-12-26,M03,0,6,1807
2026-12-27,M03,0,9,1798
2026-12-28,M03,0,5,1793
2026-12-29,M03,0,9,1784
2026-12-30,M03,0,10,1774
2026-12-31,M03,100,10,1864
2025-01-01,M04,0,2,448
2025-01-02,M04,0,2,446
2025-01-03,M04,0,7,439
2025-01-04,M04,77,4,512
2025-01-05,M04,0,3,509
2025-01-06,M04,0,6,503
2025-01-07,M04,0,2,501
2025-01-08,M04,0,6,495
2025-01-09,M04,0,10,485
2025-01-10,M04,0,5,480
2025-01-11,M04,0,4,476
2025-01-12,M04,0,6,470
2025-01-13,M04,0,10,460
2025-01-14,M04,0,9,451
2025-01-15,M04,0,5,446
2025-01-16,M04,0,4,442
2025-01-17,M04,0,6,436
2025-01-18,M04,79,3,512
2025-01-19,M04,0,2,510
2025-01-20,M04,0,6,504
2025-01-21,M04,0,9,495
2025-01-22,M04,0,4,491
2025-01-23,M04,0,1,490
2025-01-24,M04,0,2,488
2025-01-25,M04,0,9,479
2025-01-26,M04,0,3,476
2025-01-27,M04,0,4,472
2025-01-28,M04,0,5,467
2025-01-29,M04,0,2,465
2025-01-30,M04,0,4,461
2025-01-31,M04,0,4,457
2025-02-01,M04,0,4,453
2025-02-02,M04,0,5,448
2025-02-03,M04,0,5,443
2025-02-04,M04,56,4,495
2025-02-05,M04,0,3,492
2025-02-06,M04,0,5,487
2025-02-07,M04,0,4,483
2025-02-08,M04,0,3,480
2025-02-09,M04,0,6,474
2025-02-10,M04,0,2,472
2025-02-11,M04,0,9,463
2025-02-12,M04,0,5,458
2025-02-13,M04,0,8,450
2025-02-14,M04,0,1,449
2025-02-15,M04,0,3,446
2025-02-16,M04,0,3,443
2025-02-17,M04,0,2,441
2025-02-18,M04,71,5,507
2025-02-19,M04,0,4,503
2025-02-20,M04,0,4,499
2025-02-21,M04,0,4,495
2025-02-22,M04,0,2,493
2025-02-23,M04,0,7,486
2025-02-24,M04,0,10,476
2025-02-25,M04,0,5,471
2025-02-26,M04,0,5,466
2025-02-27,M04,0,3,463
2025-02-28,M04,0,6,457
2025-03-01,M04,0,6,451
2025-03-02,M04,0,5,446
2025-03-03,M04,0,8,438
2025-03-04,M04,65,2,501
2025-03-05,M04,0,4,497
2025-03-06,M04,0,6,491
2025-03-07,M04,0,3,488
2025-03-08,M04,0,9,479
2025-03-09,M04,0,5,474
2025-03-10,M04,0,9,465
2025-03-11,M04,0,5,460
2025-03-12,M04,0,6,454
2025-03-13,M04,0,10,444
2025-03-14,M04,0,7,437
2025-03-15,M04,0,4,433
2025-03-16,M04,0,7,426
2025-03-17,M04,0,4,422
2025-03-18,M04,67,6,483
2025-03-19,M04,0,7,476
2025-03-20,M04,0,5,471
2025-03-21,M04,0,0,471
2025-03-22,M04,0,6,465
2025-03-23,M04,0,0,465
2025-03-24,M04,0,5,460
2025-03-25,M04,0,5,455
2025-03-26,M04,0,6,449
2025-03-27,M04,0,3,446
2025-03-28,M04,0,6,440
2025-03-29,M04,0,7,433
2025-03-30,M04,0,6,427
2025-03-31,M04,0,6,421
2025-04-01,M04,0,5,416
2025-04-01,M04,0,5,416
2025-04-02,M04,0,7,409
2025-04-03,M04,0,2,407
2025-04-04,M04,80,3,484
2025-04-05,M04,0,7,477
2025-04-06,M04,0,6,471
2025-04-07,M04,0,4,467
2025-04-08,M04,0,5,462
2025-04-09,M04,0,7,455
2025-04-10,M04,0,4,451
2025-04-11,M04,0,7,444
2025-04-12,M04,0,5,439
2025-04-13,M04,0,8,431
2025-04-14,M04,0,4,427
2025-04-15,M04,0,7,420
2025-04-16,M04,0,4,416
2025-04-17,M04,0,5,411
2025-04-18,M04,73,6,478
2025-04-19,M04,0,7,471
2025-04-20,M04,0,7,464
2025-04-21,M04,0,3,461
2025-04-22,M04,0,8,453
2025-04-23,M04,0,9,444
2025-04-24,M04,0,6,438
2025-04-25,M04,0,7,431
2025-04-26,M04,0,7,424
2025-04-27,M04,0,4,420
2025-04-28,M04,0,4,416
2025-04-29,M04,0,1,415
2025-04-30,M04,0,3,412
2025-05-01,M04,0,6,406
2025-05-02,M04,0,3,403
2025-05-03,M04,0,6,397
2025-05-04,M04,73,4,466
2025-05-05,M04,0,2,464
2025-05-06,M04,0,4,460
2025-05-07,M04,0,2,458
2025-05-08,M04,0,2,456
2025-05-09,M04,0,5,451
2025-05-10,M04,0,1,450
2025-05-11,M04,0,1,449
2025-05-12,M04,0,3,446
2025-05-13,M04,0,6,440
2025-05-14,M04,0,5,435
2025-05-15,M04,0,5,430
2025-05-16,M04,0,9,421
2025-05-17,M04,0,7,414
2025-05-18,M04,80,6,488
2025-05-19,M04,0,6,482
2025-05-20,M04,0,5,477
2025-05-21,M04,0,3,474
2025-05-22,M04,0,2,472
2025-05-23,M04,0,5,467
2025-05-24,M04,0,5,462
2025-05-25,M04,0,4,458
2025-05-26,M04,0,7,451
2025-05-27,M04,0,4,447
2025-05-28,M04,0,8,439
2025-05-29,M04,0,5,434
2025-05-30,M04,0,6,428
2025-05-31,M04,0,5,423
2025-06-01,M04,0,3,420
2025-06-02,M04,0,5,415
2025-06-03,M04,0,4,411
2025-06-04,M04,74,9,476
2025-06-05,M04,0,8,468
2025-06-06,M04,0,6,462
2025-06-07,M04,0,3,459
2025-06-08,M04,0,5,454
2025-06-09,M04,0,7,447
2025-06-10,M04,0,4,443
2025-06-11,M04,0,3,440
2025-06-12,M04,0,6,434
2025-06-13,M04,0,7,427
2025-06-14,M04,0,6,421
2025-06-15,M04,0,5,416
2025-06-16,M04,0,4,412
2025-06-17,M04,0,6,406
2025-06-18,M04,75,3,478
2025-06-19,M04,0,3,475
2025-06-20,M04,0,4,471
2025-06-21,M04,0,3,468
2025-06-22,M04,0,4,464
2025-06-23,M04,0,9,455
2025-06-24,M04,0,6,449
2025-06-25,M04,0,5,444
2025-06-26,M04,0,8,436
2025-06-27,M04,0,3,433
2025-06-28,M04,0,8,425
2025-06-29,M04,0,5,420
2025-06-30,M04,0,2,418
2025-07-01,M04,0,6,412
2025-07-02,M04,0,9,403
2025-07-03,M04,0,3,400
2025-07-04,M04,65,3,462
2025-07-05,M04,0,6,456
2025-07-06,M04,0,5,451
2025-07-07,M04,0,0,451
2025-07-08,M04,0,3,448
2025-07-09,M04,0,3,445
2025-07-10,M04,0,4,441
2025-07-11,M04,0,14,427
2025-07-12,M04,0,5,422
2025-07-13,M04,0,8,414
2025-07-14,M04,0,1,413
2025-07-15,M04,0,3,410
2025-07-16,M04,0,2,408
2025-07-17,M04,0,2,406
2025-07-18,M04,77,5,478
2025-07-19,M04,0,8,470
2025-07-20,M04,0,7,463
2025-07-21,M04,0,6,457
2025-07-22,M04,0,6,451
2025-07-23,M04,0,2,449
2025-07-24,M04,0,5,444
2025-07-25,M04,0,4,440
2025-07-26,M04,0,4,436
2025-07-27,M04,0,4,432
2025-07-28,M04,0,4,428
2025-07-29,M04,0,4,424
2025-07-30,M04,0,3,421
2025-07-31,M04,0,9,412
2025-08-01,M04,0,5,407
2025-08-02,M04,0,7,400
2025-08-03,M04,0,6,394
2025-08-04,M04,79,4,469
2025-08-05,M04,0,4,465
2025-08-06,M04,0,6,459
2025-08-07,M04,0,6,453
2025-08-08,M04,0,6,447
2025-08-09,M04,0,6,441
2025-08-10,M04,0,5,436
2025-08-11,M04,0,11,425
2025-08-12,M04,0,4,421
2025-08-13,M04,0,1,420
2025-08-14,M04,0,7,413
2025-08-15,M04,0,10,403
2025-08-16,M04,0,8,395
2025-08-17,M04,0,2,393
2025-08-18,M04,68,10,451
2025-08-19,M04,0,4,447
2025-08-20,M04,0,4,443
2025-08-21,M04,0,3,440
2025-08-22,M04,0,3,437
2025-08-23,M04,0,4,433
2025-08-24,M04,0,2,431
2025-08-25,M04,0,3,428
2025-08-26,M04,0,5,423
2025-08-27,M04,0,11,412
2025-08-28,M04,0,3,409
2025-08-29,M04,0,7,402
2025-08-30,M04,0,5,397
2025-08-31,M04,0,4,393
2025-09-01,M04,0,2,391
2025-09-02,M04,0,1,390
2025-09-03,M04,0,7,383
2025-09-04,M04,73,5,451
2025-09-05,M04,0,5,446
2025-09-06,M04,0,6,440
2025-09-07,M04,0,4,436
2025-09-08,M04,0,6,430
2025-09-09,M04,0,5,425
2025-09-10,M04,0,4,421
2025-09-11,M04,0,2,419
2025-09-12,M04,0,1,418
2025-09-13,M04,0,6,412
2025-09-14,M04,0,7,405
2025-09-15,M04,0,7,398
2025-09-16,M04,0,6,392
2025-09-17,M04,0,6,386
2025-09-18,M04,68,4,450
2025-09-19,M04,0,5,445
2025-09-20,M04,0,2,443
2025-09-21,M04,0,6,437
2025-09-22,M04,0,4,433
2025-09-23,M04,0,6,427
2025-09-24,M04,0,9,418
2025-09-25,M04,0,2,416
2025-09-26,M04,0,6,410
2025-09-27,M04,0,6,404
2025-09-28,M04,0,6,398
2025-09-29,M04,0,4,394
2025-09-30,M04,0,3,391
2025-10-01,M04,0,8,383
2025-10-02,M04,0,5,378
2025-10-03,M04,0,4,374
2025-10-04,M04,80,7,447
2025-10-05,M04,0,6,441
2025-10-06,M04,0,7,434
2025-10-07,M04,0,3,431
2025-10-08,M04,0,3,428
2025-10-09,M04,0,4,424
2025-10-10,M04,0,3,421
2025-10-11,M04,0,5,416
2025-10-12,M04,0,4,412
2025-10-13,M04,0,4,408
2025-10-14,M04,0,4,404
2025-10-15,M04,0,6,398
2025-10-16,M04,0,10,388
2025-10-17,M04,0,3,385
2025-10-18,M04,79,10,454
2025-10-19,M04,0,6,448
2025-10-20,M04,0,9,439
2025-10-21,M04,0,3,436
2025-10-22,M04,0,4,432
2025-10-23,M04,0,7,425
2025-10-24,M04,0,4,421
2025-10-25,M04,0,3,418
2025-10-26,M04,0,7,411
2025-10-27,M04,0,7,404
2025-10-28,M04,0,4,400
2025-10-29,M04,0,10,390
2025-10-30,M04,0,13,377
2025-10-31,M04,0,3,374
2025-11-01,M04,0,2,372
2025-11-02,M04,0,6,366
2025-11-03,M04,0,5,361
2025-11-04,M04,77,8,430
2025-11-05,M04,0,5,425
2025-11-06,M04,0,3,422
2025-11-07,M04,0,7,415
2025-11-08,M04,0,9,406
2025-11-09,M04,0,7,399
2025-11-10,M04,0,8,391
2025-11-11,M04,0,4,387
2025-11-12,M04,0,7,380
2025-11-13,M04,0,3,377
2025-11-14,M04,0,3,374
2025-11-15,M04,0,8,366
2025-11-16,M04,0,6,360
2025-11-17,M04,0,4,356
2025-11-18,M04,76,2,430
2025-11-19,M04,0,3,427
2025-11-20,M04,0,4,423
2025-11-21,M04,0,5,418
2025-11-22,M04,0,4,414
2025-11-23,M04,0,4,410
2025-11-24,M04,0,3,407
2025-11-25,M04,0,6,401
2025-11-26,M04,0,5,396
2025-11-27,M04,0,4,392
2025-11-28,M04,0,4,388
2025-11-29,M04,0,2,386
2025-11-30,M04,0,7,379
2025-12-01,M04,0,3,376
2025-12-02,M04,0,10,366
2025-12-03,M04,0,5,361
2025-12-04,M04,76,2,435
2025-12-05,M04,0,3,432
2025-12-06,M04,0,5,427
2025-12-07,M04,0,6,421
2025-12-08,M04,0,2,419
2025-12-09,M04,0,6,413
2025-12-10,M04,0,6,407
2025-12-11,M04,0,4,403
2025-12-12,M04,0,6,397
2025-12-13,M04,0,4,393
2025-12-14,M04,0,3,390
2025-12-15,M04,0,5,385
2025-12-16,M04,0,7,378
2025-12-17,M04,0,4,374
2025-12-18,M04,70,8,436
2025-12-19,M04,0,8,428
2025-12-20,M04,0,4,424
2025-12-21,M04,0,4,420
2025-12-22,M04,0,3,417
2025-12-23,M04,0,5,412
2025-12-24,M04,0,4,408
2025-12-25,M04,0,6,402
2025-12-26,M04,0,7,395
2025-12-27,M04,0,6,389
2025-12-28,M04,0,1,388
2025-12-29,M04,0,7,381
2025-12-30,M04,0,9,372
2025-12-31,M04,0,2,370
2026-01-01,M04,0,3,367
2026-01-02,M04,0,5,362
2026-01-03,M04,0,7,355
2026-01-04,M04,63,4,414
2026-01-05,M04,0,2,412
2026-01-06,M04,0,11,401
2026-01-07,M04,0,3,398
2026-01-08,M04,0,7,391
2026-01-09,M04,0,4,387
2026-01-10,M04,0,11,376
2026-01-11,M04,0,6,370
2026-01-12,M04,0,8,362
2026-01-13,M04,0,5,357
2026-01-14,M04,0,8,349
2026-01-15,M04,0,8,341
2026-01-16,M04,0,7,334
2026-01-17,M04,0,6,328
2026-01-18,M04,64,1,391
2026-01-19,M04,0,4,387
2026-01-20,M04,0,3,384
2026-01-21,M04,0,3,381
2026-01-22,M04,0,6,375
2026-01-23,M04,0,5,370
2026-01-24,M04,0,7,363
2026-01-25,M04,0,5,358
2026-01-26,M04,0,1,357
2026-01-27,M04,0,1,356
2026-01-28,M04,0,5,351
2026-01-29,M04,0,5,346
2026-01-30,M04,0,4,342
2026-01-31,M04,0,5,337
2026-02-01,M04,0,5,332
2026-02-02,M04,0,4,328
2026-02-03,M04,0,5,323
2026-02-04,M04,76,7,392
2026-02-05,M04,0,6,386
2026-02-06,M04,0,4,382
2026-02-07,M04,0,9,373
2026-02-08,M04,0,4,369
2026-02-09,M04,0,6,363
2026-02-10,M04,0,3,360
2026-02-11,M04,0,5,355
2026-02-12,M04,0,4,351
2026-02-13,M04,0,6,345
2026-02-14,M04,0,3,342
2026-02-15,M04,0,3,339
2026-02-16,M04,0,5,334
2026-02-17,M04,0,4,330
2026-02-18,M04,70,2,398
2026-02-19,M04,0,4,394
2026-02-20,M04,0,7,387
2026-02-21,M04,0,2,385
2026-02-22,M04,0,3,382
2026-02-23,M04,0,5,377
2026-02-24,M04,0,4,373
2026-02-25,M04,0,2,371
2026-02-26,M04,0,7,364
2026-02-27,M04,0,5,359
2026-02-28,M04,0,5,354
2026-03-01,M04,0,7,347
2026-03-02,M04,0,8,339
2026-03-03,M04,0,6,333
2026-03-04,M04,77,7,403
2026-03-05,M04,0,6,397
2026-03-06,M04,0,7,390
2026-03-07,M04,0,5,385
2026-03-08,M04,0,7,378
2026-03-09,M04,0,6,372
2026-03-10,M04,0,9,363
2026-03-11,M04,0,6,357
2026-03-12,M04,0,4,353
2026-03-13,M04,0,5,348
2026-03-14,M04,0,2,346
2026-03-15,M04,0,7,339
2026-03-16,M04,0,4,335
2026-03-17,M04,0,9,326
2026-03-18,M04,63,2,387
2026-03-19,M04,0,3,384
2026-03-20,M04,0,6,378
2026-03-21,M04,0,6,372
2026-03-22,M04,0,2,370
2026-03-23,M04,0,8,362
2026-03-24,M04,0,6,356
2026-03-25,M04,0,6,350
2026-03-26,M04,0,5,345
2026-03-27,M04,0,7,338
2026-03-28,M04,0,5,333
2026-03-29,M04,0,8,325
2026-03-30,M04,0,9,316
2026-03-31,M04,0,6,310
2026-04-01,M04,0,9,301
2026-04-02,M04,0,4,297
2026-04-03,M04,0,3,294
2026-04-04,M04,77,7,364
2026-04-05,M04,0,3,361
2026-04-06,M04,0,5,356
2026-04-07,M04,0,4,352
2026-04-08,M04,0,5,347
2026-04-09,M04,0,3,344
2026-04-10,M04,0,6,338
2026-04-11,M04,0,2,336
2026-04-12,M04,0,4,332
2026-04-13,M04,0,8,324
2026-04-14,M04,0,2,322
2026-04-15,M04,0,6,316
2026-04-16,M04,0,8,308
2026-04-17,M04,0,8,300
2026-04-18,M04,69,3,366
2026-04-19,M04,0,6,360
2026-04-20,M04,0,6,354
2026-04-21,M04,0,10,344
2026-04-22,M04,0,7,337
2026-04-23,M04,0,6,331
2026-04-24,M04,0,7,324
2026-04-25,M04,0,7,317
2026-04-26,M04,0,4,313
2026-04-27,M04,0,5,308
2026-04-28,M04,0,5,303
2026-04-29,M04,0,4,299
2026-04-30,M04,0,2,297
2026-05-01,M04,0,3,294
2026-05-02,M04,0,6,288
2026-05-03,M04,0,10,278
2026-05-04,M04,74,5,347
2026-05-05,M04,0,2,345
2026-05-06,M04,0,10,335
2026-05-07,M04,0,1,334
2026-05-08,M04,0,1,333
2026-05-09,M04,0,5,328
2026-05-10,M04,0,6,322
2026-05-11,M04,0,2,320
2026-05-12,M04,0,6,314
2026-05-13,M04,0,3,311
2026-05-14,M04,0,5,306
2026-05-15,M04,0,4,302
2026-05-16,M04,0,5,297
2026-05-17,M04,0,2,295
2026-05-18,M04,67,6,356
2026-05-19,M04,0,10,346
2026-05-20,M04,0,10,336
2026-05-21,M04,0,7,329
2026-05-22,M04,0,5,324
2026-05-23,M04,0,2,322
2026-05-24,M04,0,10,312
2026-05-25,M04,0,6,306
2026-05-26,M04,0,5,301
2026-05-27,M04,0,4,297
2026-05-28,M04,0,4,293
2026-05-29,M04,0,3,290
2026-05-30,M04,0,3,287
2026-05-31,M04,0,4,283
2026-06-01,M04,0,3,280
2026-06-02,M04,0,3,277
2026-06-03,M04,0,4,273
2026-06-04,M04,67,1,339
2026-06-05,M04,0,5,334
2026-06-06,M04,0,3,331
2026-06-07,M04,0,3,328
2026-06-08,M04,0,10,318
2026-06-09,M04,0,7,311
2026-06-10,M04,0,4,307
2026-06-11,M04,0,6,301
2026-06-12,M04,0,1,300
2026-06-13,M04,0,8,292
2026-06-14,M04,0,2,290
2026-06-15,M04,0,7,283
2026-06-16,M04,0,3,280
2026-06-17,M04,0,7,273
2026-06-18,M04,71,7,337
2026-06-19,M04,0,7,330
2026-06-20,M04,0,2,328
2026-06-21,M04,0,8,320
2026-06-22,M04,0,8,312
2026-06-23,M04,0,6,306
2026-06-24,M04,0,6,300
2026-06-25,M04,0,8,292
2026-06-26,M04,0,7,285
2026-06-27,M04,0,11,274
2026-06-28,M04,0,5,269
2026-06-29,M04,0,5,264
2026-06-30,M04,0,7,257
2026-07-01,M04,0,4,253
2026-07-02,M04,0,2,251
2026-07-03,M04,0,3,248
2026-07-04,M04,66,6,308
2026-07-05,M04,0,7,301
2026-07-06,M04,0,3,298
2026-07-07,M04,0,3,295
2026-07-08,M04,0,6,289
2026-07-09,M04,0,4,285
2026-07-10,M04,0,5,280
2026-07-11,M04,0,6,274
2026-07-12,M04,0,1,273
2026-07-13,M04,0,1,272
2026-07-14,M04,0,6,266
2026-07-15,M04,0,9,257
2026-07-16,M04,0,4,253
2026-07-17,M04,0,4,249
2026-07-18,M04,69,8,310
2026-07-19,M04,0,3,307
2026-07-20,M04,0,8,299
2026-07-21,M04,0,8,291
2026-07-22,M04,0,11,280
2026-07-23,M04,0,8,272
2026-07-24,M04,0,7,265
2026-07-25,M04,0,5,260
2026-07-26,M04,0,8,252
2026-07-27,M04,0,7,245
2026-07-28,M04,0,7,238
2026-07-29,M04,0,5,233
2026-07-30,M04,0,7,226
2026-07-31,M04,0,5,221
2026-08-01,M04,0,4,217
2026-08-02,M04,0,8,209
2026-08-03,M04,0,7,202
2026-08-04,M04,67,13,256
2026-08-05,M04,0,2,254
2026-08-06,M04,0,6,248
2026-08-07,M04,0,2,246
2026-08-08,M04,0,5,241
2026-08-09,M04,0,6,235
2026-08-10,M04,0,235,0
2026-08-11,M04,0,0,0
2026-08-12,M04,65,6,59
2026-08-13,M04,0,4,213
2026-08-14,M04,0,7,206
2026-08-15,M04,0,4,202
2026-08-16,M04,0,6,196
2026-08-17,M04,0,5,191
2026-08-18,M04,92,9,274
2026-08-19,M04,0,7,267
2026-08-20,M04,0,4,263
2026-08-21,M04,0,2,261
2026-08-22,M04,0,4,257
2026-08-23,M04,0,4,253
2026-08-24,M04,0,5,248
2026-08-25,M04,0,5,243
2026-08-26,M04,0,6,237
2026-08-27,M04,0,6,231
2026-08-28,M04,0,5,226
2026-08-29,M04,0,5,221
2026-08-30,M04,0,6,215
2026-08-31,M04,0,7,208
2026-09-01,M04,0,7,201
2026-09-02,M04,0,6,195
2026-09-03,M04,0,4,191
2026-09-04,M04,74,5,260
2026-09-05,M04,0,6,254
2026-09-06,M04,0,2,252
2026-09-07,M04,0,5,247
2026-09-08,M04,0,7,240
2026-09-09,M04,0,9,231
2026-09-10,M04,0,6,225
2026-09-11,M04,0,2,223
2026-09-12,M04,0,3,220
2026-09-13,M04,0,6,214
2026-09-14,M04,0,4,210
2026-09-15,M04,0,3,207
2026-09-16,M04,0,4,203
2026-09-17,M04,0,4,199
2026-09-18,M04,82,4,277
2026-09-19,M04,0,4,273
2026-09-20,M04,0,7,266
2026-09-21,M04,0,5,261
2026-09-22,M04,0,2,259
2026-09-23,M04,0,4,255
2026-09-24,M04,0,5,250
2026-09-25,M04,0,6,244
2026-09-26,M04,0,4,240
2026-09-27,M04,0,9,231
2026-09-28,M04,0,7,224
2026-09-29,M04,0,8,216
2026-09-30,M04,0,5,211
2026-10-01,M04,0,5,206
2026-10-02,M04,0,6,200
2026-10-03,M04,0,4,196
2026-10-04,M04,68,6,258
2026-10-05,M04,0,1,257
2026-10-06,M04,0,6,251
2026-10-07,M04,0,3,248
2026-10-08,M04,0,7,241
2026-10-09,M04,0,3,238
2026-10-10,M04,0,8,230
2026-10-11,M04,0,6,224
2026-10-12,M04,0,3,221
2026-10-13,M04,0,3,218
2026-10-14,M04,0,7,211
2026-10-15,M04,0,6,205
2026-10-16,M04,0,6,199
2026-10-17,M04,0,5,194
2026-10-18,M04,75,8,261
2026-10-19,M04,0,6,255
2026-10-20,M04,0,10,245
2026-10-21,M04,0,7,238
2026-10-22,M04,0,7,231
2026-10-23,M04,0,7,224
2026-10-24,M04,0,5,219
2026-10-25,M04,0,3,216
2026-10-26,M04,0,5,211
2026-10-27,M04,0,4,207
2026-10-28,M04,0,3,204
2026-10-29,M04,0,7,197
2026-10-30,M04,0,5,192
2026-10-31,M04,0,7,185
2026-11-01,M04,0,1,184
2026-11-02,M04,0,5,179
2026-11-03,M04,0,4,175
2026-11-04,M04,79,4,250
2026-11-05,M04,0,5,245
2026-11-06,M04,0,8,237
2026-11-07,M04,0,4,233
2026-11-08,M04,0,3,230
2026-11-09,M04,0,4,226
2026-11-10,M04,0,3,223
2026-11-11,M04,0,3,220
2026-11-12,M04,0,5,215
2026-11-13,M04,0,5,210
2026-11-14,M04,0,4,206
2026-11-15,M04,0,5,201
2026-11-16,M04,0,6,195
2026-11-17,M04,0,3,192
2026-11-18,M04,81,9,264
2026-11-19,M04,0,7,257
2026-11-20,M04,0,8,249
2026-11-21,M04,0,10,239
2026-11-22,M04,0,7,232
2026-11-23,M04,0,6,226
2026-11-24,M04,0,1,225
2026-11-25,M04,0,3,222
2026-11-26,M04,0,7,215
2026-11-27,M04,0,3,212
2026-11-28,M04,0,0,212
2026-11-29,M04,0,5,207
2026-11-30,M04,0,6,201
2026-12-01,M04,0,5,196
2026-12-02,M04,0,6,190
2026-12-03,M04,0,3,187
2026-12-04,M04,73,4,256
2026-12-05,M04,0,6,250
2026-12-06,M04,0,3,247
2026-12-06,M04,0,3,247
2026-12-07,M04,0,3,244
2026-12-08,M04,0,2,242
2026-12-09,M04,0,6,236
2026-12-10,M04,0,6,230
2026-12-11,M04,0,4,226
2026-12-12,M04,0,9,217
2026-12-13,M04,0,5,212
2026-12-14,M04,0,3,209
2026-12-15,M04,0,6,203
2026-12-16,M04,0,5,198
2026-12-17,M04,0,8,190
2026-12-18,M04,80,3,267
2026-12-19,M04,0,6,261
2026-12-20,M04,0,4,257
2026-12-21,M04,0,6,251
2026-12-22,M04,0,5,246
2026-12-23,M04,0,8,238
2026-12-24,M04,0,5,233
2026-12-25,M04,0,4,229
2026-12-26,M04,0,4,225
2026-12-27,M04,0,2,223
2026-12-28,M04,0,3,220
2026-12-29,M04,0,3,217
2026-12-30,M04,0,4,213
2026-12-31,M04,0,10,203
2025-01-01,M05,0,3,377
2025-01-02,M05,0,2,375
2025-01-03,M05,0,3,372
2025-01-04,M05,0,4,368
2025-01-05,M05,49,2,415
2025-01-06,M05,0,1,414
2025-01-07,M05,0,9,405
2025-01-08,M05,0,2,403
2025-01-09,M05,0,2,401
2025-01-10,M05,0,3,398
2025-01-11,M05,0,5,393
2025-01-12,M05,0,7,386
2025-01-13,M05,0,6,380
2025-01-14,M05,0,2,378
2025-01-15,M05,0,4,374
2025-01-16,M05,0,4,370
2025-01-17,M05,0,6,364
2025-01-18,M05,0,4,360
2025-01-19,M05,67,5,422
2025-01-20,M05,0,3,419
2025-01-21,M05,0,3,416
2025-01-22,M05,0,6,410
2025-01-23,M05,0,1,409
2025-01-24,M05,0,4,405
2025-01-25,M05,0,5,400
2025-01-26,M05,0,4,396
2025-01-27,M05,0,2,394
2025-01-28,M05,0,5,389
2025-01-29,M05,0,4,385
2025-01-30,M05,0,2,383
2025-01-31,M05,0,4,379
2025-02-01,M05,0,5,374
2025-02-02,M05,0,1,373
2025-02-03,M05,0,3,370
2025-02-04,M05,0,2,368
2025-02-05,M05,70,3,435
2025-02-06,M05,0,4,431
2025-02-07,M05,0,3,428
2025-02-08,M05,0,6,422
2025-02-09,M05,0,5,417
2025-02-10,M05,0,7,410
2025-02-11,M05,0,2,408
2025-02-12,M05,0,3,405
2025-02-13,M05,0,7,398
2025-02-14,M05,0,3,395
2025-02-15,M05,0,2,393
2025-02-16,M05,0,3,390
2025-02-17,M05,0,2,388
2025-02-18,M05,0,2,386
2025-02-19,M05,75,6,455
2025-02-20,M05,0,5,450
2025-02-21,M05,0,3,447
2025-02-22,M05,0,6,441
2025-02-23,M05,0,3,438
2025-02-24,M05,0,3,435
2025-02-25,M05,0,3,432
2025-02-26,M05,0,2,430
2025-02-27,M05,0,2,428
2025-02-28,M05,0,11,417
2025-03-01,M05,0,4,413
2025-03-02,M05,0,6,407
2025-03-03,M05,0,3,404
2025-03-04,M05,0,3,401
2025-03-05,M05,51,7,445
2025-03-06,M05,0,3,442
2025-03-07,M05,0,3,439
2025-03-08,M05,0,2,437
2025-03-09,M05,0,3,434
2025-03-10,M05,0,2,432
2025-03-11,M05,0,4,428
2025-03-12,M05,0,4,424
2025-03-13,M05,0,1,423
2025-03-14,M05,0,4,419
2025-03-15,M05,0,3,416
2025-03-16,M05,0,2,414
2025-03-17,M05,0,4,410
2025-03-18,M05,0,7,403
2025-03-19,M05,60,4,459
2025-03-20,M05,0,4,455
2025-03-21,M05,0,7,448
2025-03-22,M05,0,2,446
2025-03-23,M05,0,2,444
2025-03-24,M05,0,5,439
2025-03-25,M05,0,5,434
2025-03-26,M05,0,4,430
2025-03-27,M05,0,4,426
2025-03-28,M05,0,4,422
2025-03-29,M05,0,3,419
2025-03-30,M05,0,5,414
2025-03-31,M05,0,0,414
2025-04-01,M05,0,5,409
2025-04-02,M05,0,5,404
2025-04-03,M05,0,3,401
2025-04-04,M05,0,7,394
2025-04-05,M05,66,1,459
2025-04-06,M05,0,2,457
2025-04-07,M05,0,1,456
2025-04-08,M05,0,9,447
2025-04-09,M05,0,4,443
2025-04-10,M05,0,4,439
2025-04-11,M05,0,3,436
2025-04-12,M05,0,2,434
2025-04-13,M05,0,2,432
2025-04-14,M05,0,5,427
2025-04-15,M05,0,4,423
2025-04-16,M05,0,4,419
2025-04-17,M05,0,5,414
2025-04-18,M05,0,3,-1
2025-04-19,M05,51,4,458
2025-04-20,M05,0,2,456
2025-04-21,M05,0,8,448
2025-04-22,M05,0,3,445
