id_mouvement,id_client,date_effet,nature,valeur_avant,valeur_apres,type_scd
505,20078,2024-08-12,segment,Standard,Argent,2
506,7007,2024-08-17,segment,Or,Argent,2
507,7339,2024-08-17,segment,Standard,Argent,2
508,20630,2024-08-17,conditions,30 j ,30 j,1
509,20824,2024-08-18,segment,Argent,Or,2
510,7769,2024-08-21,segment,Standard,Argent,2
511,9754,2024-08-22,segment,Argent,Or,2
512,15256,2024-08-22,ville,Bobo-Dioulasso,Ouagadougou,2
513,15612,2024-08-23,ville,ouagadougou,Ouagadougou,1
514,13439,2024-08-24,ville,Bobo-Dioulasso,Kaya,2
515,16839,2024-08-25,segment,Argent,Or,2
516,7395,2024-08-27,segment,Standard,Or,2
517,7035,2024-08-31,segment,Argent,Standard,2
518,14077,2024-09-01,segment,Standard,Argent,2
519,15628,2024-09-01,ville,Ouagadougou,Bobo-Dioulasso,2
520,22923,2024-09-01,segment,Standard,Argent,2
521,22970,2024-09-05,ville,bobo-dioulasso,Bobo-Dioulasso,1
522,20671,2024-09-06,segment,Argent,Or,2
523,1909,2024-09-07,segment,Or,Standard,2
524,15477,2024-09-07,ville,Ouagadougou,Koudougou,2
525,2511,2024-09-08,ville,Bobo-Dioulasso,Koudougou,2
526,12480,2024-09-10,ville,Ouagadougou,Koudougou,2
527,15167,2024-09-11,segment,Standard,Or,2
528,10076,2024-09-12,segment,Standard,Argent,2
529,16900,2024-09-12,ville,Kaya,Ouagadougou,2
530,23565,2024-09-12,segment,Standard,Argent,2
531,6155,2024-09-13,segment,Standard,Argent,2
532,14792,2024-09-13,segment,Argent,Or,2
533,1110,2024-09-15,ville,Bobo-Dioulasso,Ouagadougou,2
534,9829,2024-09-15,segment,Argent,Or,2
535,10122,2024-09-16,ville,Bobo-Dioulasso,Ouagadougou,2
536,6989,2024-09-17,ville,Ziniaré,Koudougou,2
537,20948,2024-09-17,segment,Standard,Argent,2
538,2526,2024-09-22,conditions,Comptant ,Comptant,1
539,2640,2024-09-22,ville,ouagadougou,Ouagadougou,1
540,15907,2024-09-22,ville,Koudougou,Ouagadougou,2
541,10372,2024-09-23,segment,Standard,Argent,2
542,11644,2024-09-23,ville,Kaya,Bobo-Dioulasso,2
543,23225,2024-09-24,segment,Standard,Argent,2
544,7570,2024-09-25,segment,Standard,Or,2
545,4252,2024-09-26,segment,Or,Argent,2
546,21331,2024-09-26,ville,Ouagadougou,Ouahigouya,2
547,20391,2024-09-27,ville,Ziniaré,Kaya,2
548,7281,2024-09-28,segment,Standard,Argent,2
549,22679,2024-09-28,segment,Standard,Or,2
550,5463,2024-09-29,segment,Standard,Argent,2
551,10994,2024-09-29,segment,Standard,Argent,2
552,17939,2024-09-29,ville,,Ouahigouya,2
553,22665,2024-09-30,ville,,Koudougou,2
554,18560,2024-10-01,segment,Or,Standard,2
555,22045,2024-10-01,segment,Standard,Argent,2
556,5027,2024-10-03,segment,Standard,Argent,2
557,13443,2024-10-06,ville,Bobo-Dioulasso,Koudougou,2
558,11180,2024-10-07,segment,Standard,Argent,2
559,22368,2024-10-08,segment,Standard,Argent,2
560,5568,2024-10-09,conditions,Comptant ,Comptant,1
561,6001,2024-10-10,segment,Standard,Argent,2
562,15743,2024-10-10,ville,ziniaré,Ziniaré,1
563,15380,2024-10-11,ville,bobo-dioulasso,Bobo-Dioulasso,1
564,340,2024-10-12,segment,Standard,Or,2
565,6638,2024-10-12,segment,Standard,Argent,2
566,10828,2024-10-13,conditions,Comptant ,Comptant,1
567,23049,2024-10-15,segment,Or,Argent,2
568,6273,2024-10-16,segment,Argent,Or,2
569,8831,2024-10-16,segment,Standard,Or,2
570,14689,2024-10-18,segment,Standard,Argent,2
571,22396,2024-10-18,segment,Standard,Argent,2
572,3474,2024-10-19,ville,Ouagadougou,Ouahigouya,2
573,17041,2024-10-22,ville,Ouagadougou,Kaya,2
574,2925,2024-10-23,segment,Argent,Standard,2
575,8025,2024-10-25,segment,Standard,Argent,2
576,5831,2024-10-27,segment,Standard,Argent,2
577,22952,2024-10-30,segment,Or,Standard,2
578,18805,2024-11-01,segment,Standard,Argent,2
579,529,2024-11-03,segment,Standard,Argent,2
580,14683,2024-11-04,segment,Argent,Or,2
581,7671,2024-11-05,segment,Standard,Argent,2
582,11192,2024-11-05,conditions,Comptant ,Comptant,1
583,12916,2024-11-05,segment,Standard,Argent,2
584,2102,2024-11-06,segment,Argent,Or,2
585,933,2024-11-08,segment,Or,Standard,2
586,2102,2024-11-08,segment,Or,Argent,2
587,10013,2024-11-08,segment,Or,Argent,2
588,3286,2024-11-16,segment,Argent,Or,2
589,22071,2024-11-16,segment,Or,Argent,2
590,19829,2024-11-17,segment,Argent,Or,2
591,5514,2024-11-18,segment,Argent,Or,2
592,19389,2024-11-18,ville,Ouagadougou,Koudougou,2
593,5452,2024-11-19,segment,Standard,Or,2
594,1820,2024-11-21,segment,Argent,Or,2
595,19680,2024-11-23,segment,Argent,Or,2
596,10048,2024-11-25,segment,Standard,Argent,2
597,12461,2024-11-25,segment,Standard,Argent,2
598,5020,2024-11-27,segment,Or,Standard,2
599,11473,2024-11-27,conditions,30 j ,30 j,1
600,2857,2024-11-28,segment,Argent,Or,2
601,5483,2024-11-28,segment,Argent,Or,2
602,7798,2024-11-29,ville,Ouahigouya,Kaya,2
603,11220,2024-11-29,segment,Standard,Or,2
604,12550,2024-11-29,segment,Argent,Or,2
605,14396,2024-11-29,segment,Argent,Or,2
606,10036,2024-11-30,segment,Standard,Argent,2
607,3108,2024-12-01,segment,Standard,Argent,2
608,8852,2024-12-01,conditions,Comptant ,Comptant,1
609,18414,2024-12-01,segment,Standard,Argent,2
610,8464,2024-12-02,segment,Standard,Argent,2
611,14010,2024-12-07,ville,Bobo-Dioulasso,Ouagadougou,2
612,3899,2024-12-09,ville,,Koudougou,2
613,19503,2024-12-09,segment,Standard,Argent,2
614,20580,2024-12-10,segment,Or,Argent,2
615,5175,2024-12-14,ville,Ziniaré,Koudougou,2
616,10035,2024-12-15,ville,Ouagadougou,Bobo-Dioulasso,2
617,6039,2024-12-16,segment,Standard,Argent,2
618,15356,2024-12-18,segment,Standard,Argent,2
619,535,2024-12-19,ville,Ouagadougou,Kaya,2
620,13860,2024-12-19,segment,Standard,Argent,2
621,2984,2024-12-20,segment,Argent,Or,2
622,4366,2024-12-20,ville,Ouagadougou,Kaya,2
623,2657,2024-12-23,conditions,30 j ,30 j,1
624,22830,2024-12-23,segment,Standard,Or,2
625,14735,2024-12-26,segment,Or,Standard,2
626,17975,2024-12-28,segment,Or,Standard,2
627,18899,2024-12-28,ville,,Ouahigouya,2
628,18486,2024-12-29,segment,Or,Argent,2
629,19065,2024-12-30,segment,Or,Standard,2
630,7780,2024-12-31,ville,Kaya,Koudougou,2
631,20032,2024-12-31,ville,Koudougou,Bobo-Dioulasso,2
632,179,2025-01-05,segment,Or,Argent,2
633,17368,2025-01-05,segment,Standard,Argent,2
634,2789,2025-01-06,segment,Standard,Argent,2
635,11672,2025-01-07,conditions,Comptant ,Comptant,1
636,273,2025-01-08,segment,Argent,Or,2
637,16917,2025-01-09,ville,Bobo-Dioulasso,Koudougou,2
638,5567,2025-01-10,ville,Koudougou,Kaya,2
639,15341,2025-01-10,ville,Kaya,Ouahigouya,2
640,6521,2025-01-11,segment,Standard,Argent,2
641,8325,2025-01-13,segment,Standard,Or,2
642,14468,2025-01-15,ville,Ouagadougou,Ouahigouya,2
643,23568,2025-01-16,segment,Argent,Or,2
644,2766,2025-01-17,segment,Standard,Argent,2
645,8660,2025-01-17,ville,Ouagadougou,Bobo-Dioulasso,2
646,14276,2025-01-17,segment,Or,Standard,2
647,5265,2025-01-18,ville,Bobo-Dioulasso,Kaya,2
648,15086,2025-01-20,segment,Argent,Standard,2
649,18582,2025-01-20,segment,Standard,Argent,2
650,577,2025-01-22,segment,Argent,Or,2
651,12678,2025-01-24,ville,ouagadougou,Ouagadougou,1
652,22646,2025-01-24,segment,Standard,Argent,2
653,18319,2025-01-25,segment,Standard,Argent,2
654,4823,2025-01-26,segment,Standard,Or,2
655,9491,2025-01-26,segment,Standard,Argent,2
656,4441,2025-01-29,segment,Standard,Argent,2
657,15624,2025-01-29,segment,Standard,Argent,2
658,18304,2025-01-29,ville,Bobo-Dioulasso,Ouahigouya,2
659,12012,2025-01-30,ville,Ziniaré,Koudougou,2
660,14123,2025-01-30,conditions,30 j ,30 j,1
661,6772,2025-01-31,segment,Standard,Argent,2
662,5484,2025-02-03,ville,,Ouahigouya,2
663,13146,2025-02-03,conditions,30 j ,30 j,1
664,7571,2025-02-04,segment,Argent,Standard,2
665,21326,2025-02-04,segment,Standard,Argent,2
666,6449,2025-02-05,ville,ziniaré,Ziniaré,1
667,5222,2025-02-06,ville,Ziniaré,Koudougou,2
668,20096,2025-02-10,ville,kaya,Kaya,1
669,16233,2025-02-12,conditions,30 j ,30 j,1
670,16478,2025-02-12,segment,Standard,Or,2
671,6893,2025-02-15,ville,Ouagadougou,Ouahigouya,2
672,23583,2025-02-16,segment,Standard,Argent,2
673,6421,2025-02-19,ville,Ouagadougou,Ouahigouya,2
674,8940,2025-02-19,segment,Standard,Argent,2
675,8294,2025-02-20,ville,ziniaré,Ziniaré,1
676,15085,2025-02-22,ville,Ouahigouya,Bobo-Dioulasso,2
677,13525,2025-02-23,segment,Argent,Or,2
678,3034,2025-02-24,segment,Argent,Standard,2
679,21168,2025-02-24,segment,Standard,Argent,2
680,11840,2025-02-25,ville,Bobo-Dioulasso,Koudougou,2
681,13221,2025-02-26,ville,bobo-dioulasso,Bobo-Dioulasso,1
682,16531,2025-02-26,segment,Or,Argent,2
683,17124,2025-03-01,segment,Or,Standard,2
684,2878,2025-03-02,ville,Ouagadougou,Ouahigouya,2
685,18236,2025-03-02,ville,Koudougou,Bobo-Dioulasso,2
686,16095,2025-03-03,segment,Standard,Argent,2
687,21861,2025-03-03,segment,Argent,Or,2
688,12608,2025-03-06,ville,Bobo-Dioulasso,Ouagadougou,2
689,18503,2025-03-06,ville,bobo-dioulasso,Bobo-Dioulasso,1
690,20356,2025-03-06,ville,ouagadougou,Ouagadougou,1
691,17262,2025-03-07,segment,Standard,Argent,2
692,20050,2025-03-07,segment,Or,Argent,2
693,23029,2025-03-07,segment,Standard,Argent,2
694,23192,2025-03-07,segment,Standard,Argent,2
695,4691,2025-03-09,segment,Standard,Argent,2
696,18788,2025-03-09,segment,Standard,Argent,2
697,23555,2025-03-12,segment,Standard,Or,2
698,5814,2025-03-15,segment,Or,Standard,2
699,11644,2025-03-16,segment,Standard,Argent,2
700,15983,2025-03-16,segment,Standard,Argent,2
701,2807,2025-03-19,ville,Ouagadougou,Bobo-Dioulasso,2
702,12038,2025-03-19,ville,Bobo-Dioulasso,Ouahigouya,2
703,18908,2025-03-19,ville,Bobo-Dioulasso,Kaya,2
704,14930,2025-03-20,segment,Standard,Or,2
705,15227,2025-03-21,segment,Or,Argent,2
706,20861,2025-03-21,segment,Standard,Argent,2
707,5114,2025-03-22,ville,Ouagadougou,Koudougou,2
708,5106,2025-03-23,ville,Koudougou,Bobo-Dioulasso,2
709,14521,2025-03-23,segment,Or,Argent,2
710,22070,2025-03-23,segment,Argent,Or,2
711,2996,2025-03-24,segment,Standard,Argent,2
712,1322,2025-03-27,segment,Standard,Argent,2
713,11259,2025-03-27,ville,Ouagadougou,Kaya,2
714,23409,2025-03-27,segment,Standard,Argent,2
715,18444,2025-03-28,segment,Standard,Argent,2
716,14639,2025-03-29,ville,Ziniaré,Kaya,2
717,21654,2025-03-29,segment,Standard,Argent,2
718,8410,2025-03-30,segment,Argent,Or,2
719,2331,2025-04-02,segment,Or,Argent,2
720,8975,2025-04-02,segment,Argent,Or,2
721,5033,2025-04-03,segment,Argent,Or,2
722,1831,2025-04-05,segment,Argent,Or,2
723,22865,2025-04-06,conditions,Comptant ,Comptant,1
724,5810,2025-04-07,ville,ouagadougou,Ouagadougou,1
725,4845,2025-04-11,segment,Standard,Argent,2
726,21334,2025-04-11,conditions,Comptant ,Comptant,1
727,4769,2025-04-15,ville,Ouagadougou,Koudougou,2
728,11829,2025-04-15,segment,Argent,Or,2
729,23045,2025-04-16,segment,Standard,Argent,2
730,7423,2025-04-17,segment,Standard,Argent,2
731,3108,2025-04-22,segment,Argent,Or,2
732,20704,2025-04-22,ville,Koudougou,Ouagadougou,2
733,8431,2025-04-23,segment,Standard,Argent,2
734,10404,2025-04-23,segment,Argent,Standard,2
735,220,2025-04-24,segment,Argent,Standard,2
736,23902,2025-04-24,ville,Ouagadougou,Bobo-Dioulasso,2
737,20671,2025-04-27,segment,Standard,Argent,2
738,22605,2025-04-27,segment,Standard,Argent,2
739,13705,2025-04-30,segment,Argent,Or,2
740,7119,2025-05-01,ville,Ouagadougou,Kaya,2
741,7798,2025-05-01,ville,Ouagadougou,Ouahigouya,2
742,13997,2025-05-01,ville,Ziniaré,Kaya,2
743,23459,2025-05-01,segment,Argent,Or,2
744,18368,2025-05-02,segment,Argent,Or,2
745,5843,2025-05-04,segment,Standard,Argent,2
746,19431,2025-05-04,ville,Ouagadougou,Ouahigouya,2
747,3821,2025-05-05,ville,Ziniaré,Ouagadougou,2
748,13073,2025-05-05,segment,Standard,Argent,2
749,6295,2025-05-06,segment,Standard,Argent,2
750,20155,2025-05-06,ville,Ouagadougou,Bobo-Dioulasso,2
751,17585,2025-05-07,segment,Standard,Argent,2
752,23045,2025-05-07,segment,Argent,Or,2
753,12875,2025-05-11,conditions,Comptant ,Comptant,1
754,18941,2025-05-11,segment,Standard,Argent,2
755,23326,2025-05-12,segment,Argent,Or,2
756,20875,2025-05-15,ville,bobo-dioulasso,Bobo-Dioulasso,1
757,10640,2025-05-16,ville,Ouagadougou,Bobo-Dioulasso,2
758,20756,2025-05-18,ville,Ouagadougou,Bobo-Dioulasso,2
759,7415,2025-05-19,segment,Or,Standard,2
760,7517,2025-05-25,conditions,Comptant ,Comptant,1
761,15320,2025-05-27,ville,Ouagadougou,Ouahigouya,2
762,7070,2025-05-28,ville,Ouagadougou,Ouahigouya,2
763,16894,2025-05-30,ville,Ouagadougou,Kaya,2
764,20662,2025-05-30,segment,Standard,Argent,2
765,15004,2025-05-31,segment,Standard,Argent,2
766,7405,2025-06-02,segment,Standard,Argent,2
767,19356,2025-06-03,segment,Standard,Argent,2
768,22896,2025-06-03,conditions,Comptant ,Comptant,1
769,4531,2025-06-04,segment,Argent,Standard,2
770,3342,2025-06-05,segment,Argent,Or,2
771,16737,2025-06-05,ville,bobo-dioulasso,Bobo-Dioulasso,1
772,18157,2025-06-05,segment,Argent,Standard,2
773,23122,2025-06-07,segment,Argent,Or,2
774,7275,2025-06-08,segment,Argent,Or,2
775,1778,2025-06-10,segment,Or,Standard,2
776,5595,2025-06-10,segment,Standard,Argent,2
777,8177,2025-06-12,ville,Ouagadougou,Kaya,2
778,833,2025-06-14,ville,Kaya,Ouahigouya,2
779,15743,2025-06-14,conditions,30 j ,30 j,1
780,8019,2025-06-15,ville,ziniaré,Ziniaré,1
781,15096,2025-06-15,segment,Standard,Argent,2
782,15823,2025-06-16,ville,Kaya,Ouagadougou,2
783,4932,2025-06-17,conditions,Comptant ,Comptant,1
784,16047,2025-06-18,segment,Argent,Or,2
785,16250,2025-06-18,segment,Argent,Or,2
786,2444,2025-06-24,segment,Standard,Argent,2
787,10426,2025-06-27,segment,Standard,Argent,2
788,10604,2025-06-29,segment,Standard,Argent,2
789,15846,2025-06-30,segment,Standard,Argent,2
790,22876,2025-06-30,conditions,Comptant ,Comptant,1
791,23088,2025-06-30,segment,Standard,Or,2
792,3506,2025-07-01,segment,Standard,Argent,2
793,4022,2025-07-01,segment,Standard,Argent,2
794,14123,2025-07-01,ville,ouagadougou,Ouagadougou,1
795,15573,2025-07-03,segment,Standard,Argent,2
796,19482,2025-07-03,segment,Or,Standard,2
797,21755,2025-07-05,segment,Or,Argent,2
798,3421,2025-07-06,segment,Standard,Argent,2
799,4366,2025-07-06,segment,Argent,Or,2
800,10398,2025-07-06,segment,Standard,Argent,2
801,20976,2025-07-07,segment,Argent,Or,2
802,5431,2025-07-08,ville,Ziniaré,Kaya,2
803,15494,2025-07-08,conditions,30 j ,30 j,1
804,1754,2025-07-09,ville,Koudougou,Ouagadougou,2
805,5121,2025-07-12,segment,Standard,Argent,2
806,11102,2025-07-12,segment,Standard,Argent,2
807,15377,2025-07-15,ville,Bobo-Dioulasso,Ouahigouya,2
808,12443,2025-07-16,ville,Ouagadougou,Bobo-Dioulasso,2
809,8449,2025-07-17,ville,Ouagadougou,Ouahigouya,2
810,18979,2025-07-18,segment,Argent,Or,2
811,16710,2025-07-21,ville,,Ouahigouya,2
812,22877,2025-07-21,segment,Standard,Argent,2
813,21147,2025-07-23,segment,Standard,Or,2
814,11465,2025-07-24,ville,Bobo-Dioulasso,Koudougou,2
815,13613,2025-07-24,conditions,60 j ,60 j,1
816,19902,2025-07-26,segment,Standard,Argent,2
817,4974,2025-07-27,ville,Bobo-Dioulasso,Ouagadougou,2
818,20069,2025-07-27,ville,Ouagadougou,Kaya,2
819,21819,2025-07-27,segment,Argent,Or,2
820,17225,2025-07-28,segment,Standard,Argent,2
821,5902,2025-07-31,ville,Ziniaré,Koudougou,2
822,10616,2025-07-31,ville,Ouagadougou,Ouahigouya,2
823,14462,2025-08-01,segment,Standard,Argent,2
824,22989,2025-08-03,ville,bobo-dioulasso,Bobo-Dioulasso,1
825,6137,2025-08-06,segment,Standard,Argent,2
826,6527,2025-08-07,segment,Standard,Argent,2
827,16014,2025-08-07,segment,Standard,Argent,2
828,7933,2025-08-11,segment,Standard,Or,2
829,4598,2025-08-13,conditions,30 j ,30 j,1
830,12457,2025-08-15,ville,Ouagadougou,Kaya,2
831,22318,2025-08-15,segment,Standard,Argent,2
832,9018,2025-08-16,ville,koudougou,Koudougou,1
833,4789,2025-08-19,segment,Argent,Standard,2
834,12214,2025-08-20,segment,Standard,Argent,2
835,2883,2025-08-21,ville,Ouagadougou,Kaya,2
836,10030,2025-08-21,segment,Standard,Argent,2
837,22065,2025-08-21,segment,Argent,Or,2
838,2030,2025-08-23,ville,Kaya,Ouagadougou,2
839,19598,2025-08-23,segment,Standard,Or,2
840,898,2025-08-24,segment,Standard,Or,2
841,17016,2025-08-28,segment,Argent,Or,2
842,13468,2025-08-30,segment,Argent,Standard,2
843,14152,2025-08-30,ville,bobo-dioulasso,Bobo-Dioulasso,1
844,17695,2025-08-30,segment,Argent,Or,2
845,3237,2025-09-01,ville,Ouagadougou,Koudougou,2
846,13430,2025-09-01,ville,Ouagadougou,Bobo-Dioulasso,2
847,16745,2025-09-01,segment,Standard,Argent,2
848,11531,2025-09-02,segment,Or,Standard,2
849,23428,2025-09-04,segment,Standard,Argent,2
850,12105,2025-09-05,segment,Standard,Argent,2
851,14541,2025-09-05,ville,,Ouagadougou,2
852,15101,2025-09-05,ville,Koudougou,Ouagadougou,2
853,4298,2025-09-06,ville,Koudougou,Ouahigouya,2
854,22070,2025-09-06,segment,Standard,Argent,2
855,5713,2025-09-07,segment,Standard,Argent,2
856,6440,2025-09-07,ville,Ouagadougou,Koudougou,2
857,9140,2025-09-07,segment,Standard,Or,2
858,7412,2025-09-08,segment,Standard,Argent,2
859,268,2025-09-10,segment,Standard,Argent,2
860,21285,2025-09-10,conditions,Comptant ,Comptant,1
861,4233,2025-09-13,segment,Standard,Argent,2
862,20155,2025-09-15,segment,Standard,Argent,2
863,15334,2025-09-17,segment,Argent,Or,2
864,4285,2025-09-19,ville,Bobo-Dioulasso,Koudougou,2
865,6239,2025-09-21,ville,ouagadougou,Ouagadougou,1
866,7780,2025-09-21,ville,,Kaya,2
867,14640,2025-09-21,segment,Standard,Argent,2
868,10978,2025-09-22,segment,Standard,Argent,2
869,18948,2025-09-22,ville,Bobo-Dioulasso,Ouahigouya,2
870,22767,2025-09-22,ville,bobo-dioulasso,Bobo-Dioulasso,1
871,9639,2025-09-28,segment,Standard,Argent,2
872,23679,2025-09-28,segment,Or,Standard,2
873,23683,2025-09-28,segment,Standard,Argent,2
874,4698,2025-09-29,segment,Standard,Argent,2
875,12410,2025-09-29,segment,Argent,Or,2
876,21477,2025-09-29,ville,Ouagadougou,Koudougou,2
877,23701,2025-09-30,segment,Or,Argent,2
878,2938,2025-10-05,segment,Standard,Argent,2
879,1822,2025-10-08,segment,Argent,Standard,2
880,6984,2025-10-10,segment,Standard,Argent,2
881,20253,2025-10-10,ville,ouagadougou,Ouagadougou,1
882,10359,2025-10-11,ville,Bobo-Dioulasso,Kaya,2
883,17306,2025-10-11,conditions,Comptant ,Comptant,1
884,8816,2025-10-13,ville,Koudougou,Kaya,2
885,14534,2025-10-13,ville,Ouagadougou,Koudougou,2
886,17855,2025-10-13,segment,Argent,Or,2
887,21425,2025-10-14,ville,Ouagadougou,Bobo-Dioulasso,2
888,22686,2025-10-14,ville,Bobo-Dioulasso,Ouagadougou,2
889,16632,2025-10-15,segment,Standard,Argent,2
890,2542,2025-10-16,segment,Standard,Argent,2
891,8551,2025-10-16,segment,Standard,Argent,2
892,15725,2025-10-16,segment,Argent,Or,2
893,8857,2025-10-20,segment,Standard,Or,2
894,8982,2025-10-20,ville,Koudougou,Kaya,2
895,14468,2025-10-20,segment,Standard,Argent,2
896,15830,2025-10-21,ville,Koudougou,Bobo-Dioulasso,2
897,11526,2025-10-23,segment,Standard,Argent,2
898,18581,2025-10-23,ville,ouagadougou,Ouagadougou,1
899,4691,2025-10-24,ville,Ouagadougou,Bobo-Dioulasso,2
900,9060,2025-10-24,segment,Or,Standard,2
901,10433,2025-10-24,ville,Ziniaré,Koudougou,2
902,8390,2025-10-25,segment,Standard,Argent,2
903,11656,2025-10-25,ville,Ziniaré,Kaya,2
904,19046,2025-10-25,ville,Bobo-Dioulasso,Koudougou,2
905,22099,2025-10-25,ville,bobo-dioulasso,Bobo-Dioulasso,1
906,13913,2025-10-27,ville,Ouagadougou,Ouahigouya,2
907,13068,2025-10-28,segment,Standard,Argent,2
908,15458,2025-10-28,segment,Standard,Argent,2
909,10404,2025-10-29,segment,Standard,Argent,2
910,23560,2025-10-29,segment,Standard,Argent,2
911,2200,2025-10-31,ville,Bobo-Dioulasso,Koudougou,2
912,15316,2025-11-01,segment,Argent,Or,2
913,23752,2025-11-01,ville,Koudougou,Bobo-Dioulasso,2
914,857,2025-11-02,ville,Kaya,Bobo-Dioulasso,2
915,10236,2025-11-02,ville,Bobo-Dioulasso,Ouahigouya,2
916,18314,2025-11-02,ville,Bobo-Dioulasso,Kaya,2
917,95,2025-11-04,segment,Standard,Argent,2
918,5659,2025-11-05,segment,Or,Standard,2
919,1904,2025-11-08,ville,Kaya,Bobo-Dioulasso,2
920,9732,2025-11-08,ville,Kaya,Ouahigouya,2
921,2702,2025-11-09,ville,Koudougou,Ouagadougou,2
922,4850,2025-11-10,segment,Standard,Argent,2
923,5281,2025-11-12,ville,Koudougou,Ouagadougou,2
924,2644,2025-11-13,ville,Bobo-Dioulasso,Koudougou,2
925,5078,2025-11-13,segment,Standard,Argent,2
926,17348,2025-11-13,segment,Standard,Argent,2
927,5962,2025-11-14,segment,Or,Standard,2
928,11367,2025-11-14,segment,Argent,Or,2
929,1178,2025-11-15,ville,Ouagadougou,Kaya,2
930,20817,2025-11-20,ville,Koudougou,Kaya,2
931,11798,2025-11-21,segment,Standard,Argent,2
932,10075,2025-11-23,ville,Ouagadougou,Bobo-Dioulasso,2
933,14027,2025-11-23,ville,Bobo-Dioulasso,Ouagadougou,2
934,192,2025-11-24,ville,Ouagadougou,Bobo-Dioulasso,2
935,6872,2025-11-24,ville,Ouagadougou,Ouahigouya,2
936,7892,2025-11-25,ville,Ziniaré,Bobo-Dioulasso,2
937,8450,2025-11-25,segment,Argent,Or,2
938,5310,2025-11-26,segment,Or,Standard,2
939,9047,2025-11-26,segment,Standard,Argent,2
940,22961,2025-11-26,conditions,30 j ,30 j,1
941,21640,2025-11-27,segment,Argent,Or,2
942,8685,2025-11-28,segment,Standard,Argent,2
943,468,2025-11-29,segment,Or,Standard,2
944,4173,2025-12-01,segment,Argent,Or,2
945,9294,2025-12-03,ville,Bobo-Dioulasso,Ouagadougou,2
946,18675,2025-12-03,segment,Argent,Or,2
947,930,2025-12-04,segment,Or,Argent,2
948,20681,2025-12-04,ville,Bobo-Dioulasso,Ouahigouya,2
949,17604,2025-12-05,segment,Or,Argent,2
950,5281,2025-12-06,segment,Standard,Argent,2
951,12321,2025-12-06,segment,Standard,Argent,2
952,20603,2025-12-06,ville,Ouagadougou,Kaya,2
953,6419,2025-12-08,ville,Koudougou,Bobo-Dioulasso,2
954,11759,2025-12-08,segment,Standard,Or,2
955,20824,2025-12-08,segment,Standard,Argent,2
956,22953,2025-12-09,segment,Standard,Argent,2
957,2046,2025-12-10,segment,Standard,Or,2
958,16047,2025-12-12,ville,Ouagadougou,Kaya,2
959,8192,2025-12-13,ville,Ouagadougou,Bobo-Dioulasso,2
960,5702,2025-12-14,ville,Ouagadougou,Koudougou,2
961,14106,2025-12-15,ville,Koudougou,Bobo-Dioulasso,2
962,12807,2025-12-17,ville,,Ouagadougou,2
963,2346,2025-12-18,segment,Standard,Argent,2
964,18482,2025-12-18,segment,Standard,Argent,2
965,3363,2025-12-19,ville,koudougou,Koudougou,1
966,13369,2025-12-19,segment,Argent,Or,2
967,22445,2025-12-19,segment,Argent,Or,2
968,23798,2025-12-19,segment,Argent,Or,2
969,9918,2025-12-21,segment,Standard,Or,2
970,15984,2025-12-22,segment,Standard,Argent,2
971,11904,2025-12-24,segment,Standard,Argent,2
972,19153,2025-12-24,ville,Ouagadougou,Ouahigouya,2
973,7096,2025-12-25,conditions,Comptant ,Comptant,1
974,9368,2025-12-25,segment,Standard,Argent,2
975,20778,2025-12-25,ville,Ouagadougou,Koudougou,2
976,8126,2025-12-26,segment,Standard,Argent,2
977,19744,2025-12-26,segment,Standard,Argent,2
978,5926,2025-12-27,ville,Ouagadougou,Bobo-Dioulasso,2
979,6561,2025-12-28,ville,Koudougou,Kaya,2
980,9194,2025-12-28,segment,Argent,Or,2
981,12443,2025-12-29,ville,Bobo-Dioulasso,Kaya,2
982,22220,2025-12-29,ville,Ouagadougou,Koudougou,2
983,589,2025-12-30,segment,Argent,Or,2
984,8218,2025-12-30,conditions,Comptant ,Comptant,1
985,592,2025-12-31,segment,Standard,Argent,2
986,16707,2025-12-31,segment,Argent,Standard,2
987,18759,2025-12-31,segment,Standard,Argent,2
988,20657,2026-01-04,segment,Standard,Argent,2
989,7147,2026-01-05,segment,Standard,Argent,2
990,15807,2026-01-07,segment,Standard,Argent,2
991,22918,2026-01-07,segment,Or,Standard,2
992,8957,2026-01-08,segment,Standard,Argent,2
993,1161,2026-01-09,ville,Koudougou,Ouagadougou,2
994,14253,2026-01-09,ville,Kaya,Ouahigouya,2
995,14111,2026-01-10,segment,Standard,Or,2
996,10779,2026-01-11,ville,Kaya,Koudougou,2
997,11063,2026-01-11,ville,Koudougou,Ouahigouya,2
998,5619,2026-01-13,ville,Bobo-Dioulasso,Ouahigouya,2
999,1312,2026-01-14,segment,Argent,Or,2
1000,4791,2026-01-14,segment,Standard,Argent,2
1001,6694,2026-01-14,segment,Or,Argent,2
1002,11373,2026-01-17,segment,Standard,Argent,2
1003,21088,2026-01-17,segment,Standard,Or,2
1004,7527,2026-01-19,segment,Or,Argent,2
1005,8082,2026-01-19,segment,Standard,Argent,2
1006,19143,2026-01-19,ville,Bobo-Dioulasso,Kaya,2
1007,6456,2026-01-20,ville,,Ouahigouya,2
1008,12994,2026-01-20,segment,Standard,Argent,2
1009,13439,2026-01-22,ville,Kaya,Koudougou,2
1010,4013,2026-01-24,ville,kaya,Kaya,1
1011,6576,2026-01-24,segment,Standard,Argent,2
