id_facture,id_client,date_facture,date_echeance,date_encaissement,montant_ttc,montant_encaisse,conditions_paiement
301540,22153,2023-08-18,2023-09-02,2023-09-02,734175,734175,Comptant
301541,23832,2023-08-18,2023-09-17,2023-09-14,1620330,1620330,30 j
301542,6931,2023-08-18,2023-10-17,2023-10-17,1494130,1494130,60 j
301543,879,2023-08-19,2023-09-18,2023-09-15,822680,822680,30 j
301544,21630,2023-08-18,2023-09-17,2023-09-16,1648685,1648685,30 j
301545,15904,2023-08-20,2023-10-19,2023-10-16,1520020,1520020,60 j
301546,23035,2023-08-21,2023-09-05,,907400,0,Comptant
301547,5600,2023-08-21,2023-09-05,2023-08-31,1706575,1706575,Comptant
301548,20138,2023-08-20,2023-09-04,2023-09-03,1604145,1604145,Comptant
301549,7278,2023-08-19,2023-09-03,2023-09-01,342400,342400,Comptant
301550,22580,2023-08-21,2023-10-20,2023-10-18,1784950,1784950,60 j
301551,1009,2023-08-19,2023-09-03,2023-09-02,323695,323695,Comptant
301552,7191,2023-08-20,2023-09-19,2023-09-18,437380,437380,30 j
301553,8525,2023-08-21,2023-09-05,2023-08-31,1232385,1232385,Comptant
301554,4430,2023-08-22,2023-09-21,2023-09-23,688270,688270,30 j
301555,15720,2023-08-21,2023-09-05,2023-09-02,1649210,1649210,Comptant
301556,100,2023-08-21,2023-09-05,,473145,0,Comptant
301557,3969,2023-08-21,2023-09-05,2023-09-04,382775,382775,Comptant
301558,15072,2023-08-22,2023-09-06,2023-09-01,174205,174205,Comptant
301559,818,2023-08-20,2023-09-04,2023-08-30,1684955,1684955,Comptant
301560,540,2023-08-23,2023-09-07,2023-09-06,1685210,1685210,Comptant
301561,20081,2023-08-21,2023-09-20,2023-09-15,1438695,1438695,30 j
301562,18957,2023-08-21,2023-09-05,2023-09-04,791465,791465,Comptant
301563,15447,2023-08-23,2023-09-22,2023-09-22,754095,754095,30 j
301564,11918,2023-08-23,2023-09-07,2023-09-05,252580,252580,Comptant
301565,20549,2023-08-21,2023-09-05,2023-08-31,1189190,1189190,Comptant
301566,219,2023-08-22,2023-10-21,2023-10-18,1696870,1696870,60 j
301567,15715,2023-08-22,2023-09-21,2023-09-21,1228405,1228405,30 j
301568,4906,2023-08-23,2023-09-07,2023-09-05,453170,453170,Comptant
301569,5657,2023-08-22,2023-09-21,,732735,0,30 j
301570,2963,2023-08-24,2023-09-23,2023-09-18,208400,208400,30 j
301571,4433,2023-08-24,2023-09-08,2023-09-08,913125,913125,Comptant
301572,8,2023-08-24,2023-09-08,2023-09-06,1751515,1751515,Comptant
301573,16396,2023-08-23,2023-09-22,2023-09-21,1596905,1596905,30 j
301574,8766,2023-08-25,2023-09-24,2023-09-21,298455,298455,30 j
301575,4303,2023-08-25,2023-09-24,2023-09-21,1558375,1558375,30 j
301576,3051,2023-08-24,2023-09-08,2023-09-03,599310,599310,Comptant
301577,13793,2023-08-25,2023-09-24,2023-09-29,215415,215415,30 j
301578,8602,2023-08-25,2023-09-09,2023-09-07,986745,986745,Comptant
301579,8500,2023-08-24,2023-09-08,2023-09-05,1440725,1440725,Comptant
301580,17717,2023-08-25,2023-10-24,2023-10-22,339795,339795,60 j
301581,21825,2023-08-24,2023-09-08,2023-09-10,137610,137610,Comptant
301582,2377,2023-08-26,2023-09-25,2023-09-22,481090,481090,30 j
301583,2689,2023-08-26,2023-09-10,2023-09-10,1244565,1244565,Comptant
301584,3922,2023-08-26,2023-09-10,2023-09-05,1183345,1183345,Comptant
301585,15785,2023-08-24,2023-09-08,2023-09-03,1534900,1534900,Comptant
301586,9726,2023-08-26,2023-09-10,2023-09-09,87875,87875,Comptant
301587,10855,2023-08-25,2023-09-09,2023-09-06,552225,552225,Comptant
301588,9928,2023-08-27,2023-09-26,2023-09-24,384505,384505,30 j
301589,2506,2023-08-26,2023-09-10,2023-09-10,1565875,1565875,Comptant
301590,18523,2023-08-27,2023-09-11,2023-09-11,1003520,1003520,Comptant
301591,18933,2023-08-27,2023-09-26,,1522625,0,30 j
301592,11903,2023-08-25,2023-09-24,2023-09-21,1036450,1036450,30 j
301593,2852,2023-08-27,2023-09-11,2023-09-06,270605,270605,Comptant
301594,12379,2023-08-27,2023-09-11,,1473410,0,Comptant
301595,12793,2023-08-28,2023-09-27,2023-09-22,977000,977000,30 j
301596,16281,2023-08-28,2023-09-27,2023-09-22,1003230,1003230,30 j
301597,5279,2023-08-26,2023-09-10,,543555,0,Comptant
301598,750,2023-08-28,2023-09-12,2023-09-07,1145545,1145545,Comptant
301599,16870,2023-08-28,2023-10-27,2023-10-24,793320,793320,60 j
301600,5276,2023-08-28,2023-09-27,2023-09-22,1077065,1077065,30 j
301601,14907,2023-08-29,2023-09-13,2023-09-11,226485,226485,Comptant
301602,22346,2023-08-29,2023-09-13,2023-09-08,400260,400260,Comptant
301603,12264,2023-08-27,2023-09-11,2023-09-08,1638970,1638970,Comptant
301604,22237,2023-08-28,2023-09-12,2023-09-10,1164560,1164560,Comptant
301605,14029,2023-08-28,2023-09-12,,1612825,0,Comptant
301606,7378,2023-08-28,2023-09-27,2023-09-26,60755,60755,30 j
301607,20639,2023-08-28,2023-09-12,2023-09-09,76780,76780,Comptant
301608,9563,2023-08-30,2023-09-14,2023-09-12,202515,202515,Comptant
301609,1790,2023-08-30,2023-09-14,,545380,0,Comptant
301610,23846,2023-08-30,2023-09-29,2023-09-27,1097230,1097230,30 j
301611,18893,2023-08-28,2023-09-12,,827785,0,Comptant
301612,13574,2023-08-29,2023-09-13,2023-10-28,887550,887550,Comptant
301613,22650,2023-08-28,2023-09-12,2023-09-09,552125,552125,Comptant
301614,19286,2023-08-29,2023-09-28,2023-09-23,111035,111035,30 j
301615,11347,2023-08-29,2023-09-13,2023-09-12,1633020,1633020,Comptant
301616,10609,2023-08-30,2023-10-29,2023-10-27,1308185,1308185,60 j
301617,3664,2023-08-31,2023-10-30,2023-10-27,785510,785510,60 j
301618,19467,2023-08-31,2023-09-15,2023-09-15,622790,622790,Comptant
301619,20625,2023-08-30,2023-09-14,2023-09-14,1722220,1722220,Comptant
301620,4966,2023-08-30,2023-09-14,2023-09-14,800950,800950,Comptant
301621,21820,2023-08-30,2023-09-14,2023-09-13,1698230,1698230,Comptant
301622,13236,2023-09-01,2023-10-01,2023-09-26,1424475,1424475,30 j
301623,739,2023-08-31,2023-09-15,2023-09-14,1759275,1759275,Comptant
301624,2815,2023-08-31,2023-09-15,2023-09-13,940035,940035,Comptant
301625,13209,2023-08-31,2023-09-15,2023-09-12,190540,190540,Comptant
301626,21212,2023-08-31,2023-09-30,2023-09-27,91915,91915,30 j
301627,7995,2023-09-02,2023-09-17,,493515,0,Comptant
301628,22838,2023-09-02,2023-09-17,,1587845,0,Comptant
301629,16132,2023-09-02,2023-09-17,,1225980,0,Comptant
301630,15832,2023-08-31,2023-10-30,2023-10-29,340165,340165,60 j
301631,5650,2023-09-01,2023-10-01,2023-11-15,1715520,1715520,30 j
301632,12852,2023-09-01,2023-09-16,2023-09-11,1312855,1312855,Comptant
301633,1731,2023-09-01,2023-10-01,2023-09-29,159900,159900,30 j
301634,16506,2023-09-02,2023-10-02,2023-09-29,414530,414530,30 j
301635,22049,2023-09-03,2023-09-18,2023-09-15,1149940,1149940,Comptant
301636,936,2023-09-01,2023-10-31,2023-10-30,1129975,1129975,60 j
301637,62,2023-09-01,2023-10-01,2023-10-02,315670,315670,30 j
301638,22425,2023-09-01,2023-09-16,,1003390,0,Comptant
301639,22995,2023-09-02,2023-09-17,2023-09-17,707235,707235,Comptant
301640,12817,2023-09-01,2023-09-16,2023-09-14,435290,435290,Comptant
301641,7270,2023-09-02,2023-09-17,2023-09-16,699595,699595,Comptant
301642,16886,2023-09-03,2023-10-03,2023-09-30,1711435,1711435,30 j
301643,17553,2023-09-03,2023-09-18,2023-09-13,157020,157020,Comptant
301644,3044,2023-09-04,2023-09-19,2023-09-19,1134205,1134205,Comptant
301645,23071,2023-09-04,2023-10-04,2023-10-04,428175,428175,30 j
301646,15216,2023-09-04,2023-09-19,2023-09-18,1086905,1086905,Comptant
301647,15638,2023-09-05,2023-10-05,2023-10-02,745005,745005,30 j
301648,7845,2023-09-04,2023-09-19,2023-10-09,1573485,1573485,Comptant
301649,17396,2023-09-03,2023-09-18,,835305,0,Comptant
301650,4351,2023-09-04,2023-10-04,2023-10-01,323980,323980,30 j
301651,1442,2023-09-05,2023-11-04,2023-11-02,1176300,1176300,60 j
301652,13253,2023-09-03,2023-11-02,2023-10-31,403730,403730,60 j
301653,21575,2023-09-03,2023-09-18,2023-09-17,161165,161165,Comptant
301654,789,2023-09-06,2023-09-21,2023-09-21,86280,86280,Comptant
301655,4073,2023-09-04,2023-09-19,2023-09-29,227075,227075,Comptant
301656,5379,2023-09-04,2023-11-03,2023-11-02,760915,760915,60 j
301657,16601,2023-09-04,2023-09-19,,419780,0,Comptant
301658,22497,2023-09-04,2023-09-19,,909575,0,Comptant
301659,15180,2023-09-05,2023-11-04,2023-11-05,739995,739995,60 j
301660,501,2023-09-06,2023-10-06,2023-10-03,748545,748545,30 j
301661,10103,2023-09-06,2023-09-21,,957525,0,Comptant
301662,19782,2023-09-06,2023-09-21,2023-09-20,911685,911685,Comptant
301663,17637,2023-09-05,2023-09-20,2023-09-15,1458150,1458150,Comptant
301664,14714,2023-09-06,2023-09-21,2023-09-16,93770,93770,Comptant
301665,2223,2023-09-07,2023-10-07,2023-10-07,618930,618930,30 j
301666,14390,2023-09-07,2023-09-22,2023-09-21,253510,253510,Comptant
301667,11043,2023-09-06,2023-10-06,2023-10-03,1581870,1581870,30 j
301668,8463,2023-09-06,2023-09-21,2023-09-19,824505,824505,Comptant
301669,2837,2023-09-07,2023-09-22,2023-09-22,766440,766440,Comptant
301670,21664,2023-09-08,2023-09-23,,1268990,0,Comptant
301671,2390,2023-09-06,2023-09-21,2023-09-16,675010,675010,Comptant
301672,325,2023-09-06,2023-10-06,2023-10-03,238020,238020,30 j
301673,6748,2023-09-06,2023-10-06,2023-10-06,435480,435480,30 j
301674,12422,2023-09-08,2023-09-23,2023-09-18,1128665,1128665,Comptant
301675,11535,2023-09-09,2023-09-24,2023-09-24,437800,437800,Comptant
301676,22029,2023-09-08,2023-09-23,2023-09-21,1325355,1325355,Comptant
301677,1112,2023-09-07,2023-09-22,2023-09-22,540355,540355,Comptant
301678,23349,2023-09-09,2023-10-09,,1629945,0,30 j
301679,18790,2023-09-07,2023-09-22,2023-09-20,1677960,1677960,Comptant
301680,8353,2023-09-09,2023-09-24,2023-09-23,1553410,1553410,Comptant
301681,6360,2023-09-09,2023-09-24,2023-09-22,676585,676585,Comptant
301682,21870,2023-09-08,2023-10-08,2023-10-07,503470,503470,30 j
301683,13533,2023-09-08,2023-09-23,,947635,0,Comptant
301684,4918,2023-09-09,2023-11-08,2023-11-08,1417190,1417190,60 j
301685,7055,2023-09-08,2023-10-08,2023-10-05,374040,374040,30 j
301686,3042,2023-09-09,2023-09-24,2023-09-22,508530,508530,Comptant
301687,2789,2023-09-08,2023-10-08,2023-10-07,1521060,1521060,30 j
301688,3898,2023-09-11,2023-10-11,,757820,0,30 j
301689,4521,2023-09-10,2023-09-25,2023-09-20,1692185,1692185,Comptant
301690,11631,2023-09-10,2023-11-09,2023-11-04,230295,230295,60 j
301691,23686,2023-09-11,2023-10-11,2023-10-10,1342840,1342840,30 j
301692,5126,2023-09-10,2023-10-10,2023-10-10,1749445,1749445,30 j
301693,2828,2023-09-10,2023-10-10,2023-10-08,1217710,1217710,30 j
301694,5928,2023-09-11,2023-10-11,2023-10-06,1633060,1633060,30 j
301695,8457,2023-09-10,2023-10-10,2023-10-07,1573420,1573420,30 j
301696,6319,2023-09-12,2023-11-11,2023-12-01,1537465,1537465,60 j
301697,22459,2023-09-10,2023-10-10,2023-10-09,920145,920145,30 j
301698,18523,2023-09-10,2023-09-25,2023-09-30,1496705,1496705,Comptant
301699,396,2023-09-10,2023-10-10,2023-10-10,533490,533490,30 j
301700,284,2023-09-10,2023-11-09,2023-11-07,420270,420270,60 j
301701,4538,2023-09-12,2023-10-12,2023-10-14,1661255,1661255,30 j
301702,22747,2023-09-13,2023-11-12,2023-11-11,1158645,1158645,60 j
301703,20705,2023-09-11,2023-11-10,2023-11-07,813160,813160,60 j
301704,22809,2023-09-11,2023-10-11,2023-10-10,1771015,1771015,30 j
301705,5989,2023-09-13,2023-09-28,2023-09-28,953585,953585,Comptant
301706,22041,2023-09-11,2023-09-26,2023-09-25,1102005,1102005,Comptant
301707,18486,2023-09-12,2023-09-27,2023-09-26,1162805,1162805,Comptant
301708,23722,2023-09-13,2023-09-28,2023-09-26,215925,215925,Comptant
301709,12496,2023-09-13,2023-11-12,2023-11-14,638335,638335,60 j
301710,23774,2023-09-12,2023-11-11,2023-12-01,480750,480750,60 j
301711,1096,2023-09-12,2023-09-27,2023-09-22,268375,268375,Comptant
301712,7865,2023-09-13,2023-11-12,2023-11-14,832355,832355,60 j
301713,9438,2023-09-12,2023-10-12,2023-10-09,1008615,1008615,30 j
301714,23032,2023-09-13,2023-09-28,2023-09-28,1649610,1649610,Comptant
301715,10996,2023-09-13,2023-11-12,2023-12-02,207205,207205,60 j
301716,16437,2023-09-14,2023-09-29,2023-09-24,1134900,1134900,Comptant
301717,17336,2023-09-13,2023-11-12,2023-11-07,443135,443135,60 j
301718,12063,2023-09-14,2023-09-29,2023-09-24,656870,656870,Comptant
301719,11004,2023-09-15,2023-09-30,2023-09-28,1666520,1666520,Comptant
301720,9324,2023-09-14,2023-09-29,2023-10-19,871340,871340,Comptant
301721,8456,2023-09-15,2023-09-30,2023-09-28,223175,223175,Comptant
301722,207,2023-09-14,2023-10-14,2023-10-09,198545,198545,30 j
301723,6015,2023-09-14,2023-09-29,2023-09-26,725195,725195,Comptant
301724,8473,2023-09-15,2023-09-30,2023-09-28,155085,155085,Comptant
301725,5027,2023-09-15,2023-10-15,2023-10-12,149400,149400,30 j
301726,6864,2023-09-14,2023-09-29,2023-09-29,1555105,1555105,Comptant
301727,4356,2023-09-15,2023-09-30,2023-09-27,664245,664245,Comptant
301728,21815,2023-09-15,2023-10-15,2023-10-14,1168330,1168330,30 j
301729,20561,2023-09-17,2023-10-17,2023-10-12,660090,660090,30 j
301730,23367,2023-09-15,2023-09-30,2023-09-28,1559275,1559275,Comptant
301731,9049,2023-09-17,2023-10-02,2023-09-29,294095,294095,Comptant
301732,2695,2023-09-15,2023-11-14,2023-11-09,1452630,1452630,60 j
301733,10103,2023-09-17,2023-10-02,,449785,0,Comptant
301734,19294,2023-09-16,2023-10-01,2023-09-28,343085,343085,Comptant
301735,18699,2023-09-16,2023-11-15,,936870,0,60 j
301736,20552,2023-09-16,2023-10-01,2023-10-01,1055495,1055495,Comptant
301737,1303,2023-09-17,2023-10-17,2023-10-16,736995,736995,30 j
301738,17694,2023-09-18,2023-10-03,2023-09-28,479825,479825,Comptant
301739,9211,2023-09-16,2023-10-16,2023-10-11,1604245,1604245,30 j
301740,21464,2023-09-16,2023-10-16,2023-10-16,928845,928845,30 j
301741,4892,2023-09-19,2023-10-19,2023-10-19,1791335,1791335,30 j
301742,17745,2023-09-17,2023-10-02,2023-10-01,395430,395430,Comptant
301743,10167,2023-09-17,2023-10-02,2023-10-02,1689710,1689710,Comptant
301744,21117,2023-09-19,2023-10-19,2023-10-14,1564375,1564375,30 j
301745,22812,2023-09-17,2023-10-17,,859285,0,30 j
301746,22069,2023-09-18,2023-10-03,2023-10-08,1400115,1400115,Comptant
301747,4894,2023-09-18,2023-10-03,2023-09-30,1613570,1613570,Comptant
301748,19769,2023-09-20,2023-10-05,2023-09-30,597345,597345,Comptant
301749,17145,2023-09-19,2023-10-04,2023-10-06,1105250,1105250,Comptant
301750,12949,2023-09-18,2023-10-18,2023-10-15,1311315,1311315,30 j
301751,6800,2023-09-18,2023-10-03,2023-10-01,1408935,1408935,Comptant
301752,6967,2023-09-19,2023-10-04,2023-10-04,211175,211175,Comptant
301753,19347,2023-09-19,2023-11-18,,1587935,0,60 j
301754,2618,2023-09-18,2023-10-03,2023-10-03,742455,742455,Comptant
301755,5460,2023-09-21,2023-10-06,,1734200,0,Comptant
301756,23670,2023-09-21,2023-10-06,,1127205,0,Comptant
301757,21984,2023-09-21,2023-11-20,2023-11-19,895580,895580,60 j
301758,3653,2023-09-21,2023-10-06,2023-11-20,645045,645045,Comptant
301759,10673,2023-09-20,2023-11-19,2023-11-19,1202725,1202725,60 j
301760,12716,2023-09-19,2023-10-19,2023-10-17,1612680,1612680,30 j
301761,4033,2023-09-21,2023-11-20,2023-11-15,1252520,1252520,60 j
301762,11252,2023-09-22,2023-10-22,2023-10-24,216375,216375,30 j
301763,16629,2023-09-21,2023-10-06,2023-10-05,1596975,1596975,Comptant
301764,11195,2023-09-22,2023-10-07,,1278735,0,Comptant
301765,4409,2023-09-20,2023-10-20,2023-10-17,1108280,1108280,30 j
301766,6982,2023-09-22,2023-10-07,2023-10-07,196080,196080,Comptant
301767,21427,2023-09-22,2023-10-07,2023-10-07,557830,557830,Comptant
301768,8811,2023-09-23,2023-10-08,2023-10-05,113495,113495,Comptant
301769,15890,2023-09-22,2023-10-07,2023-10-08,620360,620360,Comptant
301770,1362,2023-09-21,2023-10-06,2023-10-05,378015,378015,Comptant
301771,15372,2023-09-21,2023-10-06,2023-10-04,79675,79675,Comptant
301772,18263,2023-09-23,2023-10-23,2023-10-23,543525,543525,30 j
301773,22128,2023-09-22,2023-10-07,2023-10-05,570610,570610,Comptant
301774,22379,2023-09-21,2023-10-06,2023-10-01,92610,92610,Comptant
301775,11034,2023-09-23,2023-10-08,2023-10-07,1640215,1640215,Comptant
301776,22904,2023-09-24,2023-11-23,2023-11-18,852965,852965,60 j
301777,3109,2023-09-24,2023-10-24,,690310,0,30 j
301778,21334,2023-09-22,2023-10-07,,1541155,0,Comptant
301779,4573,2023-09-24,2023-10-09,2023-11-23,92120,92120,Comptant
301780,22954,2023-09-23,2023-10-08,,109870,0,Comptant
301781,22535,2023-09-24,2023-10-09,2023-10-04,1351315,1351315,Comptant
301782,13267,2023-09-23,2023-10-23,2023-10-24,828620,828620,30 j
301783,15890,2023-09-24,2023-10-09,2023-10-14,403730,403730,Comptant
301784,225,2023-09-24,2023-10-09,2023-10-04,758860,758860,Comptant
301785,7898,2023-09-24,2023-11-23,2023-11-22,578035,578035,60 j
301786,2213,2023-09-25,2023-10-10,2023-10-05,1544790,1544790,Comptant
301787,9547,2023-09-25,2023-10-25,,1687525,0,30 j
301788,6971,2023-09-26,2023-10-26,2023-10-23,401385,401385,30 j
301789,3933,2023-09-26,2023-10-11,2023-10-06,170250,170250,Comptant
301790,21130,2023-09-26,2023-11-25,2023-11-23,837230,837230,60 j
301791,23650,2023-09-24,2023-10-09,2023-10-07,1214555,1214555,Comptant
301792,3138,2023-09-24,2023-10-24,2023-10-19,1206470,1206470,30 j
301793,11256,2023-09-26,2023-10-11,2023-10-11,1147670,1147670,Comptant
301794,4604,2023-09-24,2023-11-23,2023-11-22,201695,201695,60 j
301795,381,2023-09-26,2023-11-25,2023-11-20,96295,96295,60 j
301796,9557,2023-09-25,2023-11-24,2023-11-21,911435,911435,60 j
301797,13557,2023-09-25,2023-10-10,2023-10-08,132485,132485,Comptant
301798,9022,2023-09-25,2023-10-10,2023-10-11,1768955,1768955,Comptant
301799,5377,2023-09-26,2023-10-11,2023-10-11,675265,675265,Comptant
301800,19538,2023-09-26,2023-10-26,2023-10-21,308870,308870,30 j
301801,15212,2023-09-27,2023-10-12,2023-10-07,412320,412320,Comptant
301802,4937,2023-09-26,2023-10-11,2023-10-09,589285,589285,Comptant
301803,15818,2023-09-26,2023-10-26,2023-10-26,89990,89990,30 j
301804,7544,2023-09-27,2023-10-12,2023-10-11,1407600,1407600,Comptant
301805,8958,2023-09-28,2023-10-13,2023-10-14,753440,753440,Comptant
301806,17852,2023-09-28,2023-10-13,,704915,0,Comptant
301807,6785,2023-09-28,2023-10-28,2023-10-27,128910,128910,30 j
301808,21092,2023-09-26,2023-10-11,2023-10-09,862780,862780,Comptant
301809,16345,2023-09-27,2023-10-27,2023-10-25,1562820,1562820,30 j
301810,19247,2023-09-27,2023-10-12,,1200995,0,Comptant
301811,6684,2023-09-27,2023-10-12,2023-10-12,1003655,1003655,Comptant
301812,15972,2023-09-28,2023-10-13,2023-10-10,743580,743580,Comptant
301813,21891,2023-09-27,2023-10-12,2023-10-12,1482475,1482475,Comptant
301814,16220,2023-09-27,2023-10-12,2023-10-09,1239035,1239035,Comptant
301815,6974,2023-09-30,2023-10-30,2023-10-25,519855,519855,30 j
301816,3088,2023-09-29,2023-10-29,2023-10-26,1655985,1655985,30 j
301817,18805,2023-09-28,2023-10-13,2023-10-13,1662075,1662075,Comptant
301818,17847,2023-09-28,2023-10-13,2023-10-18,1100165,1100165,Comptant
301819,16052,2023-09-30,2023-10-30,2023-10-29,1434065,1434065,30 j
301820,16077,2023-09-28,2023-10-13,2023-10-12,1393395,1393395,Comptant
301821,13527,2023-09-29,2023-10-14,2023-10-14,1638030,1638030,Comptant
301822,22962,2023-09-29,2023-11-28,2023-11-26,1082105,1082105,60 j
301823,11455,2023-09-30,2023-11-29,2023-11-28,818755,818755,60 j
301824,1059,2023-10-01,2023-10-16,2023-10-11,827065,827065,Comptant
301825,17293,2023-10-01,2023-10-16,2023-10-21,1193495,1193495,Comptant
301826,20550,2023-09-30,2023-10-15,,1786750,0,Comptant
301827,17099,2023-09-29,2023-10-14,2023-10-12,138115,138115,Comptant
301828,21388,2023-10-01,2023-10-31,,631325,0,30 j
301829,12448,2023-10-02,2023-11-01,2023-11-11,1360420,1360420,30 j
301830,13875,2023-10-01,2023-10-16,2023-10-26,341260,341260,Comptant
301831,1238,2023-10-02,2023-11-01,2023-11-01,350885,350885,30 j
301832,10460,2023-09-30,2023-10-15,2023-10-12,488125,488125,Comptant
301833,11677,2023-09-30,2023-10-15,2023-10-14,1488070,1488070,Comptant
301834,12472,2023-10-01,2023-10-16,2023-10-11,199690,199690,Comptant
301835,1781,2023-10-01,2023-10-16,2023-10-15,732270,732270,Comptant
301836,11336,2023-10-02,2023-10-17,2023-10-27,164430,164430,Comptant
301837,18716,2023-10-03,2023-10-18,2023-10-15,1288335,1288335,Comptant
301838,17398,2023-10-03,2023-10-18,,1526730,0,Comptant
301839,5282,2023-10-01,2023-10-31,2023-10-28,874905,874905,30 j
301840,14509,2023-10-03,2023-11-02,2023-11-02,151840,151840,30 j
301841,6688,2023-10-02,2023-10-17,2023-10-27,520065,520065,Comptant
301842,8122,2023-10-03,2023-10-18,2023-10-17,818735,818735,Comptant
301843,19295,2023-10-03,2023-11-02,2023-11-01,1599530,1599530,30 j
301844,1322,2023-10-04,2023-10-19,2023-10-16,570960,570960,Comptant
301845,16849,2023-10-04,2023-10-19,2023-10-18,63810,63810,Comptant
301846,666,2023-10-03,2023-11-02,,957475,0,30 j
301847,1356,2023-10-02,2023-10-17,2023-10-12,1161285,1161285,Comptant
301848,3862,2023-10-03,2023-12-02,2023-11-29,1052965,1052965,60 j
301849,22087,2023-10-05,2023-10-20,2023-10-19,1635115,1635115,Comptant
301850,11905,2023-10-03,2023-12-02,2023-11-29,132025,132025,60 j
301851,21093,2023-10-05,2023-10-20,2023-11-09,771510,771510,Comptant
301852,6910,2023-10-04,2023-10-19,2023-10-19,248440,248440,Comptant
301853,5564,2023-10-05,2023-10-20,2023-10-20,79950,79950,Comptant
301854,13051,2023-10-03,2023-11-02,2023-10-28,771425,771425,30 j
301855,8583,2023-10-04,2023-11-03,2023-11-03,559085,559085,30 j
301856,19757,2023-10-05,2023-12-04,2023-12-04,1101000,1101000,60 j
301857,8527,2023-10-06,2023-11-05,2023-11-05,1476160,1476160,30 j
301858,9755,2023-10-06,2023-11-05,2023-10-31,1237025,1237025,30 j
301859,4342,2023-10-04,2023-10-19,2023-10-18,618785,618785,Comptant
301860,2340,2023-10-05,2023-10-20,2023-10-17,1231315,1231315,Comptant
301861,8087,2023-10-06,2023-10-21,,1637500,0,Comptant
301862,14210,2023-10-07,2023-12-06,,1782910,0,60 j
301863,14608,2023-10-05,2023-11-04,2023-10-30,495740,495740,30 j
301864,14528,2023-10-05,2023-10-20,2023-10-18,818490,818490,Comptant
301865,16202,2023-10-06,2023-10-21,2023-10-31,1793255,1793255,Comptant
301866,15555,2023-10-06,2023-10-21,,814960,0,Comptant
301867,11583,2023-10-06,2023-11-05,2023-11-25,1234765,1234765,30 j
301868,9081,2023-10-05,2023-10-20,2023-10-17,797545,797545,Comptant
301869,19558,2023-10-08,2023-12-07,2024-01-21,185180,185180,60 j
301870,17779,2023-10-07,2023-10-22,2023-11-01,128040,128040,Comptant
301871,12380,2023-10-07,2023-12-06,2023-12-03,1345380,1345380,60 j
301872,6489,2023-10-06,2023-10-21,2023-10-20,895045,895045,Comptant
301873,2233,2023-10-07,2023-10-22,2023-10-17,829005,829005,Comptant
301874,21784,2023-10-08,2023-10-23,2023-10-18,1247385,1247385,Comptant
301875,42,2023-10-07,2023-12-06,,493505,0,60 j
301876,594,2023-10-07,2023-12-06,2023-12-01,1155955,1155955,60 j
301877,4924,2023-10-09,2023-10-24,2023-10-22,1511500,1511500,Comptant
301878,3934,2023-10-09,2023-10-24,2023-10-25,331180,331180,Comptant
301879,8045,2023-10-08,2023-10-23,,657760,0,Comptant
301880,16410,2023-10-08,2023-10-23,2023-10-20,265790,265790,Comptant
301881,16909,2023-10-07,2023-11-06,2023-11-04,566835,566835,30 j
301882,6858,2023-10-07,2023-10-22,2023-10-19,1696925,1696925,Comptant
301883,16765,2023-10-08,2023-11-07,2023-11-05,696735,696735,30 j
301884,11714,2023-10-09,2023-10-24,2023-10-23,1338855,1338855,Comptant
301885,10843,2023-10-10,2023-11-09,2023-11-06,1679505,1679505,30 j
301886,15137,2023-10-08,2023-11-07,2023-11-02,236280,236280,30 j
301887,10448,2023-10-09,2023-12-08,2023-12-05,193385,193385,60 j
301888,10585,2023-10-08,2023-10-23,2023-10-23,1073315,1073315,Comptant
301889,18198,2023-10-10,2023-10-25,2023-10-24,1233630,1233630,Comptant
301890,1740,2023-10-09,2023-10-24,,1655905,0,Comptant
301891,8920,2023-10-09,2023-11-08,2023-11-06,1383700,1383700,30 j
301892,22699,2023-10-10,2023-11-09,2023-11-29,1000075,1000075,30 j
301893,21433,2023-10-11,2023-10-26,2023-10-21,1575515,1575515,Comptant
301894,18915,2023-10-10,2023-10-25,2023-10-22,1399870,1399870,Comptant
301895,10851,2023-10-11,2023-10-26,2023-10-23,660775,660775,Comptant
301896,13106,2023-10-12,2023-11-11,2023-11-10,1620335,1620335,30 j
301897,11908,2023-10-12,2023-11-11,2023-12-26,473570,473570,30 j
301898,2033,2023-10-10,2023-10-25,2023-10-22,634540,634540,Comptant
301899,8601,2023-10-11,2023-10-26,2023-10-26,908180,908180,Comptant
301900,13704,2023-10-11,2023-10-26,2023-10-23,1659190,1659190,Comptant
301901,3990,2023-10-12,2023-10-27,2023-10-22,633575,633575,Comptant
301902,2284,2023-10-12,2023-10-27,2023-10-27,582935,582935,Comptant
301903,11181,2023-10-11,2023-10-26,2023-10-26,1745625,1745625,Comptant
301904,10128,2023-10-11,2023-10-26,2023-10-23,1346445,1346445,Comptant
301905,23655,2023-10-12,2023-10-27,2023-10-22,1255980,1255980,Comptant
301906,11047,2023-10-13,2023-10-28,,1311815,0,Comptant
301907,14285,2023-10-11,2023-10-26,2023-11-15,420830,420830,Comptant
301908,3848,2023-10-13,2023-10-28,2023-10-25,1310640,1310640,Comptant
301909,887,2023-10-14,2023-10-29,2023-10-24,1100030,1100030,Comptant
301910,2389,2023-10-13,2023-10-28,,805060,0,Comptant
301911,3212,2023-10-14,2023-10-29,,571710,0,Comptant
