id_produit,mois,entrees_unites,stock_moyen_unites,couverture_mois
22,2023-03,360,392,1.11
22,2023-04,387,490,1.30
22,2023-05,324,392,1.23
22,2023-06,292,359,1.17
22,2023-07,281,293,1.11
22,2023-08,413,498,1.30
22,2023-09,357,406,1.23
22,2023-10,220,282,1.17
22,2023-11,423,514,1.11
22,2023-12,405,554,1.30
22,2024-01,383,428,1.23
22,2024-02,377,479,1.17
22,2024-03,268,300,1.11
22,2024-04,434,535,1.30
22,2024-05,438,515,1.23
22,2024-06,327,365,1.17
22,2024-07,300,326,1.11
22,2024-08,227,333,1.30
22,2024-09,320,401,1.23
22,2024-10,460,589,1.17
22,2024-11,354,390,1.11
22,2024-12,586,716,1.30
22,2025-01,359,452,1.23
22,2025-02,475,536,1.17
22,2025-03,421,504,1.11
22,2025-04,408,549,1.30
22,2025-05,410,541,1.23
22,2025-06,299,342,1.17
22,2025-07,313,328,1.11
22,2025-08,348,498,1.30
22,2025-09,247,324,1.23
22,2025-10,546,600,1.17
22,2025-11,415,506,1.11
22,2025-12,476,639,1.30
22,2026-01,366,486,1.23
22,2026-02,456,562,1.17
22,2026-03,420,498,1.11
22,2026-04,421,506,1.30
22,2026-05,275,314,1.23
22,2026-06,373,438,1.17
22,2026-07,238,279,1.11
22,2026-08,203,288,1.30
23,2023-01,203,379,1.76
23,2023-02,200,366,1.67
23,2023-03,268,444,1.59
23,2023-04,241,453,1.86
23,2023-05,210,402,1.76
23,2023-06,135,244,1.67
23,2023-07,130,214,1.59
23,2023-08,135,261,1.86
23,2023-09,195,333,1.76
23,2023-10,311,468,1.67
23,2023-11,239,341,1.59
23,2023-12,216,395,1.86
23,2024-01,171,335,1.76
23,2024-02,250,389,1.67
23,2024-03,267,481,1.59
23,2024-04,254,481,1.86
23,2024-05,147,269,1.76
23,2024-06,174,324,1.67
23,2024-07,133,216,1.59
23,2024-08,212,393,1.86
23,2024-09,286,486,1.76
23,2024-10,232,434,1.67
23,2024-11,253,430,1.59
23,2024-12,228,455,1.86
23,2025-01,244,409,1.76
23,2025-02,246,379,1.67
23,2025-03,294,457,1.59
23,2025-04,319,632,1.86
23,2025-05,245,409,1.76
23,2025-06,257,421,1.67
23,2025-07,156,271,1.59
23,2025-08,168,291,1.86
23,2025-09,248,435,1.76
23,2025-10,315,511,1.67
23,2025-11,272,400,1.59
23,2025-12,300,600,1.86
23,2026-01,279,514,1.76
23,2026-02,330,521,1.67
23,2026-03,237,395,1.59
23,2026-04,391,656,1.86
23,2026-05,277,498,1.76
23,2026-06,281,427,1.67
23,2026-07,147,233,1.59
23,2026-08,159,313,1.86
24,2023-01,168,293,1.54
24,2023-02,210,330,1.46
24,2023-03,270,344,1.39
24,2023-04,175,297,1.63
24,2023-05,260,362,1.54
24,2023-06,167,224,1.46
24,2023-07,99,149,1.39
24,2023-08,216,333,1.63
24,2023-09,211,354,1.54
24,2023-10,297,402,1.46
24,2023-11,271,339,1.39
24,2023-12,209,386,1.63
24,2024-01,223,385,1.54
24,2024-02,233,319,1.46
24,2024-03,258,351,1.39
24,2024-04,324,476,1.63
24,2024-05,156,256,1.54
24,2024-06,239,316,1.46
24,2024-07,160,200,1.39
24,2024-08,122,215,1.63
24,2024-09,194,291,1.54
24,2024-10,282,378,1.46
24,2024-11,246,335,1.39
24,2024-12,324,532,1.63
24,2025-01,239,364,1.54
24,2025-02,254,381,1.46
24,2025-03,353,449,1.39
24,2025-04,232,365,1.63
24,2025-05,288,418,1.54
24,2025-06,216,298,1.46
24,2025-07,100,142,1.39
24,2025-08,180,287,1.63
24,2025-09,333,490,1.54
24,2025-10,265,406,1.46
24,2025-11,174,269,1.39
24,2025-12,351,572,1.63
24,2026-01,261,427,1.54
24,2026-02,287,399,1.46
24,2026-03,356,479,1.39
24,2026-04,267,435,1.63
24,2026-05,207,311,1.54
24,2026-06,229,324,1.46
24,2026-07,277,362,1.39
24,2026-08,253,416,1.63
25,2023-01,168,219,1.37
25,2023-02,208,261,1.30
25,2023-03,345,398,1.23
25,2023-04,228,367,1.45
25,2023-05,176,253,1.37
25,2023-06,226,279,1.30
25,2023-07,117,156,1.23
25,2023-08,171,258,1.45
25,2023-09,205,278,1.37
25,2023-10,370,475,1.30
25,2023-11,223,310,1.23
25,2023-12,305,400,1.45
25,2024-01,217,326,1.37
25,2024-02,191,248,1.30
25,2024-03,273,316,1.23
25,2024-04,224,336,1.45
25,2024-05,227,301,1.37
25,2024-06,217,297,1.30
25,2024-07,155,193,1.23
25,2024-08,186,294,1.45
25,2024-09,156,221,1.37
25,2024-10,267,343,1.30
25,2024-11,215,281,1.23
25,2024-12,256,381,1.45
25,2025-01,223,340,1.37
25,2025-02,182,252,1.30
25,2025-03,301,405,1.23
25,2025-04,284,380,1.45
25,2025-05,208,264,1.37
25,2025-06,198,261,1.30
25,2025-07,195,220,1.23
25,2025-08,231,301,1.45
25,2025-09,218,327,1.37
25,2025-10,349,470,1.30
25,2025-11,225,309,1.23
25,2025-12,248,352,1.45
25,2026-01,243,334,1.37
25,2026-02,219,261,1.30
25,2026-03,317,398,1.23
25,2026-04,218,357,1.45
25,2026-05,224,308,1.37
25,2026-06,209,278,1.30
25,2026-07,175,210,1.23
25,2026-08,253,351,1.45
26,2023-01,306,349,1.23
26,2023-02,149,182,1.17
26,2023-03,232,233,1.11
26,2023-04,238,322,1.30
26,2023-05,202,233,1.23
26,2023-06,205,220,1.17
26,2023-07,172,181,1.11
26,2023-08,191,223,1.30
26,2023-09,254,337,1.23
26,2023-10,304,352,1.17
26,2023-11,287,309,1.11
26,2023-12,243,335,1.30
26,2024-01,177,229,1.23
26,2024-02,240,269,1.17
26,2024-03,330,334,1.11
26,2024-04,234,325,1.30
26,2024-05,180,232,1.23
26,2024-06,161,214,1.17
26,2024-07,196,226,1.11
26,2024-08,163,201,1.30
26,2024-09,317,376,1.23
26,2024-10,319,341,1.17
26,2024-11,307,352,1.11
26,2024-12,228,327,1.30
26,2025-01,328,406,1.23
26,2025-02,202,262,1.17
26,2025-03,226,234,1.11
26,2025-04,242,342,1.30
26,2025-05,345,409,1.23
26,2025-06,178,224,1.17
26,2025-07,251,259,1.11
26,2025-08,178,224,1.30
26,2025-09,362,399,1.23
26,2025-10,328,406,1.17
26,2025-11,292,313,1.11
26,2025-12,249,363,1.30
26,2026-01,310,349,1.23
26,2026-02,210,275,1.17
26,2026-03,336,346,1.11
26,2026-04,311,417,1.30
26,2026-05,257,306,1.23
26,2026-06,158,205,1.17
26,2026-07,192,214,1.11
26,2026-08,208,253,1.30
27,2023-01,155,165,0.95
27,2023-02,230,206,0.90
27,2023-03,280,257,0.85
27,2023-04,259,243,1.00
27,2023-05,198,201,0.95
27,2023-06,124,100,0.90
27,2023-07,122,109,0.85
27,2023-08,201,189,1.00
27,2023-09,193,177,0.95
27,2023-10,188,185,0.90
27,2023-11,284,251,0.85
27,2023-12,233,256,1.00
27,2024-01,172,182,0.95
27,2024-02,218,201,0.90
27,2024-03,303,236,0.85
27,2024-04,248,257,1.00
27,2024-05,225,199,0.95
27,2024-06,143,129,0.90
27,2024-07,194,177,0.85
27,2024-08,154,172,1.00
27,2024-09,245,212,0.95
27,2024-10,307,280,0.90
27,2024-11,325,279,0.85
27,2024-12,373,371,1.00
27,2025-01,267,227,0.95
27,2025-02,247,220,0.90
27,2025-03,242,221,0.85
27,2025-04,266,250,1.00
27,2025-05,227,221,0.95
27,2025-06,205,179,0.90
27,2025-07,163,145,0.85
27,2025-08,225,210,1.00
27,2025-09,226,212,0.95
27,2025-10,385,342,0.90
27,2025-11,314,262,0.85
27,2025-12,210,237,1.00
27,2026-01,292,249,0.95
27,2026-02,246,236,0.90
27,2026-03,250,238,0.85
27,2026-04,284,300,1.00
27,2026-05,364,309,0.95
27,2026-06,190,174,0.90
27,2026-07,209,185,0.85
27,2026-08,194,212,1.00
28,2023-01,218,189,0.88
28,2023-02,142,123,0.83
28,2023-03,186,155,0.79
28,2023-04,272,266,0.93
28,2023-05,216,173,0.88
28,2023-06,132,111,0.83
28,2023-07,217,165,0.79
28,2023-08,237,198,0.93
28,2023-09,204,178,0.88
28,2023-10,205,180,0.83
28,2023-11,263,221,0.79
28,2023-12,248,211,0.93
28,2024-01,156,155,0.88
28,2024-02,189,150,0.83
28,2024-03,287,231,0.79
28,2024-04,193,184,0.93
28,2024-05,337,297,0.88
28,2024-06,155,138,0.83
28,2024-07,112,95,0.79
28,2024-08,171,154,0.93
28,2024-09,237,201,0.88
28,2024-10,282,257,0.83
28,2024-11,203,171,0.79
28,2024-12,311,306,0.93
28,2025-01,218,211,0.88
28,2025-02,183,147,0.83
28,2025-03,178,155,0.79
28,2025-04,222,221,0.93
28,2025-05,248,198,0.88
28,2025-06,156,118,0.83
28,2025-07,228,200,0.79
28,2025-08,141,124,0.93
28,2025-09,245,202,0.88
28,2025-10,238,196,0.83
28,2025-11,364,296,0.79
28,2025-12,323,314,0.93
28,2026-01,211,187,0.88
28,2026-02,228,188,0.83
28,2026-03,323,240,0.79
28,2026-04,305,284,0.93
28,2026-05,262,207,0.88
28,2026-06,231,174,0.83
28,2026-07,236,169,0.79
28,2026-08,218,214,0.93
29,2023-01,118,170,1.54
29,2023-02,176,256,1.46
29,2023-03,300,468,1.39
29,2023-04,254,440,1.63
29,2023-05,185,282,1.54
29,2023-06,131,186,1.46
29,2023-07,120,158,1.39
29,2023-08,199,349,1.63
29,2023-09,230,345,1.54
29,2023-10,288,386,1.46
29,2023-11,218,321,1.39
29,2023-12,213,382,1.63
29,2024-01,130,219,1.54
29,2024-02,184,302,1.46
29,2024-03,275,397,1.39
29,2024-04,320,527,1.63
29,2024-05,192,287,1.54
29,2024-06,183,275,1.46
29,2024-07,185,292,1.39
29,2024-08,133,205,1.63
29,2024-09,244,356,1.54
29,2024-10,325,476,1.46
29,2024-11,309,417,1.39
29,2024-12,383,611,1.63
29,2025-01,220,341,1.54
29,2025-02,203,266,1.46
29,2025-03,229,297,1.39
29,2025-04,311,512,1.63
29,2025-05,155,217,1.54
29,2025-06,147,197,1.46
29,2025-07,263,403,1.39
29,2025-08,120,215,1.63
29,2025-09,344,559,1.54
29,2025-10,352,551,1.46
29,2025-11,288,447,1.39
29,2025-12,360,572,1.63
29,2026-01,281,410,1.54
29,2026-02,180,276,1.46
29,2026-03,378,558,1.39
29,2026-04,291,426,1.63
29,2026-05,185,293,1.54
29,2026-06,270,365,1.46
29,2026-07,345,468,1.39
29,2026-08,162,282,1.63
30,2023-01,222,314,1.37
30,2023-02,184,256,1.30
30,2023-03,266,307,1.23
30,2023-04,198,287,1.45
30,2023-05,222,303,1.37
30,2023-06,106,123,1.30
30,2023-07,171,231,1.23
30,2023-08,173,249,1.45
30,2023-09,262,323,1.37
30,2023-10,176,249,1.30
30,2023-11,199,274,1.23
30,2023-12,122,190,1.45
30,2024-01,165,230,1.37
30,2024-02,253,342,1.30
30,2024-03,269,348,1.23
30,2024-04,352,491,1.45
30,2024-05,209,271,1.37
30,2024-06,178,213,1.30
30,2024-07,119,164,1.23
30,2024-08,152,206,1.45
30,2024-09,219,310,1.37
30,2024-10,301,403,1.30
30,2024-11,232,322,1.23
30,2024-12,185,251,1.45
30,2025-01,174,249,1.37
30,2025-02,227,317,1.30
30,2025-03,339,375,1.23
30,2025-04,226,307,1.45
30,2025-05,233,296,1.37
30,2025-06,156,183,1.30
30,2025-07,170,214,1.23
30,2025-08,322,422,1.45
30,2025-09,283,429,1.37
30,2025-10,194,248,1.30
30,2025-11,249,321,1.23
30,2025-12,222,329,1.45
30,2026-01,249,353,1.37
30,2026-02,141,190,1.30
30,2026-03,219,273,1.23
30,2026-04,270,354,1.45
30,2026-05,316,479,1.37
30,2026-06,212,264,1.30
30,2026-07,209,268,1.23
30,2026-08,176,248,1.45
31,2023-01,142,147,0.95
31,2023-02,221,186,0.90
31,2023-03,224,201,0.85
31,2023-04,217,213,1.00
31,2023-05,123,127,0.95
31,2023-06,131,106,0.90
31,2023-07,74,71,0.85
31,2023-08,200,186,1.00
31,2023-09,91,91,0.95
31,2023-10,278,265,0.90
31,2023-11,237,217,0.85
31,2023-12,154,149,1.00
31,2024-01,146,152,0.95
31,2024-02,158,129,0.90
31,2024-03,255,199,0.85
31,2024-04,182,202,1.00
31,2024-05,135,142,0.95
31,2024-06,189,171,0.90
31,2024-07,268,232,0.85
31,2024-08,229,207,1.00
31,2024-09,267,284,0.95
31,2024-10,384,346,0.90
31,2024-11,271,251,0.85
31,2024-12,378,346,1.00
31,2025-01,307,297,0.95
31,2025-02,212,182,0.90
31,2025-03,304,238,0.85
31,2025-04,251,261,1.00
31,2025-05,145,155,0.95
31,2025-06,244,242,0.90
31,2025-07,195,174,0.85
31,2025-08,240,233,1.00
31,2025-09,212,182,0.95
31,2025-10,236,232,0.90
31,2025-11,257,230,0.85
31,2025-12,400,363,1.00
31,2026-01,205,201,0.95
31,2026-02,243,221,0.90
31,2026-03,203,191,0.85
31,2026-04,240,222,1.00
31,2026-05,243,249,0.95
31,2026-06,98,93,0.90
31,2026-07,130,110,0.85
31,2026-08,181,206,1.00
32,2023-01,178,143,0.88
32,2023-02,123,112,0.83
32,2023-03,282,228,0.79
32,2023-04,162,161,0.93
32,2023-05,189,178,0.88
32,2023-06,90,74,0.83
32,2023-07,135,114,0.79
32,2023-08,297,263,0.93
32,2023-09,233,210,0.88
32,2023-10,214,167,0.83
32,2023-11,334,240,0.79
32,2023-12,265,226,0.93
32,2024-01,322,266,0.88
32,2024-02,157,145,0.83
32,2024-03,230,196,0.79
32,2024-04,377,334,0.93
32,2024-05,234,199,0.88
32,2024-06,121,114,0.83
32,2024-07,177,137,0.79
32,2024-08,222,225,0.93
32,2024-09,190,189,0.88
32,2024-10,286,263,0.83
32,2024-11,222,194,0.79
32,2024-12,311,260,0.93
32,2025-01,234,188,0.88
32,2025-02,289,265,0.83
32,2025-03,270,213,0.79
32,2025-04,334,330,0.93
32,2025-05,215,215,0.88
32,2025-06,183,169,0.83
32,2025-07,144,119,0.79
32,2025-08,141,146,0.93
32,2025-09,339,277,0.88
32,2025-10,263,244,0.83
32,2025-11,398,283,0.79
32,2025-12,354,306,0.93
32,2026-01,325,274,0.88
32,2026-02,297,260,0.83
32,2026-03,303,221,0.79
32,2026-04,285,243,0.93
32,2026-05,142,129,0.88
32,2026-06,186,144,0.83
32,2026-07,135,103,0.79
32,2026-08,189,170,0.93
33,2023-01,175,403,2.05
33,2023-02,170,374,1.95
33,2023-03,292,567,1.85
33,2023-04,169,407,2.17
33,2023-05,140,282,2.05
33,2023-06,90,185,1.95
33,2023-07,122,209,1.85
33,2023-08,231,457,2.17
33,2023-09,245,551,2.05
33,2023-10,205,392,1.95
33,2023-11,236,393,1.85
33,2023-12,139,320,2.17
33,2024-01,266,510,2.05
33,2024-02,158,321,1.95
33,2024-03,325,591,1.85
33,2024-04,205,498,2.17
33,2024-05,234,434,2.05
33,2024-06,209,432,1.95
33,2024-07,228,443,1.85
33,2024-08,130,272,2.17
33,2024-09,259,561,2.05
33,2024-10,264,581,1.95
33,2024-11,250,437,1.85
33,2024-12,143,322,2.17
33,2025-01,258,584,2.05
33,2025-02,204,415,1.95
33,2025-03,245,450,1.85
33,2025-04,260,617,2.17
33,2025-05,155,316,2.05
33,2025-06,271,579,1.95
33,2025-07,90,150,1.85
33,2025-08,225,465,2.17
33,2025-09,150,323,2.05
33,2025-10,324,594,1.95
33,2025-11,311,570,1.85
33,2025-12,281,648,2.17
33,2026-01,283,526,2.05
33,2026-02,306,581,1.95
33,2026-03,258,467,1.85
33,2026-04,302,717,2.17
33,2026-05,277,557,2.05
33,2026-06,112,220,1.95
33,2026-07,226,387,1.85
33,2026-08,145,352,2.17
34,2023-01,173,324,1.76
34,2023-02,209,347,1.67
34,2023-03,278,427,1.59
34,2023-04,308,594,1.86
34,2023-05,207,363,1.76
34,2023-06,228,391,1.67
34,2023-07,257,368,1.59
34,2023-08,98,203,1.86
34,2023-09,189,342,1.76
34,2023-10,163,255,1.67
34,2023-11,153,257,1.59
34,2023-12,183,386,1.86
34,2024-01,266,444,1.76
34,2024-02,149,277,1.67
34,2024-03,218,389,1.59
34,2024-04,216,384,1.86
34,2024-05,254,444,1.76
34,2024-06,121,214,1.67
34,2024-07,190,278,1.59
34,2024-08,241,402,1.86
34,2024-09,142,284,1.76
34,2024-10,223,374,1.67
34,2024-11,221,383,1.59
34,2024-12,182,335,1.86
34,2025-01,281,467,1.76
34,2025-02,219,369,1.67
34,2025-03,365,584,1.59
34,2025-04,319,598,1.86
34,2025-05,205,336,1.76
34,2025-06,209,327,1.67
34,2025-07,137,197,1.59
34,2025-08,259,460,1.86
34,2025-09,257,454,1.76
34,2025-10,305,463,1.67
34,2025-11,245,419,1.59
34,2025-12,275,533,1.86
34,2026-01,194,315,1.76
34,2026-02,146,242,1.67
34,2026-03,290,510,1.59
34,2026-04,365,613,1.86
34,2026-05,204,340,1.76
34,2026-06,189,332,1.67
34,2026-07,119,187,1.59
34,2026-08,270,535,1.86
35,2023-01,276,219,0.88
35,2023-02,203,165,0.83
35,2023-03,247,191,0.79
35,2023-04,318,270,0.93
35,2023-05,180,178,0.88
35,2023-06,157,141,0.83
35,2023-07,127,93,0.79
35,2023-08,104,108,0.93
35,2023-09,249,200,0.88
35,2023-10,221,190,0.83
35,2023-11,175,158,0.79
35,2023-12,227,219,0.93
35,2024-01,181,172,0.88
35,2024-02,266,230,0.83
35,2024-03,330,239,0.79
35,2024-04,334,294,0.93
35,2024-05,274,219,0.88
35,2024-06,286,220,0.83
35,2024-07,186,151,0.79
35,2024-08,239,210,0.93
35,2024-09,194,187,0.88
35,2024-10,244,194,0.83
35,2024-11,284,205,0.79
35,2024-12,318,280,0.93
35,2025-01,149,149,0.88
35,2025-02,217,179,0.83
35,2025-03,275,209,0.79
35,2025-04,243,211,0.93
35,2025-05,174,151,0.88
35,2025-06,217,165,0.83
35,2025-07,199,146,0.79
35,2025-08,182,187,0.93
35,2025-09,234,188,0.88
35,2025-10,357,309,0.83
35,2025-11,227,169,0.79
35,2025-12,257,261,0.93
35,2026-01,226,208,0.88
35,2026-02,280,233,0.83
35,2026-03,255,221,0.79
35,2026-04,212,224,0.93
35,2026-05,300,271,0.88
35,2026-06,131,114,0.83
35,2026-07,217,171,0.79
35,2026-08,149,144,0.93
36,2023-01,251,514,2.05
36,2023-02,159,335,1.95
36,2023-03,279,467,1.85
36,2023-04,238,585,2.17
36,2023-05,214,450,2.05
36,2023-06,197,397,1.95
36,2023-07,220,381,1.85
36,2023-08,121,263,2.17
36,2023-09,249,458,2.05
36,2023-10,175,358,1.95
36,2023-11,300,533,1.85
36,2023-12,151,317,2.17
36,2024-01,197,372,2.05
36,2024-02,175,321,1.95
36,2024-03,196,404,1.85
36,2024-04,263,528,2.17
36,2024-05,251,493,2.05
36,2024-06,141,273,1.95
36,2024-07,161,328,1.85
36,2024-08,202,415,2.17
36,2024-09,215,417,2.05
36,2024-10,264,561,1.95
36,2024-11,246,489,1.85
36,2024-12,241,576,2.17
36,2025-01,159,333,2.05
36,2025-02,188,345,1.95
36,2025-03,209,435,1.85
36,2025-04,446,909,2.17
36,2025-05,231,516,2.05
36,2025-06,91,201,1.95
36,2025-07,138,233,1.85
36,2025-08,232,487,2.17
36,2025-09,221,503,2.05
36,2025-10,311,639,1.95
36,2025-11,221,459,1.85
36,2025-12,215,502,2.17
36,2026-01,293,647,2.05
36,2026-02,207,401,1.95
36,2026-03,210,383,1.85
36,2026-04,244,502,2.17
36,2026-05,284,522,2.05
36,2026-06,199,415,1.95
36,2026-07,127,265,1.85
36,2026-08,148,324,2.17
37,2023-01,224,423,1.76
37,2023-02,163,296,1.67
37,2023-03,320,530,1.59
37,2023-04,274,516,1.86
37,2023-05,210,349,1.76
37,2023-06,242,426,1.67
37,2023-07,168,286,1.59
37,2023-08,169,306,1.86
37,2023-09,183,345,1.76
37,2023-10,294,511,1.67
37,2023-11,224,351,1.59
37,2023-12,172,360,1.86
37,2024-01,198,379,1.76
37,2024-02,230,402,1.67
37,2024-03,220,343,1.59
37,2024-04,162,328,1.86
37,2024-05,315,535,1.76
37,2024-06,98,179,1.67
37,2024-07,179,305,1.59
37,2024-08,146,285,1.86
37,2024-09,338,623,1.76
37,2024-10,286,528,1.67
37,2024-11,154,256,1.59
37,2024-12,189,369,1.86
37,2025-01,256,470,1.76
37,2025-02,201,317,1.67
37,2025-03,429,652,1.59
37,2025-04,199,410,1.86
37,2025-05,321,609,1.76
37,2025-06,126,209,1.67
37,2025-07,112,163,1.59
37,2025-08,209,427,1.86
37,2025-09,232,451,1.76
37,2025-10,222,401,1.67
37,2025-11,194,324,1.59
37,2025-12,235,425,1.86
37,2026-01,177,340,1.76
37,2026-02,210,382,1.67
37,2026-03,285,492,1.59
37,2026-04,339,617,1.86
37,2026-05,198,343,1.76
37,2026-06,157,249,1.67
37,2026-07,166,237,1.59
37,2026-08,256,512,1.86
38,2023-01,149,216,1.54
38,2023-02,148,218,1.46
38,2023-03,167,228,1.39
38,2023-04,308,484,1.63
38,2023-05,258,404,1.54
38,2023-06,160,218,1.46
38,2023-07,203,289,1.39
38,2023-08,109,192,1.63
38,2023-09,185,271,1.54
38,2023-10,434,590,1.46
38,2023-11,188,239,1.39
38,2023-12,241,360,1.63
38,2024-01,216,345,1.54
38,2024-02,198,273,1.46
38,2024-03,328,412,1.39
38,2024-04,265,416,1.63
38,2024-05,185,277,1.54
38,2024-06,111,175,1.46
38,2024-07,205,265,1.39
38,2024-08,216,355,1.63
38,2024-09,171,293,1.54
38,2024-10,274,362,1.46
38,2024-11,314,403,1.39
38,2024-12,232,426,1.63
38,2025-01,357,601,1.54
38,2025-02,152,251,1.46
38,2025-03,310,456,1.39
38,2025-04,305,536,1.63
38,2025-05,285,441,1.54
38,2025-06,183,245,1.46
38,2025-07,215,290,1.39
38,2025-08,145,246,1.63
38,2025-09,247,342,1.54
38,2025-10,311,501,1.46
38,2025-11,230,333,1.39
38,2025-12,249,364,1.63
38,2026-01,292,432,1.54
38,2026-02,203,289,1.46
38,2026-03,218,312,1.39
38,2026-04,254,403,1.63
38,2026-05,247,396,1.54
38,2026-06,234,371,1.46
38,2026-07,140,183,1.39
38,2026-08,235,347,1.63
39,2023-01,174,196,1.03
39,2023-02,220,198,0.97
39,2023-03,273,237,0.93
39,2023-04,131,152,1.09
39,2023-05,87,89,1.03
39,2023-06,164,171,0.97
39,2023-07,134,112,0.93
39,2023-08,127,127,1.09
39,2023-09,184,177,1.03
39,2023-10,206,183,0.97
39,2023-11,237,233,0.93
39,2023-12,198,242,1.09
39,2024-01,172,190,1.03
39,2024-02,179,175,0.97
39,2024-03,234,220,0.93
39,2024-04,194,212,1.09
39,2024-05,256,275,1.03
39,2024-06,118,115,0.97
39,2024-07,107,106,0.93
39,2024-08,183,221,1.09
39,2024-09,149,157,1.03
39,2024-10,260,238,0.97
39,2024-11,316,307,0.93
39,2024-12,347,363,1.09
39,2025-01,118,136,1.03
39,2025-02,192,201,0.97
39,2025-03,319,327,0.93
39,2025-04,222,238,1.09
39,2025-05,149,157,1.03
39,2025-06,146,160,0.97
39,2025-07,151,152,0.93
39,2025-08,197,203,1.09
39,2025-09,204,208,1.03
39,2025-10,313,298,0.97
39,2025-11,205,180,0.93
39,2025-12,287,297,1.09
39,2026-01,230,212,1.03
39,2026-02,210,215,0.97
39,2026-03,453,400,0.93
39,2026-04,355,365,1.09
39,2026-05,187,205,1.03
39,2026-06,157,156,0.97
39,2026-07,238,223,0.93
39,2026-08,263,268,1.09
40,2023-01,156,148,0.95
40,2023-02,194,165,0.90
40,2023-03,389,298,0.85
40,2023-04,204,184,1.00
40,2023-05,226,227,0.95
40,2023-06,120,115,0.90
40,2023-07,93,79,0.85
40,2023-08,102,93,1.00
40,2023-09,215,203,0.95
40,2023-10,189,192,0.90
40,2023-11,238,189,0.85
40,2023-12,213,199,1.00
40,2024-01,224,203,0.95
40,2024-02,273,239,0.90
40,2024-03,265,204,0.85
40,2024-04,254,239,1.00
40,2024-05,209,200,0.95
40,2024-06,192,189,0.90
40,2024-07,202,156,0.85
40,2024-08,218,197,1.00
40,2024-09,173,181,0.95
40,2024-10,260,215,0.90
40,2024-11,257,232,0.85
40,2024-12,315,351,1.00
40,2025-01,246,211,0.95
40,2025-02,205,186,0.90
40,2025-03,290,225,0.85
40,2025-04,328,295,1.00
40,2025-05,221,201,0.95
40,2025-06,302,245,0.90
40,2025-07,129,102,0.85
40,2025-08,262,291,1.00
40,2025-09,259,239,0.95
40,2025-10,254,217,0.90
40,2025-11,395,335,0.85
40,2025-12,273,277,1.00
40,2026-01,259,234,0.95
40,2026-02,202,165,0.90
40,2026-03,335,302,0.85
40,2026-04,325,361,1.00
40,2026-05,259,230,0.95
40,2026-06,171,164,0.90
40,2026-07,212,174,0.85
40,2026-08,180,190,1.00
41,2023-01,259,288,1.23
41,2023-02,195,235,1.17
41,2023-03,217,218,1.11
41,2023-04,222,290,1.30
41,2023-05,227,256,1.23
41,2023-06,160,207,1.17
41,2023-07,166,181,1.11
41,2023-08,140,190,1.30
41,2023-09,240,277,1.23
41,2023-10,251,327,1.17
41,2023-11,279,333,1.11
41,2023-12,187,223,1.30
41,2024-01,145,196,1.23
41,2024-02,310,340,1.17
41,2024-03,289,337,1.11
41,2024-04,319,464,1.30
41,2024-05,224,264,1.23
41,2024-06,163,194,1.17
41,2024-07,164,179,1.11
41,2024-08,151,201,1.30
41,2024-09,208,276,1.23
41,2024-10,381,416,1.17
41,2024-11,267,300,1.11
41,2024-12,170,243,1.30
41,2025-01,253,323,1.23
41,2025-02,327,387,1.17
41,2025-03,306,330,1.11
41,2025-04,216,320,1.30
41,2025-05,260,314,1.23
41,2025-06,117,152,1.17
41,2025-07,174,192,1.11
41,2025-08,219,292,1.30
41,2025-09,224,301,1.23
41,2025-10,205,226,1.17
41,2025-11,279,327,1.11
41,2025-12,309,361,1.30
41,2026-01,198,276,1.23
41,2026-02,186,200,1.17
41,2026-03,426,488,1.11
41,2026-04,152,215,1.30
41,2026-05,303,355,1.23
41,2026-06,269,297,1.17
41,2026-07,246,300,1.11
41,2026-08,310,402,1.30
42,2023-01,83,86,1.12
42,2023-02,198,192,1.06
42,2023-03,315,326,1.01
42,2023-04,200,248,1.19
42,2023-05,144,167,1.12
42,2023-06,198,219,1.06
42,2023-07,176,183,1.01
42,2023-08,110,129,1.19
42,2023-09,329,342,1.12
42,2023-10,170,182,1.06
42,2023-11,313,311,1.01
42,2023-12,296,324,1.19
42,2024-01,196,242,1.12
42,2024-02,300,294,1.06
42,2024-03,362,336,1.01
42,2024-04,268,333,1.19
42,2024-05,258,270,1.12
42,2024-06,130,152,1.06
42,2024-07,212,208,1.01
42,2024-08,161,208,1.19
42,2024-09,196,211,1.12
42,2024-10,298,324,1.06
42,2024-11,236,231,1.01
42,2024-12,208,226,1.19
42,2025-01,215,241,1.12
42,2025-02,139,141,1.06
42,2025-03,258,234,1.01
42,2025-04,261,311,1.19
42,2025-05,231,288,1.12
42,2025-06,107,125,1.06
42,2025-07,154,144,1.01
42,2025-08,160,215,1.19
42,2025-09,256,326,1.12
42,2025-10,302,355,1.06
42,2025-11,247,248,1.01
42,2025-12,276,334,1.19
42,2026-01,250,260,1.12
42,2026-02,315,301,1.06
42,2026-03,299,306,1.01
42,2026-04,404,449,1.19
42,2026-05,189,213,1.12
42,2026-06,200,198,1.06
42,2026-07,198,206,1.01
42,2026-08,207,277,1.19
43,2023-01,267,341,1.37
43,2023-02,251,327,1.30
43,2023-03,265,321,1.23
43,2023-04,185,264,1.45
43,2023-05,209,312,1.37
43,2023-06,147,171,1.30
43,2023-07,136,183,1.23
43,2023-08,223,307,1.45
43,2023-09,206,282,1.37
