id_produit,id_magasin,mois,jours_rupture,unites_perdues_estimees,ca_perdu_estime_fcfa
54,3,2026-05,2,3,34876
54,4,2023-07,15,13,113311
54,4,2023-11,5,9,78172
54,4,2024-04,7,9,80226
54,4,2024-06,2,3,27322
54,4,2026-07,15,17,190052
54,5,2023-04,7,9,81996
54,5,2024-08,4,5,46192
54,5,2025-12,5,8,83888
54,6,2025-06,4,6,62636
54,6,2025-08,7,5,51053
54,6,2025-12,4,7,67110
55,1,2025-04,3,7,62034
55,2,2025-02,10,14,123144
55,3,2024-01,10,21,174943
55,3,2024-09,3,5,43778
55,3,2026-05,1,1,13486
55,4,2023-10,2,3,20334
55,4,2024-03,5,10,82265
55,4,2024-06,15,27,222260
55,5,2023-02,15,15,112374
55,5,2025-08,2,2,14780
55,6,2024-03,3,6,49359
55,6,2025-01,15,16,139500
56,1,2024-05,15,18,85587
56,1,2025-05,5,7,35871
56,2,2023-05,2,3,12148
56,2,2024-01,7,8,38072
56,2,2024-08,3,4,16457
56,2,2025-02,10,10,48279
56,2,2025-09,5,13,64801
56,2,2026-06,2,2,11583
56,2,2026-07,4,6,29501
56,3,2023-07,1,1,4204
56,3,2024-09,5,10,44322
56,3,2025-01,15,15,73396
56,3,2025-10,5,8,42279
56,4,2023-11,2,4,15554
56,4,2025-01,2,2,9786
56,4,2025-06,4,6,29113
56,5,2023-03,10,10,40735
56,5,2024-03,1,2,8233
56,5,2024-04,4,7,32787
56,5,2025-01,4,4,19572
56,5,2025-11,1,1,5605
56,6,2023-01,5,10,42090
56,6,2023-06,15,12,50397
56,6,2024-05,15,18,85587
56,6,2025-01,5,5,24465
56,6,2026-02,7,11,57270
57,1,2023-01,7,12,76751
57,2,2023-09,2,2,12278
57,2,2025-06,10,10,71536
57,2,2026-06,4,7,51166
57,3,2023-06,2,2,10347
57,3,2024-05,1,1,8051
57,3,2025-06,4,4,28614
57,3,2026-01,4,10,79557
57,4,2023-01,10,17,109644
57,4,2023-03,3,4,25558
57,4,2026-06,2,3,25583
57,4,2026-08,4,8,60798
57,5,2025-01,7,7,48589
57,5,2025-04,15,32,235301
57,6,2023-11,15,37,233347
57,6,2024-01,5,8,52625
57,6,2026-02,15,29,219714
58,1,2023-09,3,4,18330
58,1,2024-05,2,2,9149
58,1,2026-02,4,8,49337
58,2,2023-01,2,3,14978
58,2,2024-01,5,6,32603
58,3,2024-01,2,2,13041
58,3,2024-02,7,11,58161
58,3,2025-03,4,13,72301
58,4,2024-10,4,10,51702
58,6,2023-01,3,4,22466
58,6,2024-04,2,4,21714
58,6,2026-05,1,1,6969
59,2,2024-08,2,4,26363
59,2,2025-05,2,3,26953
59,2,2025-09,10,17,133960
59,3,2024-09,4,4,31369
59,3,2026-02,1,1,10782
59,4,2026-01,15,13,112330
59,5,2024-07,3,3,19476
59,6,2025-11,15,29,234589
59,6,2026-03,2,4,34438
60,1,2025-09,7,10,54830
60,1,2026-07,3,3,18299
60,2,2023-01,5,7,34736
60,2,2023-07,5,7,33216
60,2,2023-10,4,4,21457
60,2,2023-12,1,2,8517
60,2,2024-03,2,4,21093
60,2,2026-05,4,5,27068
60,3,2023-08,4,6,28301
60,3,2024-02,10,16,86018
60,3,2024-05,2,2,9237
60,3,2024-06,7,5,24326
60,4,2024-07,4,5,23648
60,4,2025-05,1,1,6953
60,4,2026-04,1,2,10311
60,5,2024-06,3,2,10426
60,6,2023-05,7,8,37850
60,6,2023-06,5,6,26221
60,6,2023-07,2,3,13286
60,6,2023-08,7,10,49526
60,6,2024-04,15,26,134775
60,6,2025-11,2,4,22809
61,1,2024-06,1,1,3920
61,1,2026-07,4,4,14972
61,2,2023-01,2,2,5174
61,2,2023-12,15,13,37805
61,2,2024-01,7,7,22220
61,2,2025-03,4,4,14452
61,3,2025-04,1,1,3798
61,3,2025-10,10,13,43022
61,4,2023-02,4,4,11676
61,5,2024-01,3,3,9523
61,5,2024-05,2,2,5933
61,5,2024-09,2,2,5250
61,5,2025-08,2,2,7676
61,6,2023-02,2,2,5838
61,6,2023-03,2,2,5897
61,6,2025-04,15,17,56971
61,6,2025-07,15,17,57650
62,1,2024-06,3,3,9039
62,2,2023-02,1,1,3339
62,2,2023-04,5,3,9204
62,2,2024-01,5,9,32188
62,2,2026-07,5,4,16152
62,4,2023-02,10,10,33387
62,4,2025-05,7,9,35946
62,6,2024-03,4,6,22443
62,6,2024-05,15,13,46389
62,6,2024-08,10,21,72759
62,6,2026-05,7,10,40078
63,1,2023-05,1,1,1684
63,1,2023-06,15,11,34500
63,1,2023-07,2,2,5736
63,1,2024-04,2,2,7850
63,1,2024-07,4,5,17901
63,1,2025-10,10,12,40536
63,2,2026-02,10,15,55673
63,3,2024-05,5,7,23625
63,3,2025-06,1,1,4340
63,3,2025-08,10,16,58235
63,4,2023-05,2,1,3369
63,4,2024-08,5,5,16673
63,4,2025-04,3,5,17205
63,5,2025-06,10,12,43402
63,6,2023-05,3,2,5053
63,6,2023-06,2,2,4600
63,6,2023-08,5,4,10634
64,1,2024-02,4,4,13401
64,1,2024-09,10,13,40738
64,1,2025-10,2,3,10220
64,2,2023-01,1,1,2986
64,2,2025-04,7,6,19770
64,2,2025-08,3,4,12536
64,2,2026-02,4,4,15251
64,3,2024-05,10,14,43938
64,3,2024-06,4,3,10500
64,3,2026-01,4,6,21302
64,4,2024-09,3,4,12221
64,4,2026-02,3,3,11438
64,4,2026-08,4,4,12879
64,5,2025-10,10,15,51100
64,6,2023-11,4,4,10689
65,1,2024-04,10,11,47049
65,1,2024-11,5,7,31178
65,1,2025-01,3,3,12605
65,1,2025-09,7,10,46597
65,2,2023-09,15,13,50529
65,3,2025-02,2,2,9760
65,4,2025-04,5,4,20122
65,6,2023-05,3,2,9469
65,6,2023-12,1,2,6927
65,6,2026-06,1,1,3180
66,1,2023-03,10,10,38128
66,1,2023-08,5,2,9726
66,1,2024-03,15,10,42375
66,1,2025-03,7,10,44125
66,1,2026-08,7,9,42872
66,2,2023-04,5,5,20439
66,2,2026-02,7,15,74609
66,3,2023-10,7,13,48976
66,3,2023-12,15,20,80448
66,3,2024-12,10,11,47636
66,3,2025-02,2,1,6197
66,3,2025-10,2,3,12719
66,4,2024-12,1,1,4764
66,4,2025-02,4,3,12394
66,5,2023-07,5,5,19181
66,5,2025-09,4,4,16644
66,5,2026-07,4,3,13435
66,6,2023-04,1,1,4088
66,6,2023-05,2,2,6629
67,1,2023-10,10,12,41061
67,1,2025-07,3,3,11213
67,1,2026-07,10,6,24813
67,2,2023-02,10,8,27693
67,2,2023-07,7,7,24704
67,2,2024-08,4,3,11786
67,4,2026-08,2,2,9733
67,5,2025-07,2,2,7475
67,6,2025-12,15,18,71281
68,1,2025-01,4,4,11141
68,1,2025-08,2,2,4338
68,2,2023-05,2,2,4170
68,2,2025-12,1,1,3912
68,2,2026-06,2,2,6350
68,3,2023-07,2,2,4737
68,3,2025-05,7,7,17994
68,3,2025-09,15,15,40534
68,4,2024-03,3,3,8167
68,4,2025-01,5,5,13927
68,4,2025-06,10,9,23753
68,4,2026-02,4,5,15380
68,5,2023-09,5,4,8937
68,6,2023-09,3,2,5362
68,6,2023-11,15,19,44573
68,6,2024-07,3,3,6436
68,6,2025-10,3,5,12373
68,6,2025-12,15,22,58675
69,1,2025-04,2,2,7362
69,1,2025-10,15,22,68336
69,1,2026-02,10,9,31203
69,1,2026-07,3,4,12112
69,2,2024-01,2,2,4912
69,2,2024-09,5,6,18878
69,2,2025-08,2,3,9276
69,3,2024-03,4,5,13824
69,3,2025-12,10,14,44013
69,4,2023-08,10,9,24123
69,4,2023-11,1,2,5569
69,4,2024-03,2,2,6912
69,4,2024-10,1,2,4690
69,4,2025-05,5,4,10903
69,5,2023-02,4,3,7363
69,5,2025-04,7,8,25766
69,6,2025-05,7,5,15264
69,6,2025-09,4,7,21681
70,1,2025-07,15,13,57210
70,2,2025-01,10,8,35892
70,2,2025-10,4,8,35617
70,2,2026-05,5,5,23053
70,3,2023-01,3,3,10194
70,3,2023-03,3,3,11835
70,3,2025-09,15,25,108928
70,3,2025-12,2,3,11301
70,4,2023-07,2,1,5296
70,4,2026-02,10,3,14995
70,5,2024-01,7,7,27059
70,5,2026-06,15,13,60629
70,6,2023-04,2,1,4738
70,6,2024-07,10,9,34835
71,1,2024-08,2,2,5088
71,1,2026-01,4,6,20932
71,1,2026-07,3,2,6274
71,2,2025-04,2,3,10185
71,3,2023-01,2,3,7322
71,3,2023-10,2,3,8178
71,3,2024-02,2,1,4055
71,3,2024-08,7,6,17809
71,3,2025-09,2,2,6491
71,3,2026-08,5,5,19438
71,4,2023-08,15,11,30878
71,4,2024-04,2,3,8786
71,4,2024-05,1,1,2762
71,5,2024-09,2,2,6191
71,5,2025-10,1,2,5516
71,6,2025-02,15,16,54201
71,6,2025-06,3,2,7722
72,1,2025-09,2,2,10280
72,3,2024-11,5,6,23086
72,3,2025-09,5,6,25700
72,3,2025-12,5,5,23684
72,3,2026-04,1,2,7253
72,4,2023-10,3,2,9129
72,5,2026-03,15,21,99106
72,5,2026-06,7,8,35926
72,6,2023-09,1,1,4014
72,6,2024-01,4,2,7799
72,6,2026-01,2,1,6275
72,6,2026-04,10,15,72526
73,1,2025-08,1,1,27711
73,1,2025-12,15,21,668120
73,1,2026-08,2,2,82218
73,2,2025-05,2,2,71813
73,3,2023-10,2,3,69656
73,3,2024-07,15,19,555705
73,3,2024-08,15,24,690445
73,3,2026-03,1,1,50552
73,3,2026-05,2,3,106090
73,3,2026-08,7,8,287764
73,4,2023-11,10,10,270202
73,4,2025-09,10,12,390366
73,5,2023-12,2,3,79269
73,6,2023-01,5,8,226956
73,6,2023-05,7,7,198452
73,6,2025-09,4,5,156146
74,1,2025-07,2,2,71327
74,1,2026-04,2,2,67755
74,1,2026-08,10,9,329194
74,2,2023-08,1,1,26720
74,2,2023-10,2,4,114042
74,2,2026-08,2,2,65839
74,3,2024-09,15,18,594121
74,3,2025-09,4,5,190608
74,3,2026-05,5,7,273957
74,5,2023-07,3,2,46429
74,5,2024-11,4,4,124132
74,5,2025-02,2,3,115247
74,5,2026-01,2,3,130492
74,5,2026-08,7,6,230436
75,1,2023-07,7,7,144760
75,1,2024-10,4,5,108112
75,1,2024-12,2,2,56594
75,1,2026-03,15,27,741381
75,1,2026-04,5,7,193930
75,2,2023-10,2,3,75018
75,2,2024-12,4,5,113189
75,3,2023-05,2,2,47543
75,3,2025-03,3,4,98996
75,3,2026-02,10,12,320206
75,4,2024-06,3,3,74360
75,4,2024-07,7,7,159657
75,4,2025-09,15,16,419011
75,4,2025-11,15,16,412997
75,5,2023-07,2,2,41360
75,5,2025-05,3,3,71604
75,5,2025-08,15,15,382802
75,5,2025-11,7,7,192732
75,6,2023-12,2,2,48603
76,1,2023-09,3,2,38001
76,1,2024-05,10,12,214837
76,1,2024-08,2,1,24120
76,1,2025-05,7,9,178264
76,2,2023-03,10,14,241344
76,2,2024-08,4,3,48239
76,2,2025-02,4,7,134196
76,3,2023-04,3,3,55371
76,3,2023-07,15,9,146161
76,3,2024-03,15,18,337945
76,3,2024-05,4,5,85935
76,4,2023-08,1,1,18380
76,4,2023-11,5,7,114408
76,4,2025-11,2,2,41354
76,6,2023-03,7,10,168941
76,6,2024-04,1,1,19751
77,1,2023-09,2,2,63427
77,1,2024-01,3,2,63621
77,1,2024-03,4,4,116620
77,1,2026-04,2,3,96801
77,1,2026-05,3,4,133747
77,2,2025-09,2,2,72404
77,3,2024-01,3,2,63621
77,3,2024-05,5,4,116395
77,3,2024-09,4,7,199303
77,3,2026-05,2,3,89165
77,3,2026-08,10,8,262654
77,4,2023-12,1,1,18868
77,4,2024-03,4,4,116620
77,4,2025-05,15,25,756837
77,5,2023-11,15,14,360099
77,5,2024-07,7,2,49636
77,6,2023-03,7,10,250638
77,6,2025-08,10,6,170446
78,1,2023-07,3,2,56498
78,1,2025-01,2,2,65550
78,2,2023-04,2,2,44192
78,2,2023-08,2,2,42597
78,2,2024-09,5,6,159669
78,3,2023-05,5,3,87535
78,3,2024-06,15,15,421309
78,3,2024-10,3,4,121319
78,3,2025-11,2,2,64146
78,3,2026-03,5,7,217628
78,4,2024-05,3,3,73320
78,4,2024-08,15,12,335785
78,4,2026-02,5,6,209190
78,4,2026-04,5,8,256624
78,5,2023-07,10,7,188326
78,5,2026-07,15,9,294045
78,6,2025-04,7,11,337126
78,6,2025-05,3,4,111144
78,6,2025-11,1,1,32073
78,6,2026-07,4,2,78412
79,1,2023-09,15,17,481168
79,1,2025-08,2,3,111744
79,2,2023-04,5,4,116917
79,2,2024-01,1,0,14824
79,2,2025-02,2,4,147931
79,2,2026-04,10,15,526003
79,2,2026-08,7,5,194928
79,3,2023-06,3,2,63816
79,4,2023-01,5,4,105854
79,4,2023-02,3,2,48883
79,4,2023-06,2,2,42544
79,4,2024-11,5,4,133032
79,4,2025-12,10,20,654428
79,5,2023-06,3,2,63816
79,5,2024-11,1,1,26606
79,5,2025-11,15,30,1001526
79,6,2023-12,5,4,111648
79,6,2024-08,2,2,58752
79,6,2026-01,3,4,130779
80,1,2023-01,7,7,221125
80,1,2023-05,15,10,313029
80,1,2023-10,7,6,201278
80,1,2023-12,2,2,68958
80,1,2024-10,2,4,144039
80,2,2023-11,2,2,59894
80,2,2025-05,5,4,140064
80,3,2023-05,1,1,20869
80,3,2025-02,7,11,403484
80,3,2025-10,4,9,345148
80,3,2026-02,1,1,43762
80,5,2023-06,10,12,384562
80,5,2025-09,5,4,141229
80,5,2025-10,2,5,172574
80,6,2023-03,10,8,248999
80,6,2024-02,1,1,19976
80,6,2024-08,10,13,428091
80,6,2024-10,2,4,144039
81,1,2023-05,5,1,36927
81,2,2023-12,1,2,49851
81,2,2025-12,7,13,458516
81,3,2026-03,1,1,44208
81,4,2023-11,4,6,184316
81,4,2023-12,10,16,498515
81,5,2023-06,7,6,163608
81,5,2026-05,7,7,252840
81,6,2025-02,5,5,177800
81,6,2026-05,1,1,36120
82,1,2023-01,3,3,112839
82,1,2023-02,5,5,163562
82,1,2025-04,3,7,264536
82,1,2025-08,3,3,111662
82,1,2026-02,10,10,451521
82,1,2026-05,2,3,150779
82,2,2025-03,2,2,71066
82,3,2026-02,3,3,135456
82,4,2024-08,15,14,532236
82,4,2025-04,1,2,88179
82,4,2025-11,1,1,50905
82,5,2024-02,2,3,96013
82,5,2026-03,5,7,306945
82,6,2023-07,15,11,365966
83,1,2025-05,5,8,201531
83,2,2023-04,2,2,41859
83,2,2023-11,7,6,144081
83,2,2024-01,4,5,112164
83,2,2025-08,7,8,199106
83,2,2025-11,2,3,73086
83,2,2025-12,5,6,142234
83,3,2024-02,5,5,123861
83,3,2026-03,5,7,193576
83,4,2024-12,2,1,33926
83,5,2024-04,2,2,56642
83,6,2024-01,4,5,112164
83,6,2025-11,15,21,548146
83,6,2025-12,2,2,56894
83,6,2026-01,3,4,120591
84,1,2023-11,3,2,54114
84,1,2025-09,2,1,45749
84,1,2026-05,2,1,46104
84,2,2023-05,7,13,338027
84,2,2026-06,5,4,143169
84,3,2023-08,7,7,196386
84,3,2025-12,7,9,268653
84,4,2024-03,4,6,162769
84,4,2024-08,10,6,167911
84,5,2023-12,2,4,94173
84,5,2024-09,15,14,415906
84,6,2023-07,2,2,62632
84,6,2025-10,15,21,653621
84,6,2026-02,1,1,30817
85,2,2023-05,15,16,168191
85,3,2025-02,2,2,26475
85,3,2025-03,15,19,234954
85,4,2024-08,1,1,10624
85,4,2026-08,3,3,38371
85,5,2024-01,7,5,53394
85,5,2024-05,2,2,19211
85,5,2025-06,1,1,9081
85,6,2023-06,4,4,44856
85,6,2024-10,1,1,10576
85,6,2025-06,15,11,136209
86,1,2023-07,3,2,15045
86,2,2023-04,4,6,46323
86,2,2024-01,3,2,22060
86,3,2023-06,2,1,6571
86,3,2025-04,2,2,21454
86,4,2023-03,7,9,70684
86,4,2024-12,2,2,16729
86,4,2025-01,1,1,5072
86,4,2025-07,15,10,89953
86,5,2023-10,2,2,19213
86,5,2025-04,4,4,42909
86,6,2023-01,4,2,19431
86,6,2023-10,1,1,9606
87,1,2025-04,3,3,30000
87,1,2025-06,5,3,36102
87,1,2025-08,1,1,7122
87,1,2026-04,1,1,11147
87,2,2023-04,7,9,84851
87,2,2024-06,2,1,10108
87,2,2024-07,1,1,14119
87,2,2024-11,3,3,26746
87,2,2026-08,1,1,9269
87,3,2024-08,15,12,120717
87,4,2025-01,7,8,90781
87,4,2026-06,15,15,173160
87,4,2026-07,2,3,33456
87,5,2023-02,2,2,14326
87,5,2023-03,2,2,13904
87,6,2023-12,15,16,141606
87,6,2024-08,7,6,56335
87,6,2024-10,7,4,39462
87,6,2025-02,2,2,19695
88,1,2025-01,15,20,328096
88,1,2025-12,3,4,63701
88,2,2024-02,10,2,32810
88,3,2023-02,2,1,17028
88,3,2023-09,3,4,53168
88,3,2024-01,2,2,36315
88,3,2024-06,4,4,58481
88,4,2023-01,7,3,42260
88,5,2023-04,3,2,34478
88,5,2023-07,10,6,79896
88,5,2025-09,10,8,136425
88,6,2025-05,5,7,114622
88,6,2026-02,2,2,31073
89,1,2023-07,2,2,15232
89,1,2026-01,3,3,29378
89,2,2024-02,5,3,22771
89,2,2025-08,10,11,104308
89,2,2026-04,7,3,30556
89,4,2023-03,2,2,20654
89,4,2023-10,15,12,102439
89,5,2023-02,2,2,17313
89,5,2023-05,2,1,7369
89,5,2023-09,2,4,29081
89,5,2024-01,10,10,89770
89,5,2024-06,2,1,6584
89,5,2024-10,3,2,17218
89,6,2023-03,10,12,103272
89,6,2025-03,5,5,50769
90,1,2024-09,4,3,31217
90,1,2025-02,2,2,24750
90,1,2026-05,1,1,11488
90,3,2024-01,15,11,110006
90,4,2024-09,2,2,15609
90,4,2025-09,2,2,18284
90,6,2026-01,2,2,21718
90,6,2026-02,10,12,144813
90,6,2026-07,2,2,24087
90,6,2026-08,1,0,5939
91,1,2023-08,1,0,3439
91,2,2025-04,15,9,99360
91,2,2025-12,5,6,71380
91,3,2024-06,2,1,13479
91,3,2025-05,10,6,66020
91,3,2025-09,7,11,116496
91,3,2026-08,2,2,22448
91,4,2023-02,2,1,9987
91,4,2026-06,1,2,18602
91,5,2024-09,15,14,141207
91,6,2023-12,2,3,26025
91,6,2024-04,1,1,11196
91,6,2025-04,2,1,13248
91,6,2025-08,10,5,59585
91,6,2026-02,4,3,38671
92,1,2023-05,10,12,124269
92,1,2023-08,10,10,106040
92,1,2023-11,2,2,24245
92,1,2024-01,4,3,34624
92,1,2024-04,4,4,48864
92,1,2024-10,15,16,188173
92,2,2023-09,4,3,31088
92,2,2024-02,7,6,69484
92,2,2024-04,2,2,24432
92,2,2026-07,2,1,17265
92,3,2025-07,2,2,29149
92,4,2025-09,4,4,48907
92,5,2024-08,5,4,50456
92,5,2025-05,2,2,25079
92,6,2023-01,2,1,7513
92,6,2024-02,7,6,69484
92,6,2025-11,5,5,65942
93,1,2023-07,2,1,5701
93,1,2024-03,1,1,5569
93,2,2026-01,2,2,15408
93,3,2023-08,1,1,4648
93,3,2025-09,5,3,25888
93,3,2025-10,2,2,16151
93,4,2023-07,10,4,28505
93,4,2023-11,3,4,30422
93,4,2024-03,1,1,5569
93,4,2025-07,1,1,5431
93,4,2026-06,2,2,15408
93,5,2023-03,10,14,101080
93,5,2023-07,1,0,2851
93,5,2024-08,3,2,16103
93,6,2026-07,4,3,25045
94,1,2023-05,7,8,58970
94,1,2024-08,2,1,11964
94,1,2024-11,1,0,3602
94,1,2025-01,5,2,20618
94,2,2023-06,2,1,9358
94,2,2026-08,4,2,16564
94,4,2023-06,4,2,18715
94,4,2025-07,7,4,33482
94,5,2023-07,15,8,61123
94,5,2023-11,10,7,54744
94,5,2026-01,2,3,30155
94,5,2026-02,4,3,27493
94,5,2026-08,5,2,20705
94,6,2024-05,15,15,123479
94,6,2025-02,2,2,14591
95,1,2023-06,10,2,17492
95,1,2023-07,5,4,37396
95,1,2025-09,1,1,14364
95,1,2025-11,4,3,37488
95,1,2026-06,2,3,34387
95,2,2024-03,3,3,28468
95,2,2024-05,2,1,13287
95,2,2026-04,2,1,14890
95,3,2023-02,4,2,22496
95,3,2024-01,1,1,6703
95,3,2025-01,2,2,24563
95,4,2023-01,7,11,118330
95,4,2024-03,1,1,9489
95,4,2024-06,15,12,138036
95,4,2026-05,5,4,53954
95,5,2023-01,15,25,253564
95,5,2024-03,7,6,66425
95,5,2024-10,2,2,26062
95,5,2025-06,7,9,114065
95,6,2023-05,15,22,229248
95,6,2023-12,4,3,27720
95,6,2024-08,4,4,46583
96,1,2023-01,4,1,19451
96,1,2023-12,1,1,11337
96,1,2024-09,3,3,51293
96,1,2025-07,7,2,30894
96,1,2025-10,15,16,284733
96,2,2023-03,4,3,42663
96,2,2023-07,3,1,18748
96,2,2023-08,5,2,27077
96,2,2023-09,3,1,18667
96,2,2025-01,7,6,109245
96,4,2023-02,10,10,152695
96,4,2023-04,2,3,40015
96,4,2025-12,4,4,69271
96,5,2023-06,2,2,26331
96,5,2024-05,15,16,269520
96,5,2024-08,4,3,50298
96,6,2023-07,10,4,62492
96,6,2023-10,4,6,95139
96,6,2025-01,2,2,31213
96,6,2025-11,5,7,122155
97,1,2025-09,15,13,216763
97,1,2026-03,4,6,103543
97,2,2023-08,2,1,12893
97,2,2024-01,4,4,64391
97,2,2024-11,2,1,22522
97,3,2026-04,5,4,75283
97,4,2023-01,2,2,24436
97,4,2024-08,15,13,201778
97,4,2026-01,5,7,119730
97,5,2023-06,5,2,32077
97,5,2024-10,5,8,121768
97,6,2023-07,15,8,113986
97,6,2024-06,2,1,11730
97,6,2024-12,7,7,113828
97,6,2025-11,2,1,23553
98,1,2024-09,4,3,43311
98,1,2025-12,7,8,134681
98,2,2025-08,2,2,29715
98,3,2024-03,4,4,55645
98,3,2025-08,3,3,44572
98,3,2025-10,3,3,43863
98,3,2026-08,7,6,109420
98,5,2023-08,1,0,4800
98,5,2024-05,2,3,45564
98,5,2026-01,2,2,30219
98,5,2026-02,4,2,36609
98,6,2023-07,1,1,9375
99,1,2026-03,15,14,139584
99,2,2025-07,1,1,6965
99,3,2024-03,2,3,23811
99,3,2026-04,2,1,13260
99,4,2023-07,2,2,15186
99,4,2025-06,2,1,12693
99,4,2025-07,4,3,27861
99,5,2023-09,5,2,15574
99,5,2024-09,3,2,16646
99,6,2023-02,2,1,7671
99,6,2023-12,5,4,29677
99,6,2025-07,10,8,69651
99,6,2025-12,7,5,49178
99,6,2026-08,15,10,95874
100,2,2023-09,5,7,110506
100,2,2025-10,15,17,316302
100,3,2023-06,5,4,64826
100,3,2025-09,4,2,39944
100,6,2023-05,4,3,52010
100,6,2023-06,1,1,12965
100,6,2024-08,4,2,30317
100,6,2024-09,2,2,30018
100,6,2026-02,4,5,106052
101,1,2023-11,4,5,38520
101,1,2024-02,4,3,22632
101,1,2024-09,2,3,23464
101,1,2024-12,7,11,97432
101,1,2025-05,3,3,27575
101,1,2025-09,10,6,52477
101,1,2025-11,5,5,45844
101,2,2023-01,4,3,22048
101,2,2024-12,1,2,13919
101,2,2025-07,2,1,7244
101,2,2025-10,5,6,51409
101,3,2024-05,7,6,48886
101,3,2024-07,2,1,11396
101,3,2025-06,10,4,38339
101,3,2025-10,3,3,30846
101,3,2025-12,4,4,35399
101,3,2026-03,2,2,20634
101,3,2026-07,2,1,10949
101,4,2023-06,4,5,40224
101,4,2024-01,3,4,32178
101,4,2024-12,4,6,55675
101,4,2025-04,1,1,9957
101,4,2026-04,7,7,66485
101,4,2026-05,3,3,26719
101,5,2025-09,2,1,10495
102,1,2023-09,10,12,167027
102,1,2024-06,1,1,8190
102,1,2025-09,15,16,249266
102,2,2023-04,2,1,18462
102,2,2023-06,2,1,18155
102,2,2023-11,15,13,173324
102,2,2025-01,5,6,92616
102,3,2023-07,1,0,3210
102,4,2024-02,2,2,26480
102,4,2026-04,7,7,108790
102,5,2024-09,2,1,18735
102,5,2025-02,10,8,122582
102,5,2025-05,15,8,125414
102,5,2026-03,1,2,28619
102,5,2026-07,7,8,128142
102,6,2023-10,7,7,97022
102,6,2024-01,15,8,121015
102,6,2025-03,2,3,41679
102,6,2025-10,15,16,248400
102,6,2026-02,1,1,17098
102,6,2026-05,2,2,25209
103,1,2023-07,1,1,8663
103,2,2023-03,10,8,112871
103,2,2024-02,7,7,108743
103,2,2024-11,7,7,104583
103,3,2023-10,7,9,134491
103,3,2025-11,4,5,80989
103,3,2026-01,15,15,282276
103,4,2023-03,7,5,79010
103,4,2023-12,3,3,37034
103,4,2026-08,2,1,18165
103,5,2023-09,4,2,24189
103,5,2023-11,2,2,27903
103,5,2024-12,7,8,121252
103,5,2025-08,3,1,24780
103,6,2024-06,15,6,88855
103,6,2024-11,1,1,14940
103,6,2025-02,4,2,43057
103,6,2026-01,3,3,56455
103,6,2026-06,3,3,51217
104,1,2023-04,2,2,32893
104,1,2026-05,10,9,183190
104,2,2025-11,7,9,162986
104,3,2024-12,4,2,37352
104,3,2025-08,2,2,33445
104,4,2023-08,2,2,38492
104,4,2023-10,15,12,192958
104,4,2024-02,5,4,66502
104,4,2024-08,1,1,9073
104,4,2026-03,4,7,138086
104,5,2024-08,2,1,18145
104,5,2025-09,15,17,308524
105,1,2024-02,4,8,153550
105,1,2024-03,10,7,132379
105,2,2026-05,15,18,426198
105,3,2023-04,7,5,86125
105,3,2025-04,3,3,68240
105,3,2025-06,2,1,15478
105,4,2023-04,2,1,24607
105,5,2023-11,2,1,20996
105,5,2026-04,1,1,21182
105,6,2023-02,10,5,83792
105,6,2024-01,4,2,49418
105,6,2026-06,5,6,133331
106,1,2024-07,7,4,45853
106,1,2024-11,15,9,92381
106,1,2025-10,3,3,36264
106,1,2026-03,3,4,50686
106,1,2026-05,10,7,87607
106,2,2024-01,10,6,65197
106,2,2025-09,15,19,211406
106,2,2026-04,1,1,12734
106,3,2025-12,15,22,247417
106,3,2026-01,7,6,72414
106,4,2023-09,5,9,86239
106,4,2026-02,5,8,90105
106,5,2023-04,2,2,15294
106,5,2024-04,7,6,64691
106,5,2026-07,15,8,94127
106,6,2024-07,2,1,13101
106,6,2026-08,5,6,69892
107,1,2023-06,4,2,18971
107,1,2024-10,3,3,25602
107,1,2025-03,10,10,99800
107,1,2025-06,1,1,5389
107,1,2025-09,10,9,97390
107,1,2025-11,2,2,19504
107,2,2023-02,1,1,6586
107,3,2024-03,2,2,21330
107,4,2026-07,3,2,22462
107,5,2024-05,2,2,15249
107,5,2025-07,3,1,14337
107,6,2026-05,2,2,22209
107,6,2026-06,5,5,50960
108,1,2024-04,1,1,19632
108,1,2024-06,1,0,8978
108,1,2025-07,2,2,31465
108,2,2023-09,2,2,31379
108,2,2025-01,7,5,104692
108,3,2025-03,5,6,132284
108,3,2025-09,5,6,120534
108,4,2023-07,2,2,36706
108,4,2024-05,3,2,34574
108,5,2025-12,3,4,77180
108,5,2026-07,2,1,30068
108,6,2024-03,4,3,55668
108,6,2024-05,2,1,23049
108,6,2026-02,3,3,65461
109,1,2023-01,4,3,23881
109,1,2023-03,1,1,5141
109,1,2023-06,2,1,9402
109,2,2023-03,1,1,5141
109,2,2023-06,15,9,70514
109,2,2023-07,4,3,26999
109,2,2024-05,4,3,30519
109,3,2024-02,3,4,32066
109,4,2025-02,10,7,63834
109,4,2025-03,10,9,84740
109,4,2026-05,2,2,21216
109,5,2024-02,2,2,21377
109,5,2024-04,7,5,39582
109,5,2025-05,5,6,54733
109,6,2023-03,5,3,25706
109,6,2024-12,15,15,127961
109,6,2025-07,2,2,18262
110,1,2025-05,2,1,25936
110,1,2026-03,5,6,108780
110,2,2023-08,5,3,46946
110,2,2024-04,1,1,16467
110,3,2025-07,1,0,9081
110,3,2025-12,4,5,99478
110,5,2025-08,15,8,158562
