id_produit,date_debut,date_fin,pu_achat_ht,fournisseur
44,2024-01-04,2024-05-04,1775,Outil Pro SA
44,2024-05-05,2024-09-05,1500,Outil Pro SA
44,2024-09-06,2025-01-06,1350,Outil Pro SA
44,2025-01-07,2025-05-07,1400,Outil Pro SA
44,2025-05-08,2025-09-08,1900,Outil Pro SA
44,2025-09-09,2026-01-09,1550,Outil Pro SA
44,2026-01-10,2026-05-10,1400,Outil Pro SA
44,2026-05-11,2026-08-31,1625,Outil Pro SA
45,2023-01-01,2023-05-01,2550,Outil Pro SA
45,2023-05-02,2023-09-02,3050,Outil Pro SA
45,2023-09-03,2024-01-03,3175,Outil Pro SA
45,2024-01-04,2024-05-04,3325,Outil Pro SA
45,2024-05-05,2024-09-05,3250,Outil Pro SA
45,2024-09-06,2025-01-06,3225,Outil Pro SA
45,2025-01-07,2025-05-07,3475,Outil Pro SA
45,2025-05-08,2025-09-08,3275,Outil Pro SA
45,2025-09-09,2026-01-09,3650,Outil Pro SA
45,2026-01-10,2026-05-10,3425,Outil Pro SA
45,2026-05-11,2026-08-31,2950,Outil Pro SA
46,2023-01-01,2023-05-01,2350,Outil Pro SA
46,2023-05-02,2023-09-02,2175,Outil Pro SA
46,2023-09-03,2024-01-03,2500,Outil Pro SA
46,2024-01-04,2024-05-04,2375,Outil Pro SA
46,2024-05-05,2024-09-05,2525,Outil Pro SA
46,2024-09-06,2025-01-06,2400,Outil Pro SA
46,2025-01-07,2025-05-07,2325,Outil Pro SA
46,2025-05-08,2025-09-08,2625,Outil Pro SA
46,2025-09-09,2026-01-09,2500,Outil Pro SA
46,2026-01-10,2026-05-10,2625,Outil Pro SA
46,2026-05-11,2026-08-31,3000,Outil Pro SA
47,2023-01-01,2023-05-01,2775,Outil Pro SA
47,2023-05-02,2023-09-02,2550,Outil Pro SA
47,2023-09-03,2024-01-03,2450,Outil Pro SA
47,2024-01-04,2024-05-04,2375,Outil Pro SA
47,2024-05-05,2024-09-05,2175,Outil Pro SA
47,2024-09-06,2025-01-06,2250,Outil Pro SA
47,2025-01-07,2025-05-07,1850,Outil Pro SA
47,2025-05-08,2025-09-08,2000,Outil Pro SA
47,2025-09-09,2026-01-09,1700,Outil Pro SA
47,2026-01-10,2026-05-10,1875,Outil Pro SA
47,2026-05-11,2026-08-31,2000,Outil Pro SA
48,2023-01-01,2023-05-01,2900,Outil Pro SA
48,2023-05-02,2023-09-02,2625,Outil Pro SA
48,2023-09-03,2024-01-03,2850,Outil Pro SA
48,2024-01-04,2024-05-04,2675,Outil Pro SA
48,2024-05-05,2024-09-05,2725,Outil Pro SA
48,2024-09-06,2025-01-06,2050,Outil Pro SA
48,2025-01-07,2025-05-07,1775,Outil Pro SA
48,2025-05-08,2025-09-08,1700,Outil Pro SA
48,2025-09-09,2026-01-09,1800,Outil Pro SA
48,2026-01-10,2026-05-10,1625,Outil Pro SA
48,2026-05-11,2026-08-31,1625,Outil Pro SA
49,2023-01-01,2023-05-01,2175,Outil Pro SA
49,2023-05-02,2023-09-02,1900,Outil Pro SA
49,2023-09-03,2024-01-03,1875,Outil Pro SA
49,2024-01-04,2024-05-04,1975,Outil Pro SA
49,2024-05-05,2024-09-05,2050,Outil Pro SA
49,2024-09-06,2025-01-06,1925,Outil Pro SA
49,2025-01-07,2025-05-07,1550,Outil Pro SA
49,2025-05-08,2025-09-08,1575,Outil Pro SA
49,2025-09-09,2026-01-09,1825,Outil Pro SA
49,2026-01-10,2026-05-10,1575,Outil Pro SA
49,2026-05-11,2026-08-31,2050,Outil Pro SA
50,2023-01-01,2023-05-01,1575,Outil Pro SA
50,2023-05-02,2023-09-02,1500,Outil Pro SA
50,2023-09-03,2024-01-03,1475,Outil Pro SA
50,2024-01-04,2024-05-04,1375,Outil Pro SA
50,2024-05-05,2024-09-05,1725,Outil Pro SA
50,2024-09-06,2025-01-06,1775,Outil Pro SA
50,2025-01-07,2025-05-07,1825,Outil Pro SA
50,2025-05-08,2025-09-08,1775,Outil Pro SA
50,2025-09-09,2026-01-09,1825,Outil Pro SA
50,2026-01-10,2026-05-10,1675,Outil Pro SA
50,2026-05-11,2026-08-31,1700,Outil Pro SA
51,2023-01-01,2023-05-01,1975,Outil Pro SA
51,2023-05-02,2023-09-02,1800,Outil Pro SA
51,2023-09-03,2024-01-03,1925,Outil Pro SA
51,2024-01-04,2024-05-04,1925,Outil Pro SA
51,2024-05-05,2024-09-05,1850,Outil Pro SA
51,2024-09-06,2025-01-06,2125,Outil Pro SA
51,2025-01-07,2025-05-07,2125,Outil Pro SA
51,2025-05-08,2025-09-08,2275,Outil Pro SA
51,2025-09-09,2026-01-09,2050,Outil Pro SA
51,2026-01-10,2026-05-10,2175,Outil Pro SA
51,2026-05-11,2026-08-31,1900,Outil Pro SA
52,2023-01-01,2023-05-01,1775,Outil Pro SA
52,2023-05-02,2023-09-02,1775,Outil Pro SA
52,2023-09-03,2024-01-03,1775,Outil Pro SA
52,2024-01-04,2024-05-04,1975,Outil Pro SA
52,2024-05-05,2024-09-05,2025,Outil Pro SA
52,2024-09-06,2025-01-06,2300,Outil Pro SA
52,2025-01-07,2025-05-07,2025,Outil Pro SA
52,2025-05-08,2025-09-08,2075,Outil Pro SA
52,2025-09-09,2026-01-09,1850,Outil Pro SA
52,2026-01-10,2026-05-10,1950,Outil Pro SA
52,2026-05-11,2026-08-31,2100,Outil Pro SA
53,2023-01-01,2023-05-01,1625,Outil Pro SA
53,2023-05-02,2023-09-02,1775,Outil Pro SA
53,2023-09-03,2024-01-03,1825,Outil Pro SA
53,2024-01-04,2024-05-04,1875,Outil Pro SA
53,2024-05-05,2024-09-05,1975,Outil Pro SA
53,2024-09-06,2025-01-06,1950,Outil Pro SA
53,2025-01-07,2025-05-07,1700,Outil Pro SA
53,2025-05-08,2025-09-08,1575,Outil Pro SA
53,2025-09-09,2026-01-09,1500,Outil Pro SA
53,2026-01-10,2026-05-10,1400,Outil Pro SA
53,2026-05-11,2026-08-31,1600,Outil Pro SA
54,2023-01-01,2023-05-01,2525,Outil Pro SA
54,2023-05-02,2023-09-02,2500,Outil Pro SA
54,2023-09-03,2024-01-03,2325,Outil Pro SA
54,2024-01-04,2024-05-04,2300,Outil Pro SA
54,2024-05-05,2024-09-05,2275,Outil Pro SA
54,2024-09-06,2025-01-06,1700,Outil Pro SA
54,2025-01-07,2025-05-07,2150,Outil Pro SA
54,2025-05-08,2025-09-08,1925,Outil Pro SA
54,2025-09-09,2026-01-09,1625,Outil Pro SA
54,2026-01-10,2026-05-10,1600,Outil Pro SA
54,2026-05-11,2026-08-31,1600,Outil Pro SA
55,2023-01-01,2023-05-01,2500,Outil Pro SA
55,2023-05-02,2023-09-02,2625,Outil Pro SA
55,2023-09-03,2024-01-03,2350,Outil Pro SA
55,2024-01-04,2024-05-04,3100,Outil Pro SA
55,2024-05-05,2024-09-05,3100,Outil Pro SA
55,2024-09-06,2025-01-06,2750,Outil Pro SA
55,2025-01-07,2025-05-07,3025,Outil Pro SA
55,2025-05-08,2025-09-08,3225,Outil Pro SA
55,2025-09-09,2026-01-09,3325,Outil Pro SA
55,2026-01-10,2026-05-10,3825,Outil Pro SA
55,2026-05-11,2026-08-31,3625,Outil Pro SA
56,2023-01-01,2023-05-01,1300,Outil Pro SA
56,2023-05-02,2023-09-02,1100,Outil Pro SA
56,2023-09-03,2024-01-03,1150,Outil Pro SA
56,2024-01-04,2024-05-04,1175,Outil Pro SA
56,2024-05-05,2024-09-05,1375,Outil Pro SA
56,2024-09-06,2025-01-06,1225,Outil Pro SA
56,2025-01-07,2025-05-07,1225,Outil Pro SA
56,2025-05-08,2025-09-08,1075,Outil Pro SA
56,2025-09-09,2026-01-09,1025,Outil Pro SA
56,2026-01-10,2026-05-10,1050,Outil Pro SA
56,2026-05-11,2026-08-31,1075,Outil Pro SA
57,2023-01-01,2023-05-01,2350,Outil Pro SA
57,2023-05-02,2023-09-02,2425,Outil Pro SA
57,2023-09-03,2024-01-03,2300,Outil Pro SA
57,2024-01-04,2024-05-04,2250,Outil Pro SA
57,2024-05-05,2024-09-05,2300,Outil Pro SA
57,2024-09-06,2025-01-06,2475,Outil Pro SA
57,2025-01-07,2025-05-07,2625,Outil Pro SA
57,2025-05-08,2025-09-08,2875,Outil Pro SA
57,2025-09-09,2026-01-09,2875,Outil Pro SA
57,2026-01-10,2026-05-10,2650,Outil Pro SA
57,2026-05-11,2026-08-31,2775,Outil Pro SA
58,2023-01-01,2023-05-01,1625,Outil Pro SA
58,2023-05-02,2023-09-02,1600,Outil Pro SA
58,2023-09-03,2024-01-03,1525,Outil Pro SA
58,2024-01-04,2024-05-04,1525,Outil Pro SA
58,2024-05-05,2024-09-05,1275,Outil Pro SA
58,2024-09-06,2025-01-06,1400,Outil Pro SA
58,2025-01-07,2025-05-07,1250,Outil Pro SA
58,2025-05-08,2025-09-08,1200,Outil Pro SA
58,2025-09-09,2026-01-09,1025,Outil Pro SA
58,2026-01-10,2026-05-10,1000,Outil Pro SA
58,2026-05-11,2026-08-31,950,Outil Pro SA
59,2023-01-01,2023-05-01,2525,Outil Pro SA
59,2023-05-02,2023-09-02,2150,Outil Pro SA
59,2023-09-03,2024-01-03,2125,Outil Pro SA
59,2024-01-04,2024-05-04,2175,Outil Pro SA
59,2024-05-05,2024-09-05,2150,Outil Pro SA
59,2024-09-06,2025-01-06,2000,Outil Pro SA
59,2025-01-07,2025-05-07,2350,Outil Pro SA
59,2025-05-08,2025-09-08,1900,Outil Pro SA
59,2025-09-09,2026-01-09,1850,Outil Pro SA
59,2026-01-10,2026-05-10,1450,Outil Pro SA
59,2026-05-11,2026-08-31,1250,Outil Pro SA
60,2023-01-01,2023-05-01,1575,Outil Pro SA
60,2023-05-02,2023-09-02,1450,Outil Pro SA
60,2023-09-03,2024-01-03,1525,Outil Pro SA
60,2024-01-04,2024-05-04,1575,Outil Pro SA
60,2024-05-05,2024-09-05,1575,Outil Pro SA
60,2024-09-06,2025-01-06,1750,Outil Pro SA
60,2025-01-07,2025-05-07,1525,Outil Pro SA
60,2025-05-08,2025-09-08,1625,Outil Pro SA
60,2025-09-09,2026-01-09,1825,Outil Pro SA
60,2026-01-10,2026-05-10,2025,Outil Pro SA
60,2026-05-11,2026-08-31,1975,Outil Pro SA
61,2023-01-01,2023-05-01,900,Hydro Ouest
61,2023-05-02,2023-09-02,1000,Hydro Ouest
61,2023-09-03,2024-01-03,975,Hydro Ouest
61,2024-01-04,2024-05-04,1000,Hydro Ouest
61,2024-05-05,2024-09-05,1100,Hydro Ouest
61,2024-09-06,2025-01-06,1350,Hydro Ouest
61,2025-01-07,2025-05-07,1450,Hydro Ouest
61,2025-05-08,2025-09-08,1450,Hydro Ouest
61,2025-09-09,2026-01-09,1400,Hydro Ouest
61,2026-01-10,2026-05-10,1400,Hydro Ouest
61,2026-05-11,2026-08-31,1450,Hydro Ouest
62,2023-01-01,2023-05-01,1225,Hydro Ouest
62,2023-05-02,2023-09-02,1175,Hydro Ouest
62,2023-09-03,2024-01-03,1025,Hydro Ouest
62,2024-01-04,2024-05-04,975,Hydro Ouest
62,2024-05-05,2024-09-05,975,Hydro Ouest
62,2024-09-06,2025-01-06,900,Hydro Ouest
62,2025-01-07,2025-05-07,875,Hydro Ouest
62,2025-05-08,2025-09-08,725,Hydro Ouest
62,2025-09-09,2026-01-09,650,Hydro Ouest
62,2026-01-10,2026-05-10,600,Hydro Ouest
62,2026-05-11,2026-08-31,600,Hydro Ouest
63,2023-01-01,2023-05-01,850,Hydro Ouest
63,2023-05-02,2023-09-02,1000,Hydro Ouest
63,2023-09-03,2024-01-03,1075,Hydro Ouest
63,2024-01-04,2024-05-04,1100,Hydro Ouest
63,2024-05-05,2024-09-05,1275,Hydro Ouest
63,2024-09-06,2025-01-06,1325,Hydro Ouest
63,2025-01-07,2025-05-07,1300,Hydro Ouest
63,2025-05-08,2025-09-08,1225,Hydro Ouest
63,2025-09-09,2026-01-09,1200,Hydro Ouest
63,2026-01-10,2026-05-10,1225,Hydro Ouest
63,2026-05-11,2026-08-31,1175,Hydro Ouest
64,2023-01-01,2023-05-01,950,Hydro Ouest
64,2023-05-02,2023-09-02,925,Hydro Ouest
64,2023-09-03,2024-01-03,900,Hydro Ouest
64,2024-01-04,2024-05-04,875,Hydro Ouest
64,2024-05-05,2024-09-05,825,Hydro Ouest
64,2024-09-06,2025-01-06,875,Hydro Ouest
64,2025-01-07,2025-05-07,925,Hydro Ouest
64,2025-05-08,2025-09-08,950,Hydro Ouest
64,2025-09-09,2026-01-09,975,Hydro Ouest
64,2026-01-10,2026-05-10,875,Hydro Ouest
64,2026-05-11,2026-08-31,950,Hydro Ouest
65,2023-01-01,2023-05-01,1225,Hydro Ouest
65,2023-05-02,2023-09-02,1250,Hydro Ouest
65,2023-09-03,2024-01-03,1400,Hydro Ouest
65,2024-01-04,2024-05-04,1250,Hydro Ouest
65,2024-05-05,2024-09-05,1100,Hydro Ouest
65,2024-09-06,2025-01-06,1200,Hydro Ouest
65,2025-01-07,2025-05-07,1325,Hydro Ouest
65,2025-05-08,2025-09-08,1425,Hydro Ouest
65,2025-09-09,2026-01-09,1300,Hydro Ouest
65,2026-01-10,2026-05-10,1325,Hydro Ouest
65,2026-05-11,2026-08-31,1300,Hydro Ouest
66,2023-01-01,2023-05-01,1425,Hydro Ouest
66,2023-05-02,2023-09-02,1475,Hydro Ouest
66,2023-09-03,2024-01-03,1475,Hydro Ouest
66,2024-01-04,2024-05-04,1225,Hydro Ouest
66,2024-05-05,2024-09-05,1175,Hydro Ouest
66,2024-09-06,2025-01-06,1000,Hydro Ouest
66,2025-01-07,2025-05-07,925,Hydro Ouest
66,2025-05-08,2025-09-08,1025,Hydro Ouest
66,2025-09-09,2026-01-09,1225,Hydro Ouest
66,2026-01-10,2026-05-10,1175,Hydro Ouest
66,2026-05-11,2026-08-31,1350,Hydro Ouest
67,2023-01-01,2023-05-01,975,Hydro Ouest
67,2023-05-02,2023-09-02,850,Hydro Ouest
67,2023-09-03,2024-01-03,950,Hydro Ouest
67,2024-01-04,2024-05-04,1050,Hydro Ouest
67,2024-05-05,2024-09-05,1050,Hydro Ouest
67,2024-09-06,2025-01-06,1075,Hydro Ouest
67,2025-01-07,2025-05-07,1150,Hydro Ouest
67,2025-05-08,2025-09-08,1175,Hydro Ouest
67,2025-09-09,2026-01-09,1100,Hydro Ouest
67,2026-01-10,2026-05-10,1200,Hydro Ouest
67,2026-05-11,2026-08-31,1200,Hydro Ouest
68,2023-01-01,2023-05-01,825,Hydro Ouest
68,2023-05-02,2023-09-02,850,Hydro Ouest
68,2023-09-03,2024-01-03,875,Hydro Ouest
68,2024-01-04,2024-05-04,900,Hydro Ouest
68,2024-05-05,2024-09-05,900,Hydro Ouest
68,2024-09-06,2025-01-06,1000,Hydro Ouest
68,2025-01-07,2025-05-07,925,Hydro Ouest
68,2025-05-08,2025-09-08,900,Hydro Ouest
68,2025-09-09,2026-01-09,1025,Hydro Ouest
68,2026-01-10,2026-05-10,1150,Hydro Ouest
68,2026-05-11,2026-08-31,1175,Hydro Ouest
69,2023-01-01,2023-05-01,800,Hydro Ouest
69,2023-05-02,2023-09-02,775,Hydro Ouest
69,2023-09-03,2024-01-03,675,Hydro Ouest
69,2024-01-04,2024-05-04,725,Hydro Ouest
69,2024-05-05,2024-09-05,650,Hydro Ouest
69,2024-09-06,2025-01-06,575,Hydro Ouest
69,2025-01-07,2025-05-07,550,Hydro Ouest
69,2025-05-08,2025-09-08,525,Hydro Ouest
69,2025-09-09,2026-01-09,575,Hydro Ouest
69,2026-01-10,2026-05-10,600,Hydro Ouest
69,2026-05-11,2026-08-31,550,Hydro Ouest
70,2023-01-01,2023-05-01,1300,Hydro Ouest
70,2023-05-02,2023-09-02,1350,Hydro Ouest
70,2023-09-03,2024-01-03,1375,Hydro Ouest
70,2024-01-04,2024-05-04,1425,Hydro Ouest
70,2024-05-05,2024-09-05,1575,Hydro Ouest
70,2024-09-06,2025-01-06,1550,Hydro Ouest
70,2025-01-07,2025-05-07,1650,Hydro Ouest
70,2025-05-08,2025-09-08,1625,Hydro Ouest
70,2025-09-09,2026-01-09,1475,Hydro Ouest
70,2026-01-10,2026-05-10,1500,Hydro Ouest
70,2026-05-11,2026-08-31,1725,Hydro Ouest
71,2023-01-01,2023-05-01,925,Hydro Ouest
71,2023-05-02,2023-09-02,900,Hydro Ouest
71,2023-09-03,2024-01-03,875,Hydro Ouest
71,2024-01-04,2024-05-04,950,Hydro Ouest
71,2024-05-05,2024-09-05,800,Hydro Ouest
71,2024-09-06,2025-01-06,850,Hydro Ouest
71,2025-01-07,2025-05-07,900,Hydro Ouest
71,2025-05-08,2025-09-08,850,Hydro Ouest
71,2025-09-09,2026-01-09,875,Hydro Ouest
71,2026-01-10,2026-05-10,825,Hydro Ouest
71,2026-05-11,2026-08-31,900,Hydro Ouest
72,2023-01-01,2023-05-01,1000,Hydro Ouest
72,2023-05-02,2023-09-02,1000,Hydro Ouest
72,2023-09-03,2024-01-03,950,Hydro Ouest
72,2024-01-04,2024-05-04,950,Hydro Ouest
72,2024-05-05,2024-09-05,950,Hydro Ouest
72,2024-09-06,2025-01-06,950,Hydro Ouest
72,2025-01-07,2025-05-07,1025,Hydro Ouest
72,2025-05-08,2025-09-08,975,Hydro Ouest
72,2025-09-09,2026-01-09,1025,Hydro Ouest
72,2026-01-10,2026-05-10,975,Hydro Ouest
72,2026-05-11,2026-08-31,1075,Hydro Ouest
73,2023-01-01,2023-05-01,7325,Hydro Ouest
73,2023-05-02,2023-09-02,8450,Hydro Ouest
73,2023-09-03,2024-01-03,6725,Hydro Ouest
73,2024-01-04,2024-05-04,7475,Hydro Ouest
73,2024-05-05,2024-09-05,6725,Hydro Ouest
73,2024-09-06,2025-01-06,6000,Hydro Ouest
73,2025-01-07,2025-05-07,5825,Hydro Ouest
73,2025-05-08,2025-09-08,5075,Hydro Ouest
73,2025-09-09,2026-01-09,5275,Hydro Ouest
73,2026-01-10,2026-05-10,5075,Hydro Ouest
73,2026-05-11,2026-08-31,5075,Hydro Ouest
74,2023-01-01,2023-05-01,10375,Hydro Ouest
74,2023-05-02,2023-09-02,9325,Hydro Ouest
74,2023-09-03,2024-01-03,9250,Hydro Ouest
74,2024-01-04,2024-05-04,10600,Hydro Ouest
74,2024-05-05,2024-09-05,9775,Hydro Ouest
74,2024-09-06,2025-01-06,9775,Hydro Ouest
74,2025-01-07,2025-05-07,9375,Hydro Ouest
74,2025-05-08,2025-09-08,8350,Hydro Ouest
74,2025-09-09,2026-01-09,9000,Hydro Ouest
74,2026-01-10,2026-05-10,10450,Hydro Ouest
74,2026-05-11,2026-08-31,11125,Hydro Ouest
75,2023-01-01,2023-05-01,7975,Hydro Ouest
75,2023-05-02,2023-09-02,6875,Hydro Ouest
75,2023-09-03,2024-01-03,6700,Hydro Ouest
75,2024-01-04,2024-05-04,6275,Hydro Ouest
75,2024-05-05,2024-09-05,5850,Hydro Ouest
75,2024-09-06,2025-01-06,5050,Hydro Ouest
75,2025-01-07,2025-05-07,4925,Hydro Ouest
75,2025-05-08,2025-09-08,5775,Hydro Ouest
75,2025-09-09,2026-01-09,5775,Hydro Ouest
75,2026-01-10,2026-05-10,5925,Hydro Ouest
75,2026-05-11,2026-08-31,6575,Hydro Ouest
76,2023-01-01,2023-05-01,4725,Hydro Ouest
76,2023-05-02,2023-09-02,4850,Hydro Ouest
76,2023-09-03,2024-01-03,5500,Hydro Ouest
76,2024-01-04,2024-05-04,4900,Hydro Ouest
76,2024-05-05,2024-09-05,4075,Hydro Ouest
76,2024-09-06,2025-01-06,4475,Hydro Ouest
76,2025-01-07,2025-05-07,3075,Hydro Ouest
76,2025-05-08,2025-09-08,3625,Hydro Ouest
76,2025-09-09,2026-01-09,3175,Hydro Ouest
76,2026-01-10,2026-05-10,3425,Hydro Ouest
76,2026-05-11,2026-08-31,3475,Hydro Ouest
77,2023-01-01,2023-05-01,8675,Hydro Ouest
77,2023-05-02,2023-09-02,9700,Hydro Ouest
77,2023-09-03,2024-01-03,10900,Hydro Ouest
77,2024-01-04,2024-05-04,11525,Hydro Ouest
77,2024-05-05,2024-09-05,11475,Hydro Ouest
77,2024-09-06,2025-01-06,10725,Hydro Ouest
77,2025-01-07,2025-05-07,10750,Hydro Ouest
77,2025-05-08,2025-09-08,11275,Hydro Ouest
77,2025-09-09,2026-01-09,10775,Hydro Ouest
77,2026-01-10,2026-05-10,9875,Hydro Ouest
77,2026-05-11,2026-08-31,9125,Hydro Ouest
78,2023-01-01,2023-05-01,9450,Hydro Ouest
78,2023-05-02,2023-09-02,9125,Hydro Ouest
78,2023-09-03,2024-01-03,9275,Hydro Ouest
78,2024-01-04,2024-05-04,8625,Hydro Ouest
78,2024-05-05,2024-09-05,9450,Hydro Ouest
78,2024-09-06,2025-01-06,9175,Hydro Ouest
78,2025-01-07,2025-05-07,8950,Hydro Ouest
78,2025-05-08,2025-09-08,8250,Hydro Ouest
78,2025-09-09,2026-01-09,8725,Hydro Ouest
78,2026-01-10,2026-05-10,8950,Hydro Ouest
78,2026-05-11,2026-08-31,8750,Hydro Ouest
79,2023-01-01,2023-05-01,9225,Hydro Ouest
79,2023-05-02,2023-09-02,9775,Hydro Ouest
79,2023-09-03,2024-01-03,11025,Hydro Ouest
79,2024-01-04,2024-05-04,11475,Hydro Ouest
79,2024-05-05,2024-09-05,12275,Hydro Ouest
79,2024-09-06,2025-01-06,10775,Hydro Ouest
79,2025-01-07,2025-05-07,10850,Hydro Ouest
79,2025-05-08,2025-09-08,10250,Hydro Ouest
79,2025-09-09,2026-01-09,11300,Hydro Ouest
79,2026-01-10,2026-05-10,9925,Hydro Ouest
79,2026-05-11,2026-08-31,10625,Hydro Ouest
80,2023-01-01,2023-05-01,9350,Hydro Ouest
80,2023-05-02,2023-09-02,10300,Hydro Ouest
80,2023-09-03,2024-01-03,10800,Hydro Ouest
80,2024-01-04,2024-05-04,10450,Hydro Ouest
80,2024-05-05,2024-09-05,10350,Hydro Ouest
80,2024-09-06,2025-01-06,11500,Hydro Ouest
80,2025-01-07,2025-05-07,10050,Hydro Ouest
80,2025-05-08,2025-09-08,10150,Hydro Ouest
80,2025-09-09,2026-01-09,9800,Hydro Ouest
80,2026-01-10,2026-05-10,9950,Hydro Ouest
80,2026-05-11,2026-08-31,9875,Hydro Ouest
81,2023-01-01,2023-05-01,10825,Hydro Ouest
81,2023-05-02,2023-09-02,10650,Hydro Ouest
81,2023-09-03,2024-01-03,9950,Hydro Ouest
81,2024-01-04,2024-05-04,9850,Hydro Ouest
81,2024-05-05,2024-09-05,11375,Hydro Ouest
81,2024-09-06,2025-01-06,9875,Hydro Ouest
81,2025-01-07,2025-05-07,10075,Hydro Ouest
81,2025-05-08,2025-09-08,8400,Hydro Ouest
81,2025-09-09,2026-01-09,8275,Hydro Ouest
81,2026-01-10,2026-05-10,6975,Hydro Ouest
81,2026-05-11,2026-08-31,5950,Hydro Ouest
82,2023-01-01,2023-05-01,10100,Hydro Ouest
82,2023-05-02,2023-09-02,10175,Hydro Ouest
82,2023-09-03,2024-01-03,11225,Hydro Ouest
82,2024-01-04,2024-05-04,10250,Hydro Ouest
82,2024-05-05,2024-09-05,10725,Hydro Ouest
82,2024-09-06,2025-01-06,11450,Hydro Ouest
82,2025-01-07,2025-05-07,9200,Hydro Ouest
82,2025-05-08,2025-09-08,11925,Hydro Ouest
82,2025-09-09,2026-01-09,11725,Hydro Ouest
82,2026-01-10,2026-05-10,11875,Hydro Ouest
82,2026-05-11,2026-08-31,11875,Hydro Ouest
83,2023-01-01,2023-05-01,6300,Hydro Ouest
83,2023-05-02,2023-09-02,6375,Hydro Ouest
83,2023-09-03,2024-01-03,4950,Hydro Ouest
83,2024-01-04,2024-05-04,5950,Hydro Ouest
83,2024-05-05,2024-09-05,5650,Hydro Ouest
83,2024-09-06,2025-01-06,6525,Hydro Ouest
83,2025-01-07,2025-05-07,5750,Hydro Ouest
83,2025-05-08,2025-09-08,5800,Hydro Ouest
83,2025-09-09,2026-01-09,6750,Hydro Ouest
83,2026-01-10,2026-05-10,7400,Hydro Ouest
83,2026-05-11,2026-08-31,7425,Hydro Ouest
84,2023-01-01,2023-05-01,9050,Hydro Ouest
84,2023-05-02,2023-09-02,9575,Hydro Ouest
84,2023-09-03,2024-01-03,9950,Hydro Ouest
84,2024-01-04,2024-05-04,10875,Hydro Ouest
84,2024-05-05,2024-09-05,10600,Hydro Ouest
84,2024-09-06,2025-01-06,10250,Hydro Ouest
84,2025-01-07,2025-05-07,9150,Hydro Ouest
84,2025-05-08,2025-09-08,9275,Hydro Ouest
84,2025-09-09,2026-01-09,9000,Hydro Ouest
84,2026-01-10,2026-05-10,9625,Hydro Ouest
84,2026-05-11,2026-08-31,9850,Hydro Ouest
85,2023-01-01,2023-05-01,3100,Élec-Faso
85,2023-05-02,2023-09-02,3050,Élec-Faso
85,2023-09-03,2024-01-03,2700,Élec-Faso
85,2024-01-04,2024-05-04,3350,Élec-Faso
85,2024-05-05,2024-09-05,2950,Élec-Faso
85,2024-09-06,2025-01-06,3125,Élec-Faso
85,2025-01-07,2025-05-07,3325,Élec-Faso
85,2025-05-08,2025-09-08,3875,Élec-Faso
85,2025-09-09,2026-01-09,3650,Élec-Faso
85,2026-01-10,2026-05-10,3375,Élec-Faso
85,2026-05-11,2026-08-31,3450,Élec-Faso
86,2023-01-01,2023-05-01,2225,Élec-Faso
86,2023-05-02,2023-09-02,2425,Élec-Faso
86,2023-09-03,2024-01-03,2325,Élec-Faso
86,2024-01-04,2024-05-04,2000,Élec-Faso
86,2024-05-05,2024-09-05,2050,Élec-Faso
86,2024-09-06,2025-01-06,2575,Élec-Faso
86,2025-01-07,2025-05-07,2400,Élec-Faso
86,2025-05-08,2025-09-08,2100,Élec-Faso
86,2025-09-09,2026-01-09,2550,Élec-Faso
86,2026-01-10,2026-05-10,3225,Élec-Faso
86,2026-05-11,2026-08-31,3550,Élec-Faso
87,2023-01-01,2023-05-01,2650,Élec-Faso
87,2023-05-02,2023-09-02,2775,Élec-Faso
87,2023-09-03,2024-01-03,2875,Élec-Faso
87,2024-01-04,2024-05-04,2825,Élec-Faso
87,2024-05-05,2024-09-05,2975,Élec-Faso
87,2024-09-06,2025-01-06,2975,Élec-Faso
87,2025-01-07,2025-05-07,3175,Élec-Faso
87,2025-05-08,2025-09-08,3425,Élec-Faso
87,2025-09-09,2026-01-09,3600,Élec-Faso
87,2026-01-10,2026-05-10,3725,Élec-Faso
87,2026-05-11,2026-08-31,3875,Élec-Faso
88,2023-01-01,2023-05-01,4575,Élec-Faso
88,2023-05-02,2023-09-02,4425,Élec-Faso
88,2023-09-03,2024-01-03,4925,Élec-Faso
88,2024-01-04,2024-05-04,4875,Élec-Faso
88,2024-05-05,2024-09-05,5875,Élec-Faso
88,2024-09-06,2025-01-06,5625,Élec-Faso
88,2025-01-07,2025-05-07,5925,Élec-Faso
88,2025-05-08,2025-09-08,5600,Élec-Faso
88,2025-09-09,2026-01-09,5325,Élec-Faso
88,2026-01-10,2026-05-10,5050,Élec-Faso
88,2026-05-11,2026-08-31,5150,Élec-Faso
89,2023-01-01,2023-05-01,2975,Élec-Faso
89,2023-05-02,2023-09-02,3200,Élec-Faso
89,2023-09-03,2024-01-03,2925,Élec-Faso
89,2024-01-04,2024-05-04,2775,Élec-Faso
89,2024-05-05,2024-09-05,2925,Élec-Faso
89,2024-09-06,2025-01-06,2800,Élec-Faso
89,2025-01-07,2025-05-07,3025,Élec-Faso
89,2025-05-08,2025-09-08,3050,Élec-Faso
89,2025-09-09,2026-01-09,2800,Élec-Faso
89,2026-01-10,2026-05-10,2950,Élec-Faso
89,2026-05-11,2026-08-31,2775,Élec-Faso
