date,id_produit,id_magasin,qte_theorique,qte_physique,seuil_alerte,valeur_stock_ht
2025-07-21,136,1,49,50,12,607500
2025-03-09,21,1,7,7,1,6825
2024-02-13,13,5,72,71,18,88750
2025-03-23,147,2,23,20,5,145000
2024-06-16,5,6,19,21,4,92400
2024-08-16,136,1,9,9,2,109350
2026-04-18,98,2,7,7,1,97825
2024-02-19,110,6,49,51,12,814725
2026-02-02,154,4,89,86,22,402050
2024-12-29,72,6,3,3,0,11475
2024-02-21,65,1,86,77,21,309925
2025-08-19,73,2,19,19,4,534375
2026-06-30,141,6,64,71,16,310625
2023-04-22,71,2,13,13,3,37700
2023-05-29,39,1,22,25,5,33125
2023-03-16,115,6,2,2,0,5500
2024-09-25,42,1,102,103,25,172525
2026-02-19,63,5,35,34,8,103700
2024-03-04,16,5,23,23,5,13800
2024-05-10,10,3,12,11,3,41525
2023-07-07,79,5,41,-1,10,1180800
2024-02-25,134,1,44,47,11,552250
2026-03-09,4,4,20,19,5,67450
2026-04-25,22,5,41,39,10,23400
2026-08-24,92,4,72,76,18,828400
2024-04-03,153,2,8,9,2,65025
2025-08-26,96,4,17,17,4,270300
2023-05-15,57,5,31,-1,7,210375
2024-08-06,131,1,90,88,22,792000
2026-06-05,94,1,25,25,6,189375
2023-09-10,133,2,7,7,1,57925
2023-06-17,145,2,151,148,37,1187700
2026-08-21,154,6,11,12,2,56100
2025-03-08,107,3,24,26,6,230100
2023-12-11,105,5,32,30,8,561750
2026-04-01,10,4,12,13,3,49075
2023-01-02,19,3,79,78,19,70200
2025-03-26,96,6,27,25,6,397500
2025-06-16,27,6,32,29,8,399475
2025-11-13,105,4,10,10,2,187250
2025-09-25,50,4,27,28,6,151200
2026-04-24,18,3,99,100,24,92500
2026-02-13,41,5,20,19,5,26125
2026-01-02,48,1,35,35,8,314125
2026-08-01,133,4,32,31,8,256525
2025-04-17,36,1,13,12,3,27000
2024-10-09,95,2,27,27,6,283500
2024-06-24,87,1,121,122,30,1128500
2023-06-05,154,4,14,14,3,65450
2025-08-19,19,1,7,7,1,6300
2023-10-04,67,3,35,36,8,123300
2026-07-20,34,6,122,127,30,155575
2026-08-25,82,5,10,10,2,348250
2023-07-07,32,3,16,17,4,30600
2026-03-29,15,6,39,38,9,34200
2024-04-01,56,5,2,2,0,8600
2026-08-22,124,6,27,27,6,141075
2025-03-21,92,1,21,20,5,218000
2026-03-01,130,3,11,11,2,216150
2023-05-17,102,6,12,13,3,175500
2026-02-06,110,3,31,29,7,463275
2024-05-02,44,3,86,-1,21,599400
2023-12-29,80,1,25,23,6,728525
2025-01-11,88,4,7,7,1,100625
2024-06-10,149,1,14,14,3,105350
2024-07-02,114,5,98,105,24,603750
2024-09-06,21,1,43,44,10,42900
2026-01-07,16,6,9,10,2,6000
2023-01-10,86,4,143,150,35,1245000
2024-07-06,38,5,23,25,5,45625
2024-10-01,67,3,8,8,2,27400
2025-07-16,10,5,37,41,9,154775
2025-12-01,119,4,43,42,10,202650
2024-06-05,104,2,43,45,10,732375
2025-05-11,5,4,28,30,7,132000
2023-11-02,17,5,25,24,6,21600
2025-02-25,121,2,35,31,8,136400
2025-07-14,125,1,153,157,38,608375
2026-03-06,148,6,29,31,7,224750
2025-01-01,73,1,18,18,4,506250
2026-02-25,61,5,29,32,7,92800
2023-12-05,19,6,22,20,5,18000
2023-08-27,151,4,143,150,35,832500
2024-02-22,87,4,24,24,6,222000
2025-08-18,51,6,167,175,41,1115625
2023-07-14,13,4,42,43,10,53750
2023-02-18,132,5,51,50,12,670000
2026-06-23,89,5,21,21,5,175875
2023-10-30,46,1,94,90,23,776250
2025-05-30,15,5,28,28,7,25200
2023-12-30,58,4,26,27,6,137025
2025-05-22,59,5,24,24,6,165000
2024-03-25,136,5,19,20,4,243000
2023-09-13,139,3,92,95,23,760000
2026-01-25,39,5,7,7,1,9275
2025-03-25,134,2,40,41,10,481750
2025-03-01,66,3,66,66,16,264000
2026-07-02,31,2,14,14,3,29750
2026-06-19,88,4,41,39,10,560625
2024-11-14,10,5,8,8,2,30200
2024-09-17,33,1,23,22,5,46750
2023-10-15,73,4,52,53,13,1490625
2024-08-18,123,3,50,50,12,171250
2025-11-11,15,5,21,21,5,18900
2025-02-15,45,5,73,74,18,695600
2026-07-15,144,2,149,157,37,1040125
2025-05-12,126,2,30,28,7,102900
2023-07-27,125,4,20,20,5,77500
2024-02-16,151,5,39,40,9,222000
2024-06-24,9,5,48,49,12,248675
2024-11-30,57,6,63,70,15,446250
2025-05-21,24,2,6,6,1,134850
2025-05-24,141,4,24,26,6,113750
2024-10-27,20,2,4,4,1,5300
2024-02-07,108,4,54,53,13,997725
2025-05-25,10,4,76,87,19,328425
2026-03-14,22,1,15,14,3,8400
2025-09-17,32,1,46,44,11,79200
2023-12-11,69,3,20,22,5,59950
2026-01-21,45,4,21,-1,5,178600
2025-05-18,109,2,25,26,6,210600
2025-05-21,13,5,87,87,21,108750
2025-06-30,104,5,8,7,2,113925
2023-09-12,129,1,62,59,15,911550
2025-08-24,19,4,26,26,6,23400
2023-08-22,102,2,5,5,1,67500
2024-01-03,67,5,53,59,13,202075
2026-06-01,102,1,10,11,2,148500
2024-04-07,10,6,63,58,15,218950
2025-05-23,122,4,38,37,9,221075
2024-09-23,50,5,3,3,0,16200
2025-04-09,112,6,25,25,6,455000
2025-11-26,59,1,323,320,80,2200000
2023-09-17,128,1,129,140,32,2194500
2024-11-14,141,6,9,10,2,43750
2023-05-19,88,1,55,53,13,761875
2023-05-02,86,3,36,40,9,332000
2024-06-23,15,3,30,30,7,27000
2026-04-07,85,2,16,17,4,184450
2025-03-30,50,4,12,11,3,59400
2026-06-14,60,5,30,30,7,147000
2025-09-24,4,4,8,7,2,24850
2024-10-25,152,1,17,18,4,73800
2025-08-11,70,3,100,109,25,408750
2026-02-04,21,6,6,6,1,5850
2025-01-19,70,1,18,16,4,60000
2025-04-23,41,2,74,81,18,111375
2023-02-17,16,3,3,3,0,1800
2024-03-18,60,1,132,132,33,646800
2025-06-14,24,5,19,18,4,404550
2024-11-17,116,2,16,15,4,49125
2024-10-12,83,3,65,71,16,1604600
2025-12-06,21,4,6,7,1,6825
2025-06-29,96,3,81,86,20,1367400
2024-06-05,77,4,11,11,2,289025
2026-07-13,51,1,48,47,12,299625
2025-01-22,30,2,39,40,9,56000
2023-01-07,154,4,59,55,14,257125
2025-06-19,153,3,19,19,4,137275
2024-06-03,7,6,30,33,7,123750
2023-04-07,126,1,10,10,2,36750
2025-10-15,28,1,2,2,0,40600
2023-09-09,99,1,31,32,7,257600
2023-01-14,25,5,38,36,9,964800
2024-07-20,59,1,60,60,15,412500
2023-09-01,61,3,13,13,3,37700
2024-07-19,94,6,74,71,18,537825
2024-11-05,10,1,18,20,4,75500
2024-07-13,139,4,31,30,7,240000
2023-05-06,24,2,22,21,5,471975
2024-12-06,69,3,17,15,4,40875
2025-12-12,147,5,72,75,18,543750
2023-02-13,3,2,6,6,1,31650
2024-03-13,11,4,51,59,12,371700
2026-01-17,43,6,27,27,6,217350
2024-02-15,64,5,87,85,21,244375
2025-04-06,109,3,25,26,6,210600
2023-11-14,121,2,4,4,1,17600
2026-02-01,15,6,10,10,2,9000
2026-05-20,100,6,18,17,4,278800
2025-09-22,68,5,15,15,3,35250
2026-02-28,117,4,35,33,8,117150
2023-06-28,53,4,16,15,4,68250
2025-09-29,30,2,26,26,6,36400
2026-03-16,7,6,17,18,4,67500
2025-08-01,58,6,16,16,4,81200
2025-06-21,8,6,22,24,5,123600
2023-07-28,115,5,100,-1,25,242000
2023-12-22,30,1,88,81,22,113400
2026-08-22,40,6,54,57,13,111150
2024-08-11,59,5,6,6,1,41250
2025-01-06,112,4,21,21,5,382200
2023-09-18,19,5,20,20,5,18000
2024-06-21,20,1,26,27,6,35775
2023-05-30,107,4,9,9,2,79650
2024-03-26,59,1,5,5,1,34375
2025-03-29,21,1,32,31,8,30225
2025-05-03,42,6,18,17,4,28475
2023-04-23,151,2,16,18,4,99900
2026-04-18,59,3,111,113,27,776875
2023-04-01,52,4,11,11,2,61325
2024-08-25,112,4,28,28,7,509600
2023-01-17,21,6,15,15,3,14625
2025-01-11,130,3,4,4,1,78600
2025-05-18,80,3,6,6,1,190050
2026-07-29,126,3,12,11,3,40425
2025-02-11,115,5,50,56,12,154000
2023-11-18,98,6,15,15,3,209625
2025-09-30,129,1,8,9,2,139050
2025-12-10,8,5,31,32,7,164800
2025-03-08,90,2,10,10,2,96000
2026-04-27,133,2,6,6,1,49650
2024-08-29,49,2,4,4,1,27600
2025-11-18,130,6,45,43,11,844950
2023-10-31,21,5,264,267,66,260325
2024-06-01,62,2,104,101,26,330775
2023-12-31,44,3,31,32,7,236800
2025-08-05,10,5,23,24,5,90600
2025-07-18,45,1,21,21,5,197400
2023-05-19,99,5,9,9,2,72450
2023-04-29,126,4,19,20,4,73500
2024-04-24,55,4,62,61,15,477325
2026-03-30,32,3,11,11,2,19800
2025-04-15,120,1,16,16,4,52000
2026-02-20,49,5,26,27,6,186300
2024-08-24,123,5,6,6,1,20550
2023-06-18,25,6,27,26,6,696800
2024-06-19,13,6,24,24,6,30000
2026-02-12,114,3,39,40,9,230000
2024-09-15,107,2,136,133,34,1177050
2024-11-08,148,5,18,19,4,137750
2023-06-08,83,3,8,9,2,203400
2024-04-21,118,5,15,15,3,62250
2023-03-22,154,2,28,28,7,130900
2025-07-17,23,3,30,29,7,645975
2026-01-25,58,1,23,21,5,106575
2025-03-20,52,4,12,12,3,66900
2024-02-14,91,4,20,19,5,182400
2023-04-18,109,6,6,6,1,48600
2023-08-23,47,3,6,6,1,49800
2025-02-23,129,1,7,7,1,108150
2023-05-14,111,6,34,34,8,585650
2026-07-11,82,1,16,15,4,522375
2025-12-07,107,2,14,15,3,132750
2025-12-31,134,3,55,59,13,693250
2024-11-22,47,1,32,36,8,298800
2025-10-05,69,6,27,26,6,70850
2023-06-27,152,1,18,19,4,77900
2026-04-10,15,5,10,10,2,9000
2024-02-14,5,5,9,8,2,35200
2024-08-25,36,5,15,15,3,33750
2023-07-20,120,4,27,27,6,87750
2025-07-16,134,1,175,167,43,1962250
2024-09-25,29,4,29,29,7,44225
2024-03-06,117,1,28,32,7,113600
2023-04-21,143,6,164,165,41,1225125
2023-08-21,123,6,82,86,20,294550
2025-08-02,96,2,11,12,2,190800
2025-12-11,106,3,21,21,5,202650
2023-01-30,61,3,15,15,3,43500
2025-09-04,34,1,56,56,14,68600
2024-02-21,3,1,4,4,1,21100
2023-03-20,39,6,10,10,2,13250
2024-10-30,68,1,26,29,6,68150
2024-03-27,66,6,18,18,4,72000
2023-03-07,151,5,18,18,4,99900
2025-02-10,79,2,18,20,4,576000
2024-01-01,59,6,25,24,6,165000
2023-09-05,128,2,17,16,4,250800
2023-07-20,138,3,26,25,6,122500
2023-08-30,7,3,20,17,5,63750
2025-06-05,121,1,54,53,13,233200
2024-04-04,103,2,61,56,15,837200
2023-02-07,1,1,16,17,4,88400
2025-10-10,116,1,32,31,8,101525
2025-06-11,111,5,116,116,29,1998100
2024-01-20,132,1,49,48,12,643200
2023-07-31,31,1,67,72,16,153000
2025-01-12,16,4,31,30,7,18000
2023-09-10,39,6,28,30,7,39750
2023-05-10,36,1,74,85,18,191250
2023-11-25,137,5,12,13,3,58825
2025-01-16,123,6,10,10,2,34250
2023-01-30,26,4,11,10,2,184500
2023-05-15,112,4,24,22,6,400400
2025-04-13,20,3,35,33,8,43725
2023-09-26,61,3,28,30,7,87000
2025-12-13,46,6,6,7,1,60375
2023-02-23,115,2,93,103,23,283250
2024-04-08,65,5,24,20,6,80500
2025-04-16,119,2,11,10,2,48250
2025-11-16,153,3,18,18,4,130050
2023-01-08,31,5,12,12,3,25500
2026-03-01,85,1,8,8,2,86800
2024-03-16,125,2,2,2,0,7750
2025-11-10,16,1,43,45,10,27000
2024-01-16,19,5,88,71,22,63900
2025-07-20,69,6,15,16,3,43600
2026-05-27,112,2,57,56,14,1019200
2023-04-23,98,5,30,30,7,419250
2023-09-30,1,2,54,54,13,280800
2024-05-18,2,1,52,51,13,284325
2026-03-10,61,3,9,9,2,26100
2024-11-02,68,6,51,48,12,112800
2025-01-17,3,2,18,18,4,94950
2026-08-06,60,4,44,44,11,215600
2024-09-06,116,1,48,45,12,147375
2023-10-09,104,6,21,22,5,358050
2023-03-22,149,2,16,17,4,127925
2024-02-20,88,3,50,50,12,718750
2025-06-17,6,6,38,34,9,235450
2026-03-09,104,5,20,18,5,292950
2023-07-10,73,5,32,29,8,815625
2023-08-24,88,4,88,95,22,1365625
2024-10-26,37,6,41,42,10,52500
2023-09-30,139,2,22,25,5,200000
2024-08-26,36,2,8,8,2,18000
2025-11-18,34,4,30,30,7,36750
2025-08-15,84,1,13,13,3,352625
2024-12-10,130,3,16,15,4,294750
2023-10-24,55,2,236,232,59,1815400
2023-02-27,30,1,65,65,16,91000
2026-02-17,76,3,64,58,16,994700
2024-05-15,148,3,58,60,14,435000
2023-08-23,119,3,7,7,1,33775
2023-06-20,149,3,15,14,3,105350
2023-12-08,85,3,4,4,1,43400
2026-01-24,14,1,18,18,4,21600
2023-05-22,48,1,38,38,9,341050
2026-03-09,12,6,39,41,9,225500
2024-01-24,65,4,189,182,47,732550
2026-03-29,28,6,49,50,12,1015000
2023-12-17,70,5,15,16,3,60000
2024-03-29,79,2,22,24,5,691200
2023-01-29,61,1,16,16,4,46400
2023-06-23,43,6,3,3,0,24150
2023-10-18,106,4,11,11,2,106150
2025-05-24,107,1,44,46,11,407100
2025-12-18,41,1,9,9,2,12375
2023-08-25,35,3,8,8,2,13600
2024-12-19,129,4,159,154,39,2379300
2023-01-06,134,3,21,21,5,246750
2024-11-07,93,1,80,77,20,573650
2024-07-05,15,6,28,28,7,25200
2023-07-22,150,2,9,9,2,40950
2023-05-24,9,2,25,24,6,121800
2026-01-30,80,4,147,160,36,5068000
2024-07-04,15,3,21,18,5,16200
2026-01-24,37,3,13,12,3,15000
2023-07-29,86,2,78,74,19,614200
2026-05-20,146,3,10,10,2,78000
2023-01-29,62,2,67,73,16,239075
2024-07-20,129,4,27,24,6,370800
2025-07-14,35,3,18,-1,4,28900
2025-07-06,148,2,11,11,2,79750
2025-06-10,44,6,6,5,1,37000
2024-06-26,120,1,13,13,3,42250
2026-01-01,102,3,7,7,1,94500
2024-09-09,75,4,47,43,11,965350
2023-01-02,16,3,73,79,18,47400
2023-08-25,143,2,39,39,9,289575
2025-01-29,21,1,13,12,3,11700
2026-04-13,85,5,26,25,6,271250
2023-10-30,13,3,11,11,2,13750
2024-12-07,81,5,39,43,9,1325475
2026-06-18,50,6,80,80,20,432000
2023-10-31,129,5,15,16,3,247200
2026-03-18,132,1,11,11,2,147400
2023-12-11,122,3,7,7,1,41825
2025-08-26,9,3,38,38,9,192850
2024-08-12,46,3,9,9,2,77625
2024-02-02,144,4,38,41,9,271625
2024-06-26,48,2,49,50,12,448750
2025-07-17,40,3,43,45,10,87750
2025-07-03,134,3,8,9,2,105750
2024-07-10,66,2,43,47,10,188000
2026-06-28,122,5,31,31,7,185225
2024-10-23,39,3,119,122,29,161650
2025-01-12,67,4,13,12,3,41100
2025-03-08,96,5,41,39,10,620100
2026-08-23,81,6,145,148,36,4562100
2026-08-01,24,5,13,12,3,269700
2023-09-01,80,1,24,21,6,665175
2025-03-09,49,5,73,68,18,469200
2025-09-17,126,1,7,7,1,25725
2025-03-21,143,5,5,5,1,37125
2023-04-13,99,2,9,-1,2,72450
2023-09-14,137,6,24,23,6,104075
2023-08-18,18,2,24,-1,6,20350
2026-03-22,46,1,29,30,7,258750
2025-08-23,108,6,10,9,2,169425
2025-04-22,137,1,22,22,5,99550
2026-08-25,70,6,8,8,2,30000
2024-01-03,100,4,61,62,15,1016800
2024-08-19,34,6,2,2,0,2450
2024-10-14,15,6,9,9,2,8100
2024-06-08,62,3,25,24,6,78600
2025-08-25,148,3,9,9,2,65250
2025-07-21,56,2,12,12,3,51600
2026-07-13,136,5,236,231,59,2806650
2024-08-15,148,1,102,95,25,688750
2024-02-09,126,4,207,203,51,746025
2025-02-18,51,4,11,11,2,70125
2025-03-16,58,2,14,13,3,65975
2025-01-15,25,1,113,119,28,3189200
2025-10-02,14,2,22,23,5,27600
2025-10-20,58,5,125,135,31,685125
2023-02-03,69,5,1,1,0,2725
2023-07-25,104,5,8,7,2,113925
2026-05-02,103,2,11,11,2,164450
2025-03-27,126,3,64,67,16,246225
2023-03-03,142,3,37,37,9,310800
2024-10-28,93,4,14,13,3,96850
2025-09-16,103,6,29,30,7,448500
2025-11-23,86,5,52,56,13,464800
2024-06-06,57,6,37,35,9,223125
2026-06-11,22,3,4,4,1,2400
2025-11-03,40,1,4,4,1,7800
2023-05-07,43,1,3,3,0,24150
2025-03-03,104,2,55,53,13,862575
2023-08-14,23,6,18,19,4,423225
2024-02-12,36,3,43,46,10,103500
2024-05-19,43,3,11,11,2,88550
2023-01-24,86,3,67,62,16,514600
2025-08-13,34,3,26,25,6,30625
2026-05-07,154,3,4,4,1,18700
2024-05-29,68,4,58,58,14,136300
2026-01-22,13,1,19,18,4,22500
2024-09-15,55,1,26,24,6,187800
2025-09-09,122,3,9,9,2,53775
2023-02-02,144,3,36,40,9,265000
2024-07-07,66,2,7,7,1,28000
2026-01-14,84,6,6,6,1,162750
2026-08-20,113,2,4,4,1,14700
2026-04-27,63,5,6,6,1,18300
2025-02-21,95,4,13,13,3,136500
2025-04-25,26,1,7,7,1,129150
2023-08-05,16,4,21,21,5,12600
2024-08-22,17,3,18,-1,4,16200
2024-12-23,64,2,99,102,24,293250
2025-05-06,5,5,8,8,2,35200
2024-05-01,131,3,21,22,5,198000
2024-06-09,72,4,12,12,3,45900
2025-02-22,49,4,52,50,13,345000
2024-07-06,60,2,9,9,2,44100
2026-06-14,66,6,17,16,4,64000
2024-04-17,105,2,62,64,15,1198400
2025-12-10,138,4,22,-1,5,107800
2024-08-13,22,3,9,10,2,6000
2026-04-09,20,4,11,10,2,13250
2024-06-30,30,5,9,8,2,11200
2025-12-01,153,5,24,24,6,173400
2023-01-15,148,2,4,4,1,29000
2024-02-21,73,4,197,211,49,5934375
2025-05-21,8,1,59,57,14,293550
2025-10-25,85,6,25,27,6,292950
2025-10-21,60,4,18,17,4,83300
2025-11-13,114,4,36,32,9,184000
2024-09-03,11,1,44,45,11,283500
2023-10-24,65,6,12,12,3,48300
2023-11-06,135,6,20,18,5,173250
2023-10-05,99,6,23,22,5,177100
2025-03-16,32,4,5,6,1,10800
2023-10-08,30,6,42,45,10,63000
2023-02-11,73,4,71,74,17,2081250
2025-08-19,59,2,7,7,1,48125
2024-08-12,47,6,5,5,1,41500
2023-03-30,46,1,9,10,2,86250
2026-08-22,78,6,15,14,3,375200
2026-06-01,22,3,9,9,2,5400
2025-11-13,90,6,42,-1,10,441600
2025-05-22,92,2,13,12,3,130800
2024-11-05,85,2,24,-1,6,249550
2024-04-10,35,1,19,16,4,27200
2023-09-23,31,3,7,7,1,14875
2023-04-21,129,4,14,12,3,185400
2025-01-28,24,4,67,65,16,1460875
2023-06-20,7,2,6,6,1,22500
2024-05-29,148,3,14,13,3,94250
2023-08-08,36,4,32,31,8,69750
2025-01-05,40,2,54,53,13,103350
2023-02-26,73,5,14,14,3,393750
2025-08-04,74,3,39,38,9,1151400
2024-05-08,121,1,28,27,7,118800
2025-02-27,2,1,22,22,5,122650
2025-01-15,141,6,32,34,8,148750
2025-03-03,8,4,3,3,0,15450
2023-03-02,86,6,37,37,9,307100
2023-06-25,124,3,14,14,3,73150
2024-03-26,72,5,18,18,4,68850
2026-05-02,149,3,17,16,4,120400
2026-04-29,56,3,41,41,10,176300
2024-12-07,29,2,12,12,3,18300
2025-04-15,52,1,32,31,8,172825
2025-05-26,48,2,83,74,20,664150
2024-09-23,93,3,362,363,90,2704350
2026-08-26,80,4,16,16,4,506800
2023-05-22,26,4,62,69,15,1273050
2023-11-21,74,4,10,10,2,303000
2026-05-24,79,4,11,11,2,316800
2025-05-07,68,4,200,180,50,423000
2024-11-28,15,1,47,41,11,36900
2023-07-19,149,5,116,108,29,812700
2024-10-04,29,2,53,56,13,85400
2024-02-13,85,4,15,15,3,162750
2023-11-04,7,2,14,14,3,52500
2025-04-14,69,1,9,8,2,21800
2024-11-06,95,2,41,43,10,451500
2024-04-24,83,5,16,16,4,361600
2025-01-09,1,1,41,44,10,228800
2023-11-14,102,5,14,15,3,202500
2023-11-12,15,6,5,5,1,4500
2024-06-27,11,3,22,20,5,126000
2023-06-16,12,3,6,6,1,33000
2025-01-23,54,3,41,44,10,390500
2023-01-11,116,1,34,35,8,114625
2023-05-03,79,2,46,43,11,1238400
2026-01-20,34,2,17,18,4,22050
2026-07-23,50,6,12,13,3,70200
2024-01-08,119,6,7,7,1,33775
2025-09-20,3,3,3,3,0,15825
2024-01-18,153,6,25,24,6,173400
2025-02-01,102,2,44,46,11,621000
2025-08-07,108,1,28,27,7,508275
2023-01-18,125,3,15,13,3,50375
2026-04-17,122,2,29,30,7,179250
2024-02-26,108,5,10,10,2,188250
2023-08-16,10,1,65,68,16,256700
2025-01-09,122,4,14,13,3,77675
2023-08-05,54,5,34,35,8,310625
2026-04-16,78,6,39,40,9,1072000
2025-04-26,17,6,28,31,7,27900
2024-07-12,20,4,9,8,2,10600
2026-06-19,67,2,12,11,3,37675
2023-05-02,150,1,7,7,1,31850
2023-03-28,154,3,29,27,7,126225
2024-01-15,135,3,37,37,9,356125
2025-03-09,121,4,14,14,3,61600
2024-09-01,103,5,623,610,155,9119500
2023-05-17,94,6,18,17,4,128775
2025-12-30,67,3,39,41,9,140425
2023-08-15,32,6,10,9,2,16200
2025-05-10,32,2,28,29,7,52200
2025-09-09,145,5,40,39,10,312975
2024-07-10,10,2,25,27,6,101925
2025-10-09,5,2,31,28,7,123200
2023-06-30,7,3,127,121,31,453750
2023-07-02,46,1,36,37,9,319125
2023-11-26,60,1,13,14,3,68600
2024-11-09,38,5,49,44,12,80300
2025-06-23,109,2,7,7,1,56700
2023-08-24,129,4,392,390,98,6025500
2025-11-03,79,6,7,7,1,201600
2025-08-09,4,2,19,19,4,67450
2026-02-07,65,6,26,30,6,120750
2026-06-06,72,6,24,25,6,95625
2024-11-24,19,4,13,13,3,11700
2026-04-15,55,3,27,26,6,203450
2023-01-15,84,5,7,7,1,189875
2025-12-27,33,2,2,2,0,4250
2023-10-10,62,4,155,163,38,533825
2025-02-22,112,6,16,16,4,291200
2026-07-26,121,3,15,16,3,70400
2024-10-15,64,5,25,23,6,66125
2025-12-16,36,4,51,51,12,114750
2023-11-30,3,5,23,23,5,121325
2025-06-05,86,6,23,23,5,190900
2025-12-08,139,5,102,107,25,856000
2024-12-05,71,4,112,107,28,310300
2023-02-28,36,5,24,23,6,51750
2024-03-05,58,1,25,25,6,126875
2026-02-26,19,5,77,66,19,59400
2026-02-07,94,5,4,4,1,30300
2024-06-26,143,1,59,54,14,400950
2024-07-16,112,5,14,-1,3,273000
2025-04-16,112,4,30,29,7,527800
2025-11-29,81,6,9,9,2,277425
2025-01-09,10,4,30,29,7,109475
2026-03-21,11,5,56,56,14,352800
2023-04-23,38,2,19,19,4,34675
2023-12-28,88,4,67,64,16,920000
2023-05-24,88,6,71,67,17,963125
2023-08-18,128,3,23,24,5,376200
2024-08-20,45,1,42,43,10,404200
2026-03-21,131,3,54,56,13,504000
2023-01-31,86,3,41,41,10,340300
2023-07-28,97,4,8,8,2,115400
2024-11-12,23,6,9,10,2,222750
2024-10-04,127,1,5,5,1,79875
2023-07-10,70,3,38,45,9,168750
2024-05-09,50,1,32,33,8,178200
2024-11-13,46,6,16,15,4,129375
2024-07-09,22,1,11,10,2,6000
2026-02-03,90,5,60,60,15,576000
2023-03-13,70,4,11,12,2,45000
2026-08-15,141,5,3,3,0,13125
2024-06-15,46,6,25,24,6,207000
2023-12-01,54,6,184,196,46,1739500
2023-10-20,30,3,69,71,17,99400
2023-09-09,83,6,14,15,3,339000
2026-06-19,121,6,9,10,2,44000
2024-01-25,104,6,34,34,8,553350
2024-06-17,66,1,53,49,13,196000
2023-12-21,134,4,14,14,3,164500
2025-10-12,57,2,22,24,5,153000
2024-06-17,132,1,15,16,3,214400
2023-12-14,70,2,17,18,4,67500
2026-03-21,114,6,2,2,0,11500
2023-06-25,31,5,54,47,13,99875
2026-08-08,78,1,7,7,1,187600
2025-03-21,132,1,4,4,1,53600
2026-08-21,114,5,50,49,12,281750
2024-04-07,145,4,25,23,6,184575
2026-07-21,15,6,17,18,4,16200
2025-02-19,147,2,11,11,2,79750
2024-09-20,52,6,19,19,4,105925
2026-07-03,16,2,70,73,17,43800
2023-05-27,59,1,12,13,3,89375
2025-11-20,61,3,71,74,17,214600
2024-10-29,13,4,38,39,9,48750
2026-01-15,48,3,9,9,2,80775
2026-05-04,76,4,10,9,2,154350
2026-06-16,129,4,41,42,10,648900
2024-10-26,46,2,21,20,5,172500
2023-05-21,79,2,19,19,4,547200
2023-06-24,83,4,74,70,18,1582000
2026-03-22,1,3,58,61,14,317200
2025-05-21,148,6,21,20,5,145000
2026-07-18,3,2,22,23,5,121325
2025-01-21,80,4,55,52,13,1647100
2024-03-17,126,3,9,9,2,33075
2023-02-26,82,4,4,4,1,139300
2026-01-13,51,2,22,21,5,133875
2024-08-07,57,6,15,15,3,95625
2023-09-20,149,2,20,21,5,158025
2024-03-04,48,1,16,17,4,152575
2024-01-23,78,3,10,10,2,268000
2024-09-02,146,3,15,14,3,109200
2024-08-26,40,6,4,4,1,7800
2023-05-18,25,4,4,4,1,107200
2025-09-11,111,2,14,14,3,241150
2024-09-29,34,4,30,29,7,35525
2024-04-24,37,5,6,6,1,7500
2025-08-24,69,1,32,34,8,92650
2025-01-03,27,6,6,6,1,82650
2025-09-13,151,6,13,13,3,72150
2025-12-01,150,1,38,38,9,172900
2025-03-24,119,6,19,19,4,91675
2026-01-18,104,3,4,4,1,65100
2024-06-30,123,2,27,26,6,89050
2026-05-25,45,3,105,110,26,1034000
2023-10-23,42,3,63,64,15,107200
2023-10-01,105,1,4,4,1,74900
2025-12-18,42,4,49,50,12,83750
2024-04-10,101,1,126,125,31,1012500
2025-02-13,20,3,5,5,1,6625
2024-03-18,111,6,33,32,8,551200
2025-11-19,22,6,12,12,3,7200
2025-06-25,90,4,22,20,5,192000
2025-12-31,95,2,87,90,21,945000
2023-10-07,38,6,33,31,8,56575
2025-02-26,42,6,56,57,14,95475
2025-09-26,9,6,28,-1,7,147175
2024-11-29,138,1,35,32,8,156800
2025-09-11,88,1,133,131,33,1883125
2024-09-15,94,1,30,31,7,234825
2025-04-18,46,4,38,42,9,362250
2024-07-03,12,6,48,50,12,275000
2023-12-24,150,2,4,4,1,18200
2023-04-27,59,4,18,15,4,103125
2026-03-07,73,4,3,3,0,84375
2025-01-05,107,6,19,-1,4,159300
2023-09-23,35,3,11,12,2,20400
2023-09-14,6,6,7,7,1,48475
2023-10-29,3,2,59,61,14,321775
2026-05-22,62,3,7,7,1,22925
2023-07-15,100,1,8,-1,2,131200
2025-04-18,38,5,43,44,10,80300
2023-12-04,148,4,13,13,3,94250
2026-06-24,98,6,43,44,10,614900
2024-12-25,7,4,22,22,5,82500
2025-09-10,112,5,1,1,0,18200
2023-02-26,15,3,5,5,1,4500
2026-03-29,127,3,15,14,3,223650
2024-08-06,44,1,48,45,12,333000
2024-04-15,111,2,16,16,4,275600
2025-08-01,65,2,74,68,18,273700
2023-03-25,49,4,13,14,3,96600
2023-03-31,76,3,17,18,4,308700
2024-03-23,140,6,24,25,6,110625
2023-04-17,137,2,20,21,5,95025
2023-12-29,67,2,144,133,36,455525
2023-04-10,17,3,3,3,0,2700
2023-07-04,46,4,12,12,3,103500
