id_vente,id_ticket,date_vente,heure,id_magasin,id_vendeur,id_client,id_produit,quantite,prix_unitaire_ht,taux_remise,montant_ht,montant_tva,montant_ttc,mode_paiement,canal,est_retour,poids_kg,mois,annee
55772,T04-230509-013872,2023-05-09,18:15,4,13,4668,12,12,5450,0.04,62784,11301,74085,Mobile Money,Magasin,0,675.48,5,2023
57709,T04-230509-013872,2023-05-09,14:32,4,13,14560,151,3,5725,0.0,17175,3092,20267,Espèces,Livraison,0,1.74,5,2023
59852,T04-230509-013872,2023-05-09,14:37,4,18,6035,84,3,27525,0.0,82575,14864,97439,Mobile Money,Magasin,0,17.49,5,2023
64063,T04-230509-013873,2023-05-09,16:26,4,18,0,11,2,6400,0.0,12800,2304,15104,Chèque,Livraison,0,95.12,5,2023
65223,T04-230509-013873,2023-05-09,09:30,4,3,4309,40,3,1925,0.0,5775,1040,6815,Virement,Magasin,0,0.66,5,2023
68603,T04-230509-013873,2023-05-09,11:18,4,13,0,11,8,6325,0.0,50600,9108,59708,Virement,Magasin,0,380.48,5,2023
69465,T04-230509-013874,2023-05-09,17:16,4,8,18334,23,5,22325,0.0,111625,20092,131717,Virement,Magasin,0,7038.55,5,2023
72745,T04-230509-013874,2023-05-09,09:33,4,13,0,69,1,2725,0.0,2725,490,3215,Mobile Money,Téléphone,0,0.94,5,2023
89486,T04-230509-013874,2023-05-09,18:29,4,8,1838,25,7,26225,0.0,183575,33044,216619,Mobile Money,Téléphone,0,10777.27,5,2023
91601,T04-230509-013875,2023-05-09,09:11,4,3,18076,74,2,29425,0.0,58850,10593,69443,Mobile Money,Magasin,0,16.1,5,2023
106566,T04-230509-013875,2023-05-09,07:51,4,8,0,62,4,3200,0.0,12800,2304,15104,Virement,Magasin,0,3.88,5,2023
110925,T04-230509-013875,2023-05-09,09:49,4,3,0,91,14,9625,0.0,134750,24255,159005,Créance 30 j,Magasin,0,17.92,5,2023
111280,T04-230509-013876,2023-05-09,18:23,4,8,1907,127,1,15575,0.0,15575,2804,18379,Espèces,Magasin,0,13.11,5,2023
133222,T04-230509-013876,2023-05-09,11:29,4,18,16836,151,6,5425,0.0,32550,5859,38409,Mobile Money,Magasin,0,3.48,5,2023
149796,T04-230509-013876,2023-05-09,14:02,4,18,1241,14,12,1175,0.0,14100,2538,16638,Mobile Money,Livraison,0,51.36,5,2023
176170,T04-230509-013877,2023-05-09,18:17,4,8,21048,136,5,12125,0.0,60625,10912,71537,Espèces,Livraison,0,85.5,5,2023
198170,T04-230509-013877,2023-05-09,08:32,4,13,0,79,7,29625,0.0,207375,37328,244703,Espèces,Magasin,0,45.36,5,2023
213512,T04-230509-013877,2023-05-09,07:46,4,3,12083,149,8,7575,0.08,55752,10035,65787,Créance 30 j,Magasin,0,7.44,5,2023
217293,T04-230509-013878,2023-05-09,17:47,4,18,0,79,-9,28425,0.0,-255825,-46048,-301873,Chèque,Magasin,1,-58.32,5,2023
229781,T04-230509-013878,2023-05-09,13:58,4,13,14974,50,1,5500,0.08,5060,911,5971,Espèces,Magasin,0,1.35,5,2023
234669,T04-230509-013878,2023-05-09,14:43,4,3,22355,83,-3,22150,0.0,-66450,-11961,-78411,Espèces,Magasin,1,-21.84,5,2023
5708,T05-230509-013879,2023-05-09,15:57,5,9,0,7,7,3725,0.0,26075,4694,30769,Créance 30 j,Livraison,0,231.42,5,2023
15269,T05-230509-013879,2023-05-09,12:47,5,9,7234,92,1,11050,0.04,10608,1909,12517,Mobile Money,Livraison,0,1.5,5,2023
17684,T05-230509-013880,2023-05-09,17:01,5,4,3049,5,3,4475,0.04,12888,2320,15208,Créance 30 j,Livraison,0,78.87,5,2023
24910,T05-230509-013880,2023-05-09,10:11,5,14,18247,130,2,19375,0.0,38750,6975,45725,Créance 30 j,Magasin,0,21.8,5,2023
40092,T05-230509-013881,2023-05-09,18:49,5,14,3532,88,1,14450,0.0,14450,2601,17051,Mobile Money,Livraison,0,1.34,5,2023
41764,T05-230509-013881,2023-05-09,11:59,5,14,3151,16,3,625,0.04,1800,324,2124,Mobile Money,Magasin,0,8.7,5,2023
45775,T05-230509-013882,2023-05-09,13:16,5,9,9304,28,7,20075,0.04,134904,24283,159187,Chèque,Magasin,0,8364.79,5,2023
57326,T05-230509-013882,2023-05-09,15:01,5,4,11948,57,5,6400,0.04,30720,5530,36250,Mobile Money,Magasin,0,3.4,5,2023
78464,T05-230509-013883,2023-05-09,11:21,5,19,12846,109,6,8175,0.0,49050,8829,57879,Chèque,Magasin,0,13.32,5,2023
89361,T05-230509-013883,2023-05-09,11:09,5,4,6912,6,9,6800,0.0,61200,11016,72216,Espèces,Magasin,0,536.67,5,2023
102161,T05-230509-013884,2023-05-09,16:22,5,14,22990,75,6,22050,0.0,132300,23814,156114,Chèque,Magasin,0,58.8,5,2023
112025,T05-230509-013884,2023-05-09,09:53,5,4,0,76,1,17550,0.0,17550,3159,20709,Chèque,Magasin,0,11.77,5,2023
112263,T05-230509-013885,2023-05-09,15:44,5,14,0,13,2,1225,0.0,2450,441,2891,Espèces,Magasin,0,3.7,5,2023
118679,T05-230509-013885,2023-05-09,10:38,5,9,21949,76,5,16675,0.0,83375,15008,98383,Espèces,Magasin,0,58.85,5,2023
130605,T05-230509-013886,2023-05-09,16:12,5,14,15229,7,5,3725,0.0,18625,3352,21977,Mobile Money,Livraison,0,165.3,5,2023
141376,T05-230509-013886,2023-05-09,13:26,5,19,19791,3,4,5225,0.0,20900,3762,24662,Espèces,Magasin,0,222.4,5,2023
159743,T05-230509-013887,2023-05-09,11:05,5,19,0,72,1,3875,0.0,3875,698,4573,Mobile Money,Magasin,0,1.06,5,2023
176260,T05-230509-013887,2023-05-09,15:40,5,9,15968,33,3,2125,0.0,6375,1148,7523,Créance 30 j,Magasin,0,1.44,5,2023
196665,T05-230509-013888,2023-05-09,12:01,5,9,11064,27,1,13475,0.04,12936,2328,15264,Chèque,Téléphone,0,1753.05,5,2023
196781,T05-230509-013888,2023-05-09,08:17,5,14,12659,71,10,2975,0.0,29750,5355,35105,Espèces,Livraison,0,6.9,5,2023
207566,T05-230509-013889,2023-05-09,10:01,5,9,17389,136,3,11850,0.0,35550,6399,41949,Chèque,Magasin,0,51.3,5,2023
216536,T05-230509-013889,2023-05-09,16:34,5,9,0,3,11,5250,0.0,57750,10395,68145,Virement,Magasin,0,611.6,5,2023
231600,T05-230509-013890,2023-05-09,14:35,5,4,8515,80,6,32300,0.0,193800,34884,228684,Chèque,Magasin,0,59.22,5,2023
235270,T05-230509-013890,2023-05-09,12:17,5,4,19636,138,8,4975,0.04,38208,6877,45085,Espèces,Magasin,0,4.16,5,2023
9818,T01-230510-013891,2023-05-10,10:29,1,10,18007,53,2,4625,0.0,9250,1665,10915,Espèces,Magasin,0,2.96,5,2023
10772,T01-230510-013891,2023-05-10,09:29,1,20,20793,153,4,7375,0.0,29500,5310,34810,Espèces,Magasin,0,3.08,5,2023
11708,T01-230510-013891,2023-05-10,18:46,1,10,5888,17,8,900,0.07,6696,1205,7901,Espèces,Téléphone,0,12.88,5,2023
15134,T01-230510-013891,2023-05-10,10:11,1,20,7916,42,1,1700,0.08,1564,282,1846,Chèque,Magasin,0,0.54,5,2023
16808,T01-230510-013892,2023-05-10,16:45,1,10,8785,85,6,10675,0.0,64050,11529,75579,Espèces,Livraison,0,19.08,5,2023
20402,T01-230510-013892,2023-05-10,08:27,1,15,4447,39,2,1300,0.0,2600,468,3068,Créance 30 j,Livraison,0,0.46,5,2023
25657,T01-230510-013892,2023-05-10,11:38,1,20,22521,20,1,1325,0.04,1272,229,1501,Mobile Money,Magasin,0,4.7,5,2023
31276,T01-230510-013893,2023-05-10,09:27,1,20,18646,13,2,1250,0.04,2400,432,2832,Créance 30 j,Livraison,0,3.7,5,2023
35702,T01-230510-013893,2023-05-10,09:12,1,5,7774,84,9,27275,0.04,235656,42418,278 074 FCFA,Mobile Money,Magasin,0,52.47,5,2023
38056,T01-230510-013893,2023-05-10,18:22,1,15,0,99,4,8075,0.0,32300,5814,38114,Chèque,Livraison,0,9.32,5,2023
48067,T01-230510-013894,2023-05-10,15:12,1,5,6513,13,9,1225,0.0,11025,1984,13009,Chèque,Magasin,0,16.65,5,2023
52026,T01-230510-013894,2023-05-10,17:01,1,5,17252,38,6,1775,0.0,10650,1917,12567,Virement,Magasin,0,3.48,5,2023
53542,T01-230510-013894,2023-05-10,09:34,1,15,0,70,2,3675,0.0,7350,1323,8673,Créance 30 j,Magasin,0,1.92,5,2023
54327,T01-230510-013895,2023-05-10,11:02,1,5,0,100,3,16625,0.0,49875,8978,58853,Chèque,Livraison,0,7.14,5,2023
56964,T01-230510-013895,2023-05-10,15:33,1,5,6960,56,4,4300,0.04,16512,2972,19484,Créance 30 j,Téléphone,0,6.4,5,2023
58197,T01-230510-013895,2023-05-10,16:43,1,5,8256,119,11,4875,0.0,53625,9652,63277,Chèque,Magasin,0,8.36,5,2023
66690,T01-230510-013896,2023-05-10,18:38,1,10,0,9,6,5175,0.0,31050,5589,36639,Mobile Money,Livraison,0,233.88,5,2023
67279,T01-230510-013896,2023-05-10,15:25,1,5,18102,18,13,925,0.04,11544,2078,13622,Mobile Money,Livraison,0,56.94,5,2023
67553,T01-230510-013896,2023-05-10,08:17,1,15,1881,83,4,22325,0.08,82156,14788,96944,Espèces,Magasin,0,29.12,5,2023
68742,T01-230510-013897,2023-05-10,17:01,1,15,4708,127,7,15700,0.0,109900,19782,129682,Chèque,Livraison,0,91.77,5,2023
73003,T01-230510-013897,2023-05-10,11:13,1,20,0,153,17,7050,0.0,119850,21573,141423,Espèces,Magasin,0,13.09,5,2023
73709,T01-230510-013897,2023-05-10,18:41,1,20,14025,36,9,2200,0.0,19800,3564,23364,Virement,Livraison,0,3.96,5,2023
90387,T01-230510-013898,2023-05-10,14:15,1,5,0,69,3,2750,0.0,8250,1485,9735,Chèque,Téléphone,0,2.82,5,2023
90937,T01-230510-013898,2023-05-10,16:59,1,15,4922,42,1,1675,0.07,1558,280,1838,Chèque,Livraison,0,0.54,5,2023
92378,T01-230510-013898,2023-05-10,13:24,1,15,0,116,14,3275,0.0,45850,8253,54 103 FCFA,Mobile Money,Magasin,0,16.1,5,2023
99407,T01-230510-013899,2023-05-10,11:08,1,20,8024,73,9,27375,0.0,246375,44348,290723,Espèces,Magasin,0,57.06,5,2023
104753,T01-230510-013899,2023-05-10,11:04,1,5,23350,23,11,22050,0.0,242550,43659,286209,Créance 30 j,Magasin,0,15484.81,5,2023
111340,T01-230510-013899,2023-05-10,07:25,1,20,12858,74,4,29875,0.0,119500,21510,141010,Espèces,Livraison,0,32.2,5,2023
129226,T01-230510-013900,2023-05-10,15:52,1,15,10804,109,3,8100,0.0,24300,4374,28674,Espèces,Téléphone,0,6.66,5,2023
129667,T01-230510-013900,2023-05-10,15:33,1,20,9993,62,5,3300,0.0,16500,2970,19470,Virement,Livraison,0,4.85,5,2023
136742,T01-230510-013900,2023-05-10,13:07,1,10,19685,9,4,5125,0.0,20500,3690,24190,Mobile Money,Magasin,0,155.92,5,2023
138012,T01-230510-013901,2023-05-10,17:53,1,5,23393,17,6,900,0.0,5400,972,6372,Espèces,Magasin,0,9.66,5,2023
140884,T01-230510-013901,2023-05-10,11:57,1,20,2228,38,2,1850,0.0,3700,666,4366,Mobile Money,Téléphone,0,1.16,5,2023
146194,T01-230510-013901,2023-05-10,11:57,1,5,5737,146,2,7725,0.04,14832,2670,17502,Espèces,Livraison,0,0.82,5,2023
147261,T01-230510-013902,2023-05-10,15:35,1,10,7858,69,8,2700,0.04,20736,3732,24468,Virement,Magasin,0,7.52,5,2023
155323,T01-230510-013902,2023-05-10,07:17,1,5,15308,131,1,9225,0.0,9225,1660,10885,Mobile Money,Magasin,0,17.16,5,2023
156601,T01-230510-013902,2023-05-10,08:26,1,20,0,56,5,4350,0.0,21750,3915,25665,Mobile Money,Magasin,0,8.0,5,2023
167649,T01-230510-013903,2023-05-10,12:38,1,15,4131,89,6,8575,0.04,49392,8891,58283,Mobile Money,Magasin,0,8.4,5,2023
169460,T01-230510-013903,2023-05-10,11:11,1,10,0,121,10,4525,0.0,45250,8145,53395,Espèces,Livraison,0,6.8,5,2023
183573,T01-230510-013903,2023-05-10,08:13,1,5,9146,125,9,3800,0.04,32832,5910,38742,Mobile Money,Magasin,0,8.46,5,2023
188903,T01-230510-013904,2023-05-10,15:18,1,20,697,6,6,6925,0.04,39888,7180,47068,Chèque,Téléphone,0,357.78,5,2023
189158,T01-230510-013904,2023-05-10,15:43,1,20,6633,11,5,6300,0.0,31500,5670,37170,Mobile Money,Magasin,0,237.8,5,2023
203103,T01-230510-013904,2023-05-10,12:59,1,20,15909,100,2,16450,0.04,31584,5685,37269,Espèces,Magasin,0,4.76,5,2023
212525,T01-230510-013905,2023-05-10,16:56,1,5,9833,143,22,7450,0.07,152427,27437,179864,Virement,Livraison,0,16.06,5,2023
214419,T01-230510-013905,2023-05-10,10:41,1,10,7442,94,1,7650,0.08,7038,1267,8305,Chèque,Magasin,0,3.19,5,2023
214758,T01-230510-013905,2023-05-10,08:08,1,20,22168,128,1,15975,0.0,15975,2876,18851,Chèque,Magasin,0,15.28,5,2023
216332,T01-230510-013906,2023-05-10,14:16,1,20,12435,118,33,4150,0.0,136950,24651,161601,Créance 30 j,Magasin,0,33.66,5,2023
221901,T01-230510-013906,2023-05-10,09:31,1,20,10809,143,3,7225,0.0,21675,3902,25577,Espèces,Magasin,0,2.19,5,2023
226925,T01-230510-013906,2023-05-10,17:23,1,10,10987,139,4,8000,0.0,32000,5760,37760,Mobile Money,Livraison,0,3.44,5,2023
229081,T01-230510-013907,2023-05-10,17:17,1,5,11703,9,5,5000,0.04,24000,4320,28320,Créance 30 j,Magasin,0,194.9,5,2023
230656,T01-230510-013907,2023-05-10,13:04,1,5,0,6,2,7125,0.0,14250,2565,16815,Chèque,Magasin,0,119.26,5,2023
238480,T01-230510-013907,2023-05-10,13:35,1,15,8702,22,7,600,0.04,4032,726,4758,Mobile Money,Livraison,0,25.27,5,2023
11283,T02-230510-013908,2023-05-10,10:13,2,16,0,150,6,4500,0.0,27000,4860,31860,Espèces,Magasin,0,3.12,5,2023
13943,T02-230510-013908,2023-05-10,15:18,2,6,18049,13,3,1250,0.0,3750,675,4425,Virement,Magasin,0,5.55,5,2023
30113,T02-230510-013908,2023-05-10,09:44,2,1,7732,145,13,8100,0.04,101088,18196,119284,Mobile Money,Téléphone,0,12.22,5,2023
42962,T02-230510-013908,2023-05-10,13:54,2,16,14473,77,3,25925,0.08,71553,12880,84433,Espèces,Livraison,0,21.45,5,2023
45247,T02-230510-013909,2023-05-10,14:15,2,6,0,137,15,4600,0.0,69000,12420,81420,Virement,Magasin,0,9.45,5,2023
49180,T02-230510-013909,2023-05-10,12:17,2,6,16063,137,4,4650,0.0,18600,3348,21948,Espèces,Livraison,0,2.52,5,2023
57289,T02-230510-013909,2023-05-10,14:20,2,11,23190,122,11,6025,0.0,66275,11930,78205,Mobile Money,Magasin,0,7.81,5,2023
67793,T02-230510-013910,2023-05-10,13:03,2,21,17632,142,3,8175,0.0,24525,4414,28939,Mobile Money,Magasin,0,2.4,5,2023
82169,T02-230510-013910,2023-05-10,13:53,2,1,12025,61,7,2825,0.04,18984,3417,22401,Mobile Money,Magasin,0,9.1,5,2023
82885,T02-230510-013910,2023-05-10,18:12,2,11,17081,1,8,5075,0.0,40600,7308,47908,Virement,Livraison,0,265.36,5,2023
90813,T02-230510-013911,2023-05-10,15:15,2,1,0,24,15,22125,0.0,331875,59738,391613,Mobile Money,Livraison,0,16869.0,5,2023
97635,T02-230510-013911,2023-05-10,11:19,2,11,0,52,6,5575,0.0,33450,6021,39471,Mobile Money,Magasin,0,4.08,5,2023
98582,T02-230510-013911,2023-05-10,10:59,2,1,10609,103,9,15300,0.04,132192,23795,155987,Mobile Money,Livraison,0,16.38,5,2023
108292,T02-230510-013912,2023-05-10,08:41,2,21,17550,108,3,18875,0.0,56625,10192,66817,Chèque,Livraison,0,2.52,5,2023
111420,T02-230510-013912,2023-05-10,08:50,2,16,9154,150,7,4600,0.0,32200,5796,37996,Chèque,Magasin,0,3.64,5,2023
116066,T02-230510-013912,2023-05-10,10:45,2,21,0,14,2,1175,0.0,2350,423,2773,Virement,Livraison,0,8.56,5,2023
118415,T02-230510-013913,2023-05-10,15:09,2,1,0,34,2,1250,0.0,2500,450,2950,Espèces,Téléphone,0,0.8,5,2023
119832,T02-230510-013913,2023-05-10,14:45,2,11,18902,75,3,22475,0.0,67425,12136,79561,Espèces,Magasin,0,29.4,5,2023
147246,T02-230510-013913,2023-05-10,14:09,2,1,1850,71,1,2925,0.04,2808,505,3313,Mobile Money,Magasin,0,0.69,5,2023
158758,T02-230510-013914,2023-05-10,09:01,2,11,13327,10,9,3875,0.0,34875,6278,41153,Espèces,Magasin,0,307.35,5,2023
161287,T02-230510-013914,2023-05-10,09:40,2,21,9539,15,3,900,0.0,2700,486,3186,Créance 30 j,Téléphone,0,8.82,5,2023
181665,T02-230510-013914,2023-05-10,15:05,2,21,0,117,10,3600,0.0,36000,6480,42480,Mobile Money,Téléphone,0,16.3,5,2023
203297,T02-230510-013915,2023-05-10,07:10,2,6,0,43,11,7825,0.0,86075,15494,101569,Espèces,Magasin,0,12.65,5,2023
220341,T02-230510-013915,2023-05-10,17:27,2,1,17966,142,3,8475,0.04,24408,4393,28801,Espèces,Magasin,0,2.4,5,2023
224506,T02-230510-013915,2023-05-10,17:46,2,1,11139,3,8,5200,0.04,39936,7188,47124,Mobile Money,Magasin,0,444.8,5,2023
11175,T03-230510-013916,2023-05-10,17:14,3,22,17927,22,2,625,0.0,1250,225,1475,Espèces,Téléphone,0,7.22,5,2023
12547,T03-230510-013916,2023-05-10,15:11,3,17,19163,119,3,4725,0.0,14175,2552,16727,Chèque,Livraison,0,2.28,5,2023
14645,T03-230510-013916,2023-05-10,08:20,3,7,5082,36,19,2300,0.0,43700,7866,51566,Espèces,Téléphone,0,8.36,5,2023
22104,T03-230510-013917,2023-05-10,07:52,3,22,0,96,3,15725,0.0,47175,8492,55667,Mobile Money,Magasin,0,5.28,5,2023
22162,T03-230510-013917,2023-05-10,14:00,3,12,12245,3,2,5325,0.0,10650,1917,12567,Mobile Money,Téléphone,0,111.2,5,2023
30681,T03-230510-013918,2023-05-10,13:15,3,12,5265,41,6,1400,0.04,8064,1452,9516,Mobile Money,Magasin,0,1.98,5,2023
31618,T03-230510-013918,2023-05-10,16:55,3,7,14411,21,9,975,0.0,8775,1580,10355,Espèces,Magasin,0,23.31,5,2023
31720,T03-230510-013919,2023-05-10,13:00,3,17,0,79,4,29400,0.0,117600,21168,138768,Espèces,Magasin,0,25.92,5,2023
40834,T03-230510-013919,2023-05-10,17:27,3,7,0,27,1,13900,0.0,13900,2502,16402,Virement,Livraison,0,1753.05,5,2023
42330,T03-230510-013920,2023-05-10,13:08,3,2,22666,140,3,4500,0.04,12960,2333,15293,Espèces,Magasin,0,1.47,5,2023
51271,T03-230510-013920,2023-05-10,16:46,3,2,16800,7,4,3725,0.03,14453,2602,17055,Chèque,Magasin,0,132.24,5,2023
51980,T03-230510-013921,2023-05-10,11:43,3,2,0,62,14,3300,0.0,46200,8316,54516,Mobile Money,Livraison,0,13.58,5,2023
53989,T03-230510-013921,2023-05-10,16:23,3,2,4606,88,6,14250,0.04,82080,14774,96854,Mobile Money,Magasin,0,8.04,5,2023
64145,T03-230510-013922,2023-05-10,09:16,3,7,15357,15,1,925,0.08,851,153,1004,Espèces,Magasin,0,2.94,5,2023
67747,T03-230510-013922,2023-05-10,16:20,3,7,3502,44,16,7525,0.0,120400,21672,142072,Chèque,Magasin,0,24.0,5,2023
69685,T03-230510-013923,2023-05-10,12:40,3,22,6708,57,7,6475,0.0,45325,8158,53483,Créance 30 j,Livraison,0,4.76,5,2023
74693,T03-230510-013923,2023-05-10,17:02,3,17,14679,139,14,8050,0.04,108192,19475,127667,Créance 30 j,Magasin,0,12.04,5,2023
98378,T03-230510-013924,2023-05-10,11:40,3,17,471,143,1,7450,0.04,7152,1287,8439,Mobile Money,Magasin,0,0.73,5,2023
104805,T03-230510-013924,2023-05-10,15:13,3,22,13070,39,4,1325,0.0,5300,954,6254,Créance 30 j,Livraison,0,0.92,5,2023
106650,T03-230510-013925,2023-05-10,17:59,3,12,17715,146,5,7700,0.08,35420,6376,41796,Mobile Money,Livraison,0,2.05,5,2023
107885,T03-230510-013925,2023-05-10,07:42,3,7,4949,19,3,900,0.0,2700,486,3186,Chèque,Magasin,0,13.8,5,2023
109360,T03-230510-013926,2023-05-10,18:35,3,7,0,16,4,600,0.0,2400,432,2832,Chèque,Magasin,0,11.6,5,2023
118936,T03-230510-013926,2023-05-10,17:38,3,7,15552,73,8,28225,0.04,216768,39018,255786,Espèces,Magasin,0,50.72,5,2023
129692,T03-230510-013927,2023-05-10,18:21,3,17,8629,6,10,6975,0.0,69750,12555,82305,Mobile Money,Magasin,0,596.3,5,2023
131738,T03-230510-013927,2023-05-10,09:56,3,22,3233,4,21,3450,0.03,70276,12650,82926,Espèces,Magasin,0,686.28,5,2023
140207,T03-230510-013928,2023-05-10,15:55,3,7,0,23,6,22225,0.0,133350,24003,157353,Mobile Money,Magasin,0,8446.26,5,2023
153261,T03-230510-013928,2023-05-10,15:36,3,7,0,37,3,1225,0.0,3675,662,4337,Espèces,Téléphone,0,1.65,5,2023
155348,T03-230510-013929,2023-05-10,18:55,3,17,0,59,1,6900,0.0,6900,1242,8142,Créance 30 j,Téléphone,0,0.98,5,2023
157635,T03-230510-013929,2023-05-10,13:04,3,22,11847,114,20,5800,0.08,106720,19210,125930,Espèces,Magasin,0,13.0,5,2023
170416,T03-230510-013930,2023-05-10,14:21,3,12,21262,10,5,3750,0.04,18000,3240,21240,Espèces,Téléphone,0,170.75,5,2023
173022,T03-230510-013930,2023-05-10,13:49,3,2,17972,71,1,2950,0.0,2950,531,3481,Mobile Money,Magasin,0,0.69,5,2023
177292,T03-230510-013931,2023-05-10,07:02,3,12,13217,94,2,7450,0.08,13708,2467,16175,Mobile Money,Magasin,0,6.38,5,2023
179198,T03-230510-013931,2023-05-10,08:07,3,7,22761,65,2,4000,0.0,8000,1440,9440,Espèces,Magasin,0,1.82,5,2023
181171,T03-230510-013932,2023-05-10,08:29,3,17,18459,89,3,8550,0.04,24624,4432,29056,Espèces,Magasin,0,4.2,5,2023
181803,T03-230510-013932,2023-05-10,13:40,3,22,0,13,4,1225,0.0,4900,882,5782,Espèces,Livraison,0,7.4,5,2023
184211,T03-230510-013933,2023-05-10,18:59,3,12,13269,41,5,1350,0.08,6210,1118,7328,Mobile Money,Magasin,0,1.65,5,2023
191130,T03-230510-013933,2023-05-10,13:15,3,17,13205,10,17,3725,0.0,63325,11398,74723,Mobile Money,Magasin,0,580.55,5,2023
203649,T03-230510-013934,2023-05-10,07:31,3,17,6885,40,10,1975,0.0,19750,3555,23305,Espèces,Magasin,0,2.2,5,2023
219373,T03-230510-013934,2023-05-10,18:30,3,12,0,101,2,7950,0.0,15900,2862,18762,Mobile Money,Livraison,0,3.88,5,2023
224887,T03-230510-013935,2023-05-10,16:40,3,17,11877,1,7,5125,0.0,35875,6458,42333,Virement,Magasin,0,232.19,5,2023
230649,T03-230510-013935,2023-05-10,15:28,3,22,4588,10,5,3700,0.0,18500,3330,21830,Chèque,Livraison,0,170.75,5,2023
19919,T04-230510-013936,2023-05-10,08:25,4,8,5684,9,11,4975,0.08,50347,9062,59409,Espèces,Magasin,0,428.78,5,2023
37554,T04-230510-013936,2023-05-10,10:22,4,18,14295,56,4,4350,0.04,16704,3007,19711,Mobile Money,Magasin,0,6.4,5,2023
41804,T04-230510-013937,2023-05-10,07:15,4,8,2979,22,6,600,0.0,3600,648,4248,Chèque,Magasin,0,21.66,5,2023
92925,T04-230510-013937,2023-05-10,07:23,4,13,7645,134,3,11425,0.0,34275,6170,40445,Espèces,Magasin,0,55.2,5,2023
96732,T04-230510-013938,2023-05-10,13:16,4,13,5518,74,5,30025,0.0,150125,27022,177147,Espèces,Téléphone,0,40.25,5,2023
97199,T04-230510-013938,2023-05-10,10:02,4,13,0,84,17,27525,0.0,467925,84226,552151,Espèces,Magasin,0,99.11,5,2023
114832,T04-230510-013939,2023-05-10,10:30,4,13,4217,148,5,7150,0.0,35750,6435,42185,Virement,Magasin,0,3.75,5,2023
149501,T04-230510-013939,2023-05-10,07:39,4,8,15421,143,19,7400,0.04,134976,24296,159272,Chèque,Livraison,0,13.87,5,2023
163389,T04-230510-013940,2023-05-10,15:02,4,8,4533,146,8,7850,0.04,60288,10852,71140,Chèque,Magasin,0,3.28,5,2023
164600,T04-230510-013940,2023-05-10,09:07,4,13,0,49,3,7100,0.0,21300,3834,25134,Espèces,Magasin,0,4.08,5,2023
173574,T04-230510-013941,2023-05-10,08:52,4,18,0,51,5,6375,0.0,31875,5738,37613,Virement,Magasin,0,3.45,5,2023
195350,T04-230510-013941,2023-05-10,16:37,4,3,2014,82,2,35275,0.0,70550,12699,83249,Espèces,Magasin,0,13.2,5,2023
203612,T04-230510-013942,2023-05-10,12:08,4,18,20517,92,3,10800,0.0,32400,5832,38232,Virement,Magasin,0,4.5,5,2023
218771,T04-230510-013942,2023-05-10,10:15,4,13,771,53,6,4625,0.0,27750,4995,32745,Virement,Téléphone,0,8.88,5,2023
227340,T04-230510-013943,2023-05-10,14:55,4,3,0,18,8,925,0.0,7400,1332,8732,Espèces,Magasin,0,35.04,5,2023
235389,T04-230510-013943,2023-05-10,10:12,4,18,9609,38,5,1800,0.0,9000,1620,10620,Mobile Money,Téléphone,0,2.9,5,2023
6698,T05-230510-013944,2023-05-10,08:18,5,14,12434,114,10,5900,0.0,59000,10620,69620,Créance 30 j,Téléphone,0,6.5,5,2023
44625,T05-230510-013944,2023-05-10,14:12,5,9,8801,20,9,1300,0.0,11700,2106,13806,Espèces,Magasin,0,42.3,5,2023
45853,T05-230510-013945,2023-05-10,16:22,5,9,0,1,6,5225,0.0,31350,5643,36993,Mobile Money,Magasin,0,199.02,5,2023
53974,T05-230510-013945,2023-05-10,17:14,5,14,0,68,14,2300,0.0,32200,5796,37996,Chèque,Magasin,0,15.4,5,2023
56440,T05-230510-013946,2023-05-10,16:09,5,14,19005,52,2,5700,0.04,10944,1970,12914,Mobile Money,Magasin,0,1.36,5,2023
74360,T05-230510-013946,2023-05-10,18:35,5,14,13188,129,5,15625,0.0,78125,14062,92187,Mobile Money,Magasin,0,87.35,5,2023
94095,T05-230510-013947,2023-05-10,08:42,5,19,6203,141,2,4475,0.0,8950,1611,10561,Chèque,Livraison,0,1.9,5,2023
96159,T05-230510-013947,2023-05-10,07:54,5,9,5319,126,6,3750,0.0,22500,4050,26550,Créance 30 j,Magasin,0,9.24,5,2023
100919,T05-230510-013948,2023-05-10,13:29,5,9,8099,47,5,8375,0.04,40200,7236,47436,Chèque,Livraison,0,6.8,5,2023
131180,T05-230510-013948,2023-05-10,09:49,5,19,4825,47,3,8450,0.07,23576,4244,27820,Mobile Money,Magasin,0,4.08,5,2023
138960,T05-230510-013949,2023-05-10,15:51,5,4,19452,56,2,4225,0.08,7774,1399,9173,Espèces,Magasin,0,3.2,5,2023
153129,T05-230510-013949,2023-05-10,13:32,5,14,3265,69,2,2750,0.08,5060,911,5971,Espèces,Magasin,0,1.88,5,2023
159865,T05-230510-013950,2023-05-10,09:26,5,4,0,28,4,19800,0.0,79200,14256,93456,Mobile Money,Livraison,0,4779.88,5,2023
168301,T05-230510-013950,2023-05-10,16:24,5,14,14021,144,1,6725,0.04,6456,1162,7618,Espèces,Livraison,0,0.92,5,2023
