id_note,id_eleve,matiere,note,trimestre
N009530,E0096,maths,13.51,3
N009531,E0096,francais,10.4,3
N009532,E0096,sciences,12.86,3
N009533,E0096,anglais,10.68,3
N009534,E0096,histoire_geographie,13.55,3
N009610,E0097,maths,11.35,1
N009611,E0097,francais,7.51,1
N009612,E0097,sciences,8.48,1
N009613,E0097,anglais,10.63,1
N009614,E0097,histoire_geographie,10.08,1
N009620,E0097,maths,8.63,2
N009621,E0097,francais,10.52,2
N009622,E0097,sciences,10.26,2
N009623,E0097,anglais,10.54,2
N009624,E0097,histoire_geographie,10.73,2
N009630,E0097,maths,7.76,3
N009631,E0097,francais,8.44,3
N009632,E0097,sciences,12.59,3
N009633,E0097,anglais,10.44,3
N009634,E0097,histoire_geographie,10.33,3
N009710,E0098,maths,11.93,1
N009711,E0098,francais,11.64,1
N009712,E0098,sciences,13.72,1
N009713,E0098,anglais,12.22,1
N009714,E0098,histoire_geographie,11.98,1
N009720,E0098,maths,10.95,2
N009721,E0098,francais,13.35,2
N009722,E0098,sciences,12.81,2
N009723,E0098,anglais,12.87,2
N009724,E0098,histoire_geographie,11.5,2
N009730,E0098,maths,12.34,3
N009731,E0098,francais,10.33,3
N009732,E0098,sciences,11.36,3
N009733,E0098,anglais,10.53,3
N009734,E0098,histoire_geographie,11.82,3
N009810,E0099,maths,7.67,1
N009811,E0099,francais,8.8,1
N009812,E0099,sciences,11.11,1
N009813,E0099,anglais,10.2,1
N009814,E0099,histoire_geographie,12.83,1
N009820,E0099,maths,8.87,2
N009821,E0099,francais,13.38,2
N009822,E0099,sciences,10.19,2
N009823,E0099,anglais,10.6,2
N009824,E0099,histoire_geographie,9.8,2
N009830,E0099,maths,9.83,3
N009831,E0099,francais,9.38,3
N009832,E0099,sciences,10.82,3
N009833,E0099,anglais,10.22,3
N009834,E0099,histoire_geographie,10.01,3
N009910,E0100,maths,7.83,1
N009911,E0100,francais,8.66,1
N009912,E0100,sciences,8.1,1
N009913,E0100,anglais,9.11,1
N009914,E0100,histoire_geographie,6.71,1
N009920,E0100,maths,6.84,2
N009921,E0100,francais,10.74,2
N009922,E0100,sciences,7.82,2
N009923,E0100,anglais,6.86,2
N009924,E0100,histoire_geographie,8.72,2
N009930,E0100,maths,5.55,3
N009931,E0100,francais,6.65,3
N009932,E0100,sciences,10.03,3
N009933,E0100,anglais,7.46,3
N009934,E0100,histoire_geographie,8.23,3
N010010,E0101,maths,10.53,1
N010011,E0101,francais,8.4,1
N010012,E0101,sciences,7.0,1
N010013,E0101,anglais,5.18,1
N010014,E0101,histoire_geographie,8.3,1
N010020,E0101,maths,7.53,2
N010021,E0101,francais,8.26,2
N010022,E0101,sciences,6.11,2
N010023,E0101,anglais,6.33,2
N010024,E0101,histoire_geographie,9.89,2
N010030,E0101,maths,5.63,3
N010031,E0101,francais,6.34,3
N010032,E0101,sciences,7.25,3
N010033,E0101,anglais,6.47,3
N010034,E0101,histoire_geographie,8.3,3
N010110,E0102,maths,6.7,1
N010111,E0102,francais,9.18,1
N010112,E0102,sciences,8.33,1
N010113,E0102,anglais,6.23,1
N010114,E0102,histoire_geographie,9.96,1
N010120,E0102,maths,8.15,2
N010121,E0102,francais,9.86,2
N010122,E0102,sciences,8.15,2
N010123,E0102,anglais,10.2,2
N010124,E0102,histoire_geographie,9.75,2
N010130,E0102,maths,8.5,3
N010131,E0102,francais,8.1,3
N010132,E0102,sciences,9.83,3
N010133,E0102,anglais,7.94,3
N010134,E0102,histoire_geographie,9.08,3
N010210,E0103,maths,12.3,1
N010211,E0103,francais,12.41,1
N010212,E0103,sciences,13.29,1
N010213,E0103,anglais,14.36,1
N010214,E0103,histoire_geographie,15.31,1
N010220,E0103,maths,11.86,2
N010221,E0103,francais,16.02,2
N010222,E0103,sciences,13.13,2
N010223,E0103,anglais,12.13,2
N010224,E0103,histoire_geographie,15.68,2
N010230,E0103,maths,12.74,3
N010231,E0103,francais,13.49,3
N010232,E0103,sciences,13.12,3
N010233,E0103,anglais,13.45,3
N010234,E0103,histoire_geographie,13.79,3
N010310,E0104,maths,8.51,1
N010311,E0104,francais,11.09,1
N010312,E0104,sciences,11.46,1
N010313,E0104,anglais,9.55,1
N010314,E0104,histoire_geographie,10.39,1
N010320,E0104,maths,11.09,2
N010321,E0104,francais,10.25,2
N010322,E0104,sciences,9.31,2
N010323,E0104,anglais,11.29,2
N010324,E0104,histoire_geographie,9.88,2
N010330,E0104,maths,10.82,3
N010331,E0104,francais,9.44,3
N010332,E0104,sciences,9.03,3
N010333,E0104,anglais,8.89,3
N010334,E0104,histoire_geographie,11.28,3
N010410,E0105,maths,10.8,1
N010411,E0105,francais,10.08,1
N010412,E0105,sciences,10.92,1
N010413,E0105,anglais,10.29,1
N010414,E0105,histoire_geographie,11.28,1
N010420,E0105,maths,8.05,2
N010421,E0105,francais,10.81,2
N010422,E0105,sciences,10.08,2
N010423,E0105,anglais,12.44,2
N010424,E0105,histoire_geographie,9.65,2
N010430,E0105,maths,10.09,3
N010431,E0105,francais,12.35,3
N010432,E0105,sciences,10.37,3
N010433,E0105,anglais,9.56,3
N010434,E0105,histoire_geographie,11.99,3
N010510,E0106,maths,4.97,1
N010511,E0106,francais,7.2,1
N010512,E0106,sciences,5.11,1
N010513,E0106,anglais,2.81,1
N010514,E0106,histoire_geographie,5.7,1
N010520,E0106,maths,5.76,2
N010521,E0106,francais,7.65,2
N010522,E0106,sciences,5.24,2
N010523,E0106,anglais,7.2,2
N010524,E0106,histoire_geographie,6.26,2
N010530,E0106,maths,7.02,3
N010531,E0106,francais,5.65,3
N010532,E0106,sciences,5.98,3
N010533,E0106,anglais,7.77,3
N010534,E0106,histoire_geographie,7.12,3
N010610,E0107,maths,11.66,1
N010611,E0107,francais,12.35,1
N010612,E0107,sciences,13.47,1
N010613,E0107,anglais,14.3,1
N010614,E0107,histoire_geographie,14.07,1
N010620,E0107,maths,12.2,2
N010621,E0107,francais,15.3,2
N010622,E0107,sciences,12.56,2
N010623,E0107,anglais,15.25,2
N010624,E0107,histoire_geographie,14.33,2
N010630,E0107,maths,12.48,3
N010631,E0107,francais,14.79,3
N010632,E0107,sciences,14.58,3
N010633,E0107,anglais,12.7,3
N010634,E0107,histoire_geographie,14.77,3
N010710,E0108,maths,11.6,1
N010711,E0108,francais,13.33,1
N010712,E0108,sciences,14.08,1
N010713,E0108,anglais,11.36,1
N010714,E0108,histoire_geographie,11.77,1
N010720,E0108,maths,11.76,2
N010721,E0108,francais,10.94,2
N010722,E0108,sciences,12.29,2
N010723,E0108,anglais,14.48,2
N010724,E0108,histoire_geographie,11.87,2
N010730,E0108,maths,12.54,3
N010731,E0108,francais,15.93,3
N010732,E0108,sciences,11.98,3
N010733,E0108,anglais,14.01,3
N010734,E0108,histoire_geographie,12.93,3
N010810,E0109,maths,9.23,1
N010811,E0109,francais,12.43,1
N010812,E0109,sciences,8.63,1
N010813,E0109,anglais,8.63,1
N010814,E0109,histoire_geographie,11.31,1
N010820,E0109,maths,11.9,2
N010821,E0109,francais,13.16,2
N010822,E0109,sciences,11.43,2
N010823,E0109,anglais,11.34,2
N010824,E0109,histoire_geographie,10.33,2
N010830,E0109,maths,8.96,3
N010831,E0109,francais,9.21,3
N010832,E0109,sciences,9.8,3
N010833,E0109,anglais,10.57,3
N010834,E0109,histoire_geographie,10.66,3
N010910,E0110,maths,7.26,1
N010911,E0110,francais,7.58,1
N010912,E0110,sciences,8.53,1
N010913,E0110,anglais,5.95,1
N010914,E0110,histoire_geographie,9.69,1
N010920,E0110,maths,8.06,2
N010921,E0110,francais,7.97,2
N010922,E0110,sciences,7.25,2
N010923,E0110,anglais,6.03,2
N010924,E0110,histoire_geographie,8.75,2
N010930,E0110,maths,8.59,3
N010931,E0110,francais,8.1,3
N010932,E0110,sciences,9.87,3
N010933,E0110,anglais,9.33,3
N010934,E0110,histoire_geographie,10.45,3
N011010,E0111,maths,11.9,1
N011011,E0111,francais,10.71,1
N011012,E0111,sciences,8.33,1
N011013,E0111,anglais,12.69,1
N011014,E0111,histoire_geographie,13.23,1
N011020,E0111,maths,10.69,2
N011021,E0111,francais,10.53,2
N011022,E0111,sciences,10.09,2
N011023,E0111,anglais,12.31,2
N011024,E0111,histoire_geographie,12.95,2
N011030,E0111,maths,11.03,3
N011031,E0111,francais,12.28,3
N011032,E0111,sciences,12.78,3
N011033,E0111,anglais,12.57,3
N011034,E0111,histoire_geographie,13.09,3
N011110,E0112,maths,8.92,1
N011111,E0112,francais,9.65,1
N011112,E0112,sciences,10.35,1
N011113,E0112,anglais,11.34,1
N011114,E0112,histoire_geographie,11.73,1
N011120,E0112,maths,9.96,2
N011121,E0112,francais,8.62,2
N011122,E0112,sciences,8.82,2
N011123,E0112,anglais,10.76,2
N011124,E0112,histoire_geographie,9.61,2
N011130,E0112,maths,10.67,3
N011131,E0112,francais,10.16,3
N011132,E0112,sciences,10.32,3
N011133,E0112,anglais,8.74,3
N011134,E0112,histoire_geographie,9.72,3
N011210,E0113,maths,11.76,1
N011211,E0113,francais,13.58,1
N011212,E0113,sciences,15.41,1
N011213,E0113,anglais,11.12,1
N011214,E0113,histoire_geographie,12.72,1
N011220,E0113,maths,11.8,2
N011221,E0113,francais,13.67,2
N011222,E0113,sciences,14.04,2
N011223,E0113,anglais,12.57,2
N011224,E0113,histoire_geographie,15.04,2
N011230,E0113,maths,12.92,3
N011231,E0113,francais,12.1,3
N011232,E0113,sciences,11.52,3
N011233,E0113,anglais,13.08,3
N011234,E0113,histoire_geographie,12.55,3
N011310,E0114,maths,7.48,1
N011311,E0114,francais,9.9,1
N011312,E0114,sciences,8.32,1
N011313,E0114,anglais,8.16,1
N011314,E0114,histoire_geographie,8.46,1
N011320,E0114,maths,8.59,2
N011321,E0114,francais,9.36,2
N011322,E0114,sciences,10.55,2
N011323,E0114,anglais,7.33,2
N011324,E0114,histoire_geographie,9.64,2
N011330,E0114,maths,5.88,3
N011331,E0114,francais,8.32,3
N011332,E0114,sciences,7.32,3
N011333,E0114,anglais,6.96,3
N011334,E0114,histoire_geographie,8.5,3
N011410,E0115,maths,10.05,1
N011411,E0115,francais,12.5,1
N011412,E0115,sciences,11.36,1
N011413,E0115,anglais,10.65,1
N011414,E0115,histoire_geographie,12.24,1
N011420,E0115,maths,11.24,2
N011421,E0115,francais,9.85,2
N011422,E0115,sciences,12.11,2
N011423,E0115,anglais,10.81,2
N011424,E0115,histoire_geographie,11.32,2
N011430,E0115,maths,9.1,3
N011431,E0115,francais,11.4,3
N011432,E0115,sciences,12.66,3
N011433,E0115,anglais,11.33,3
N011434,E0115,histoire_geographie,11.77,3
N011510,E0116,maths,8.56,1
N011511,E0116,francais,10.15,1
N011512,E0116,sciences,6.94,1
N011513,E0116,anglais,8.09,1
N011514,E0116,histoire_geographie,10.35,1
N011520,E0116,maths,8.16,2
N011521,E0116,francais,11.43,2
N011522,E0116,sciences,10.77,2
N011523,E0116,anglais,11.27,2
N011524,E0116,histoire_geographie,9.89,2
N011530,E0116,maths,8.28,3
N011531,E0116,francais,11.5,3
N011532,E0116,sciences,9.8,3
N011533,E0116,anglais,8.7,3
N011534,E0116,histoire_geographie,7.91,3
N011610,E0117,maths,9.68,1
N011611,E0117,francais,9.26,1
N011612,E0117,sciences,10.14,1
N011613,E0117,anglais,9.02,1
N011614,E0117,histoire_geographie,8.5,1
N011620,E0117,maths,8.64,2
N011621,E0117,francais,9.75,2
N011622,E0117,sciences,9.61,2
N011623,E0117,anglais,8.62,2
N011624,E0117,histoire_geographie,10.96,2
N011630,E0117,maths,9.91,3
N011631,E0117,francais,10.62,3
N011632,E0117,sciences,11.53,3
N011633,E0117,anglais,11.17,3
N011634,E0117,histoire_geographie,9.7,3
N011710,E0118,maths,9.66,1
N011711,E0118,francais,8.18,1
N011712,E0118,sciences,7.92,1
N011713,E0118,anglais,8.23,1
N011714,E0118,histoire_geographie,8.14,1
N011720,E0118,maths,9.53,2
N011721,E0118,francais,9.92,2
N011722,E0118,sciences,8.39,2
N011723,E0118,anglais,7.61,2
N011724,E0118,histoire_geographie,8.32,2
N011730,E0118,maths,9.28,3
N011731,E0118,francais,6.61,3
N011732,E0118,sciences,8.77,3
N011733,E0118,anglais,8.57,3
N011734,E0118,histoire_geographie,11.12,3
N011810,E0119,maths,9.45,1
N011811,E0119,francais,9.47,1
N011812,E0119,sciences,8.3,1
N011813,E0119,anglais,9.02,1
N011814,E0119,histoire_geographie,7.2,1
N011820,E0119,maths,9.75,2
N011821,E0119,francais,11.44,2
N011822,E0119,sciences,8.85,2
N011823,E0119,anglais,7.66,2
N011824,E0119,histoire_geographie,8.81,2
N011830,E0119,maths,8.42,3
N011831,E0119,francais,8.05,3
N011832,E0119,sciences,6.37,3
N011833,E0119,anglais,8.67,3
N011834,E0119,histoire_geographie,10.33,3
N011910,E0120,maths,11.68,1
N011911,E0120,francais,11.05,1
N011912,E0120,sciences,11.09,1
N011913,E0120,anglais,10.8,1
N011914,E0120,histoire_geographie,14.11,1
N011920,E0120,maths,10.97,2
N011921,E0120,francais,12.63,2
N011922,E0120,sciences,9.01,2
N011923,E0120,anglais,11.11,2
N011924,E0120,histoire_geographie,12.52,2
N011930,E0120,maths,10.27,3
N011931,E0120,francais,12.89,3
N011932,E0120,sciences,12.48,3
N011933,E0120,anglais,10.43,3
N011934,E0120,histoire_geographie,12.81,3
N012010,E0121,maths,13.52,1
N012011,E0121,francais,11.73,1
N012012,E0121,sciences,12.32,1
N012013,E0121,anglais,14.2,1
N012014,E0121,histoire_geographie,13.11,1
N012020,E0121,maths,13.21,2
N012021,E0121,francais,12.86,2
N012022,E0121,sciences,12.07,2
N012023,E0121,anglais,13.08,2
N012024,E0121,histoire_geographie,13.53,2
N012030,E0121,maths,11.89,3
N012031,E0121,francais,13.99,3
N012032,E0121,sciences,13.96,3
N012033,E0121,anglais,13.65,3
N012034,E0121,histoire_geographie,12.58,3
N012110,E0122,maths,12.58,1
N012111,E0122,francais,13.53,1
N012112,E0122,sciences,14.06,1
N012113,E0122,anglais,11.06,1
N012114,E0122,histoire_geographie,13.55,1
N012120,E0122,maths,13.0,2
N012121,E0122,francais,12.65,2
N012122,E0122,sciences,13.12,2
N012123,E0122,anglais,14.17,2
N012124,E0122,histoire_geographie,12.97,2
N012130,E0122,maths,11.85,3
N012131,E0122,francais,13.4,3
N012132,E0122,sciences,12.22,3
N012133,E0122,anglais,12.29,3
N012134,E0122,histoire_geographie,14.7,3
N012210,E0123,maths,8.39,1
N012211,E0123,francais,9.93,1
N012212,E0123,sciences,10.66,1
N012213,E0123,anglais,10.47,1
N012214,E0123,histoire_geographie,10.98,1
N012220,E0123,maths,9.22,2
N012221,E0123,francais,10.5,2
N012222,E0123,sciences,10.61,2
N012223,E0123,anglais,9.14,2
N012224,E0123,histoire_geographie,12.9,2
N012230,E0123,maths,8.53,3
N012231,E0123,francais,8.93,3
N012232,E0123,sciences,8.93,3
N012233,E0123,anglais,8.47,3
N012234,E0123,histoire_geographie,10.23,3
N012310,E0124,maths,12.97,1
N012311,E0124,francais,12.63,1
N012312,E0124,sciences,13.23,1
N012313,E0124,anglais,14.24,1
N012314,E0124,histoire_geographie,12.0,1
N012320,E0124,maths,12.56,2
N012321,E0124,francais,14.53,2
N012322,E0124,sciences,12.14,2
N012323,E0124,anglais,13.64,2
N012324,E0124,histoire_geographie,13.25,2
N012330,E0124,maths,12.55,3
N012331,E0124,francais,14.05,3
N012332,E0124,sciences,13.46,3
N012333,E0124,anglais,11.07,3
N012334,E0124,histoire_geographie,12.27,3
N012410,E0125,maths,15.02,1
N012411,E0125,francais,13.03,1
N012412,E0125,sciences,12.64,1
N012413,E0125,anglais,11.65,1
N012414,E0125,histoire_geographie,12.82,1
N012420,E0125,maths,12.39,2
N012421,E0125,francais,13.02,2
N012422,E0125,sciences,11.95,2
N012423,E0125,anglais,13.29,2
N012424,E0125,histoire_geographie,13.63,2
N012430,E0125,maths,13.39,3
N012431,E0125,francais,12.45,3
N012432,E0125,sciences,12.47,3
N012433,E0125,anglais,12.35,3
N012434,E0125,histoire_geographie,15.48,3
N012510,E0126,maths,9.28,1
N012511,E0126,francais,8.61,1
N012512,E0126,sciences,11.05,1
N012513,E0126,anglais,12.3,1
N012514,E0126,histoire_geographie,11.6,1
N012520,E0126,maths,8.31,2
N012521,E0126,francais,10.44,2
N012522,E0126,sciences,9.82,2
N012523,E0126,anglais,10.78,2
N012524,E0126,histoire_geographie,9.67,2
N012530,E0126,maths,8.87,3
N012531,E0126,francais,9.06,3
N012532,E0126,sciences,10.29,3
N012533,E0126,anglais,8.52,3
N012534,E0126,histoire_geographie,9.24,3
N012610,E0127,maths,11.67,1
N012611,E0127,francais,10.27,1
N012612,E0127,sciences,15.56,1
N012613,E0127,anglais,13.08,1
N012614,E0127,histoire_geographie,11.5,1
N012620,E0127,maths,9.55,2
N012621,E0127,francais,11.98,2
N012622,E0127,sciences,10.23,2
N012623,E0127,anglais,11.53,2
N012624,E0127,histoire_geographie,13.85,2
N012630,E0127,maths,11.66,3
N012631,E0127,francais,10.51,3
N012632,E0127,sciences,15.04,3
N012633,E0127,anglais,14.21,3
N012634,E0127,histoire_geographie,13.75,3
N012710,E0128,maths,7.87,1
N012711,E0128,francais,6.34,1
N012712,E0128,sciences,9.12,1
N012713,E0128,anglais,8.68,1
N012714,E0128,histoire_geographie,10.64,1
N012720,E0128,maths,7.19,2
N012721,E0128,francais,10.4,2
N012722,E0128,sciences,8.89,2
N012723,E0128,anglais,6.55,2
N012724,E0128,histoire_geographie,8.94,2
N012730,E0128,maths,8.83,3
N012731,E0128,francais,8.43,3
N012732,E0128,sciences,7.35,3
N012733,E0128,anglais,9.39,3
N012734,E0128,histoire_geographie,9.87,3
N012810,E0129,maths,12.25,1
N012811,E0129,francais,13.17,1
N012812,E0129,sciences,12.11,1
N012813,E0129,anglais,11.12,1
N012814,E0129,histoire_geographie,15.94,1
N012820,E0129,maths,13.21,2
N012821,E0129,francais,14.3,2
N012822,E0129,sciences,13.09,2
N012823,E0129,anglais,12.24,2
N012824,E0129,histoire_geographie,13.73,2
N012830,E0129,maths,12.73,3
N012831,E0129,francais,14.88,3
N012832,E0129,sciences,13.81,3
N012833,E0129,anglais,11.29,3
N012834,E0129,histoire_geographie,13.84,3
N012910,E0130,maths,13.11,1
N012911,E0130,francais,14.63,1
N012912,E0130,sciences,12.94,1
N012913,E0130,anglais,12.85,1
N012914,E0130,histoire_geographie,11.73,1
N012920,E0130,maths,13.14,2
N012921,E0130,francais,15.54,2
N012922,E0130,sciences,12.58,2
N012923,E0130,anglais,10.74,2
N012924,E0130,histoire_geographie,14.05,2
N012930,E0130,maths,13.3,3
N012931,E0130,francais,15.11,3
N012932,E0130,sciences,14.73,3
N012933,E0130,anglais,13.68,3
N012934,E0130,histoire_geographie,16.65,3
N013010,E0131,maths,9.43,1
N013011,E0131,francais,8.67,1
N013012,E0131,sciences,9.86,1
N013013,E0131,anglais,9.89,1
N013014,E0131,histoire_geographie,10.0,1
N013020,E0131,maths,9.03,2
N013021,E0131,francais,10.19,2
N013022,E0131,sciences,9.23,2
N013023,E0131,anglais,8.34,2
N013024,E0131,histoire_geographie,12.37,2
N013030,E0131,maths,10.33,3
N013031,E0131,francais,10.88,3
N013032,E0131,sciences,8.58,3
N013033,E0131,anglais,8.65,3
N013034,E0131,histoire_geographie,10.27,3
N013110,E0132,maths,10.97,1
N013111,E0132,francais,13.41,1
N013112,E0132,sciences,12.42,1
N013113,E0132,anglais,13.51,1
N013114,E0132,histoire_geographie,12.93,1
N013120,E0132,maths,11.87,2
N013121,E0132,francais,13.76,2
N013122,E0132,sciences,12.38,2
N013123,E0132,anglais,12.7,2
N013124,E0132,histoire_geographie,12.6,2
N013130,E0132,maths,9.65,3
N013131,E0132,francais,11.74,3
N013132,E0132,sciences,10.39,3
N013133,E0132,anglais,12.06,3
N013134,E0132,histoire_geographie,14.1,3
N013210,E0133,maths,9.03,1
N013211,E0133,francais,8.22,1
N013212,E0133,sciences,11.09,1
N013213,E0133,anglais,8.59,1
N013214,E0133,histoire_geographie,12.99,1
N013220,E0133,maths,8.09,2
N013221,E0133,francais,12.14,2
N013222,E0133,sciences,12.56,2
N013223,E0133,anglais,9.27,2
N013224,E0133,histoire_geographie,11.28,2
N013230,E0133,maths,9.86,3
N013231,E0133,francais,10.46,3
N013232,E0133,sciences,11.54,3
N013233,E0133,anglais,7.24,3
N013234,E0133,histoire_geographie,11.86,3
N013310,E0134,maths,10.89,1
N013311,E0134,francais,11.16,1
N013312,E0134,sciences,10.59,1
N013313,E0134,anglais,9.89,1
N013314,E0134,histoire_geographie,10.72,1
N013320,E0134,maths,9.97,2
N013321,E0134,francais,10.59,2
N013322,E0134,sciences,8.39,2
N013323,E0134,anglais,10.33,2
N013324,E0134,histoire_geographie,12.8,2
N013330,E0134,maths,9.88,3
N013331,E0134,francais,10.19,3
N013332,E0134,sciences,9.98,3
N013333,E0134,anglais,10.75,3
N013334,E0134,histoire_geographie,10.98,3
N013410,E0135,maths,7.28,1
N013411,E0135,francais,7.77,1
N013412,E0135,sciences,8.29,1
N013413,E0135,anglais,8.08,1
N013414,E0135,histoire_geographie,5.65,1
N013420,E0135,maths,6.68,2
N013421,E0135,francais,7.66,2
N013422,E0135,sciences,7.77,2
N013423,E0135,anglais,7.28,2
N013424,E0135,histoire_geographie,7.54,2
N013430,E0135,maths,6.53,3
N013431,E0135,francais,6.77,3
N013432,E0135,sciences,6.43,3
N013433,E0135,anglais,6.11,3
N013434,E0135,histoire_geographie,6.05,3
N013510,E0136,maths,9.34,1
N013511,E0136,francais,9.16,1
N013512,E0136,sciences,7.86,1
N013513,E0136,anglais,9.08,1
N013514,E0136,histoire_geographie,9.77,1
N013520,E0136,maths,8.38,2
N013521,E0136,francais,9.29,2
N013522,E0136,sciences,9.81,2
N013523,E0136,anglais,9.59,2
N013524,E0136,histoire_geographie,10.07,2
N013530,E0136,maths,7.63,3
N013531,E0136,francais,9.62,3
N013532,E0136,sciences,9.36,3
N013533,E0136,anglais,6.12,3
N013534,E0136,histoire_geographie,10.94,3
N013610,E0137,maths,6.67,1
N013611,E0137,francais,12.24,1
N013612,E0137,sciences,9.53,1
N013613,E0137,anglais,10.64,1
N013614,E0137,histoire_geographie,11.57,1
N013620,E0137,maths,9.7,2
N013621,E0137,francais,12.97,2
N013622,E0137,sciences,10.97,2
N013623,E0137,anglais,11.4,2
N013624,E0137,histoire_geographie,11.11,2
N013630,E0137,maths,8.49,3
N013631,E0137,francais,10.53,3
N013632,E0137,sciences,10.96,3
N013633,E0137,anglais,7.57,3
N013634,E0137,histoire_geographie,12.26,3
N013710,E0138,maths,11.95,1
N013711,E0138,francais,11.57,1
N013712,E0138,sciences,13.51,1
N013713,E0138,anglais,14.36,1
N013714,E0138,histoire_geographie,13.94,1
N013720,E0138,maths,10.68,2
N013721,E0138,francais,12.0,2
N013722,E0138,sciences,13.98,2
N013723,E0138,anglais,13.51,2
N013724,E0138,histoire_geographie,14.7,2
N013730,E0138,maths,12.37,3
N013731,E0138,francais,13.37,3
N013732,E0138,sciences,13.9,3
N013733,E0138,anglais,12.85,3
N013734,E0138,histoire_geographie,14.56,3
N013810,E0139,maths,9.6,1
N013811,E0139,francais,10.02,1
N013812,E0139,sciences,10.85,1
N013813,E0139,anglais,8.86,1
N013814,E0139,histoire_geographie,12.4,1
N013820,E0139,maths,9.93,2
N013821,E0139,francais,9.4,2
N013822,E0139,sciences,9.23,2
N013823,E0139,anglais,10.07,2
N013824,E0139,histoire_geographie,10.44,2
N013830,E0139,maths,10.04,3
N013831,E0139,francais,10.64,3
N013832,E0139,sciences,10.25,3
N013833,E0139,anglais,12.22,3
N013834,E0139,histoire_geographie,11.09,3
N013910,E0140,maths,12.82,1
N013911,E0140,francais,13.89,1
N013912,E0140,sciences,13.21,1
N013913,E0140,anglais,14.66,1
N013914,E0140,histoire_geographie,12.53,1
N013920,E0140,maths,13.81,2
N013921,E0140,francais,13.81,2
N013922,E0140,sciences,15.79,2
N013923,E0140,anglais,12.47,2
N013924,E0140,histoire_geographie,15.58,2
N013930,E0140,maths,13.77,3
N013931,E0140,francais,14.57,3
N013932,E0140,sciences,13.2,3
N013933,E0140,anglais,12.59,3
N013934,E0140,histoire_geographie,13.79,3
N014010,E0141,maths,9.85,1
N014011,E0141,francais,9.97,1
N014012,E0141,sciences,12.37,1
N014013,E0141,anglais,13.07,1
N014014,E0141,histoire_geographie,10.3,1
N014020,E0141,maths,10.26,2
N014021,E0141,francais,12.22,2
N014022,E0141,sciences,10.46,2
N014023,E0141,anglais,11.98,2
N014024,E0141,histoire_geographie,11.39,2
N014030,E0141,maths,10.1,3
N014031,E0141,francais,10.56,3
N014032,E0141,sciences,11.96,3
N014033,E0141,anglais,10.21,3
N014034,E0141,histoire_geographie,12.55,3
N014110,E0142,maths,8.59,1
N014111,E0142,francais,8.62,1
N014112,E0142,sciences,9.55,1
N014113,E0142,anglais,10.39,1
N014114,E0142,histoire_geographie,9.64,1
N014120,E0142,maths,10.35,2
N014121,E0142,francais,10.46,2
N014122,E0142,sciences,8.54,2
N014123,E0142,anglais,7.54,2
N014124,E0142,histoire_geographie,10.2,2
N014130,E0142,maths,7.49,3
N014131,E0142,francais,8.79,3
N014132,E0142,sciences,8.52,3
N014133,E0142,anglais,10.91,3
N014134,E0142,histoire_geographie,9.05,3
N014210,E0143,maths,7.82,1
N014211,E0143,francais,9.91,1
N014212,E0143,sciences,9.71,1
N014213,E0143,anglais,7.7,1
N014214,E0143,histoire_geographie,11.95,1
N014220,E0143,maths,8.36,2
N014221,E0143,francais,6.49,2
N014222,E0143,sciences,8.51,2
N014223,E0143,anglais,8.43,2
N014224,E0143,histoire_geographie,10.24,2
N014230,E0143,maths,9.18,3
N014231,E0143,francais,8.05,3
N014232,E0143,sciences,7.37,3
N014233,E0143,anglais,8.19,3
N014234,E0143,histoire_geographie,8.7,3
N014310,E0144,maths,7.61,1
N014311,E0144,francais,7.82,1
N014312,E0144,sciences,7.44,1
N014313,E0144,anglais,7.21,1
N014314,E0144,histoire_geographie,9.43,1
N014320,E0144,maths,8.68,2
N014321,E0144,francais,8.02,2
N014322,E0144,sciences,5.67,2
N014323,E0144,anglais,9.23,2
N014324,E0144,histoire_geographie,7.74,2
N014330,E0144,maths,7.59,3
N014331,E0144,francais,8.32,3
N014332,E0144,sciences,5.62,3
N014333,E0144,anglais,7.92,3
N014334,E0144,histoire_geographie,8.6,3
N014410,E0145,maths,7.56,1
N014411,E0145,francais,10.93,1
N014412,E0145,sciences,10.45,1
N014413,E0145,anglais,7.08,1
N014414,E0145,histoire_geographie,10.94,1
N014420,E0145,maths,9.07,2
N014421,E0145,francais,8.49,2
N014422,E0145,sciences,10.15,2
N014423,E0145,anglais,10.98,2
N014424,E0145,histoire_geographie,8.44,2
N014430,E0145,maths,7.86,3
N014431,E0145,francais,10.49,3
N014432,E0145,sciences,9.48,3
N014433,E0145,anglais,9.86,3
N014434,E0145,histoire_geographie,10.66,3
N014510,E0146,maths,12.68,1
N014511,E0146,francais,11.79,1
N014512,E0146,sciences,10.99,1
N014513,E0146,anglais,9.92,1
N014514,E0146,histoire_geographie,11.48,1
N014520,E0146,maths,10.18,2
N014521,E0146,francais,11.79,2
N014522,E0146,sciences,12.74,2
N014523,E0146,anglais,11.22,2
N014524,E0146,histoire_geographie,9.73,2
N014530,E0146,maths,10.43,3
N014531,E0146,francais,10.63,3
N014532,E0146,sciences,9.87,3
N014533,E0146,anglais,10.49,3
N014534,E0146,histoire_geographie,11.21,3
N014610,E0147,maths,8.75,1
N014611,E0147,francais,10.57,1
N014612,E0147,sciences,11.01,1
N014613,E0147,anglais,9.56,1
