id_absence,id_eleve,date,type,duree_jours
A000690,E0152,2025-09-15,tardif,0
A000691,E0153,2025-10-01,absence,1
A000692,E0153,2026-03-17,tardif,0
A000693,E0153,2025-12-04,absence,1
A000694,E0153,2026-06-02,absence,1
A000695,E0154,2025-12-10,absence,1
A000696,E0154,2026-01-20,tardif,0
A000697,E0154,2026-04-28,absence,1
A000698,E0154,2026-03-19,absence,1
A000699,E0154,2025-09-11,absence,1
A000700,E0154,2026-01-30,absence,1
A000701,E0154,2026-06-25,absence,1
A000702,E0154,2025-11-06,absence,1
A000703,E0155,2025-09-08,tardif,0
A000704,E0155,2025-10-31,absence,1
A000705,E0155,2026-03-24,absence,1
A000706,E0155,2025-09-18,absence,1
A000707,E0155,2026-06-18,absence,1
A000708,E0155,2026-02-06,absence,1
A000709,E0155,2025-11-24,absence,1
A000710,E0155,2025-11-21,absence,1
A000711,E0155,2025-11-05,absence,1
A000712,E0156,2025-11-26,tardif,0
A000713,E0156,2025-10-24,absence,1
A000714,E0156,2025-10-14,absence,1
A000715,E0156,2025-09-12,tardif,0
A000716,E0156,2026-04-08,absence,1
A000717,E0156,2026-02-19,absence,1
A000718,E0156,2026-06-15,absence,1
A000719,E0156,2025-09-25,absence,1
A000720,E0157,2026-02-27,absence,1
A000721,E0157,2026-06-01,tardif,0
A000722,E0157,2026-06-12,absence,1
A000723,E0158,2026-06-17,absence,1
A000724,E0158,2025-11-05,tardif,0
A000725,E0158,2026-04-09,absence,1
A000726,E0158,2025-10-27,absence,1
A000727,E0158,2026-04-16,absence,1
A000728,E0158,2026-01-16,tardif,0
A000729,E0158,2026-01-23,tardif,0
A000730,E0159,2026-01-21,absence,1
A000731,E0159,2026-05-08,absence,1
A000732,E0160,2026-05-07,absence,1
A000733,E0160,2026-03-04,absence,1
A000734,E0160,2026-01-02,absence,1
A000735,E0160,2025-11-11,tardif,0
A000736,E0161,2026-01-21,absence,1
A000737,E0161,2025-11-28,absence,1
A000738,E0161,2026-06-01,absence,1
A000739,E0162,2026-06-22,absence,1
A000740,E0162,2026-03-10,absence,1
A000741,E0162,2025-09-26,absence,1
A000742,E0162,2026-05-13,absence,1
A000743,E0162,2025-09-24,tardif,0
A000744,E0162,2026-01-28,absence,1
A000745,E0162,2026-03-20,absence,1
A000746,E0162,2026-03-24,absence,1
A000747,E0162,2026-06-18,absence,1
A000748,E0162,2026-04-14,absence,1
A000749,E0162,2025-12-02,absence,1
A000750,E0162,2026-05-18,absence,1
A000751,E0162,2025-12-15,absence,1
A000752,E0163,2026-03-27,absence,1
A000753,E0163,2026-06-12,absence,1
A000754,E0163,2026-06-23,absence,1
A000755,E0163,2026-04-30,absence,1
A000756,E0164,2026-02-09,absence,1
A000757,E0164,2025-11-24,absence,1
A000758,E0164,2025-09-03,absence,1
A000759,E0164,2025-12-19,absence,1
A000760,E0164,2025-10-27,tardif,0
A000761,E0165,2026-01-05,tardif,0
A000762,E0165,2026-01-05,absence,1
A000763,E0165,2026-02-25,tardif,0
A000764,E0165,2026-04-07,absence,1
A000765,E0165,2025-11-10,absence,1
A000766,E0165,2025-11-28,absence,1
A000767,E0165,2026-03-17,absence,1
A000768,E0165,2026-04-08,absence,1
A000769,E0165,2026-01-26,absence,1
A000770,E0165,2026-02-13,tardif,0
A000771,E0165,2026-02-04,absence,1
A000772,E0165,2026-06-17,absence,1
A000773,E0165,2026-05-29,absence,1
A000774,E0166,2025-11-03,absence,1
A000775,E0167,2026-02-16,absence,1
A000776,E0167,2025-09-24,absence,1
A000777,E0167,2026-01-20,tardif,0
A000778,E0167,2026-04-20,absence,1
A000779,E0167,2026-05-05,absence,1
A000780,E0167,2026-02-11,absence,1
A000781,E0167,2026-06-26,absence,1
A000782,E0167,2026-02-18,tardif,0
A000783,E0169,2026-01-21,absence,1
A000784,E0169,2025-12-03,tardif,0
A000785,E0169,2025-12-18,absence,1
A000786,E0169,2025-10-13,absence,1
A000787,E0169,2025-12-24,absence,1
A000788,E0169,2025-11-13,absence,1
A000789,E0170,2026-01-20,tardif,0
A000790,E0170,2025-10-01,tardif,0
A000791,E0170,2026-04-07,absence,1
A000792,E0170,2026-04-30,tardif,0
A000793,E0170,2026-04-01,absence,1
A000794,E0172,2026-06-09,absence,1
A000795,E0172,2025-09-22,absence,1
A000796,E0173,2026-05-11,absence,1
A000797,E0173,2026-06-22,absence,1
A000798,E0173,2026-06-16,absence,1
A000799,E0174,2025-09-10,absence,1
A000800,E0174,2026-05-20,absence,1
A000801,E0174,2025-12-16,absence,1
A000802,E0174,2025-11-12,absence,1
A000803,E0174,2026-01-27,absence,1
A000804,E0174,2026-01-30,absence,1
A000805,E0174,2026-03-31,absence,1
A000806,E0174,2025-12-18,absence,1
A000807,E0175,2026-06-26,absence,1
A000808,E0175,2026-04-28,absence,1
A000809,E0175,2025-10-14,tardif,0
A000810,E0175,2025-12-18,tardif,0
A000811,E0175,2025-11-24,tardif,0
A000812,E0175,2026-06-22,absence,1
A000813,E0175,2026-06-18,absence,1
A000814,E0175,2025-11-13,absence,1
A000815,E0176,2025-09-10,absence,1
A000816,E0176,2026-05-19,tardif,0
A000817,E0176,2026-05-22,absence,1
A000818,E0176,2026-06-04,absence,1
A000819,E0176,2025-10-30,absence,1
A000820,E0177,2026-05-28,absence,1
A000821,E0177,2026-02-13,absence,1
A000822,E0177,2026-04-15,tardif,0
A000823,E0177,2025-11-12,absence,1
A000824,E0177,2026-02-23,absence,1
A000825,E0177,2025-11-12,absence,1
A000826,E0177,2026-01-05,tardif,0
A000827,E0177,2025-11-10,absence,1
A000828,E0177,2025-10-30,absence,1
A000829,E0177,2026-01-08,absence,1
A000830,E0178,2026-05-12,absence,1
A000831,E0179,2025-10-06,tardif,0
A000832,E0179,2025-09-05,absence,1
A000833,E0180,2025-11-11,absence,1
A000834,E0180,2026-06-18,tardif,0
A000835,E0180,2025-12-15,tardif,0
A000836,E0180,2026-05-18,absence,1
A000837,E0180,2025-12-11,tardif,0
A000838,E0180,2026-02-26,absence,1
A000839,E0181,2026-03-13,absence,1
A000840,E0181,2025-10-29,tardif,0
A000841,E0182,2026-06-18,absence,1
A000842,E0182,2026-03-26,absence,1
A000843,E0182,2026-03-17,absence,1
A000844,E0183,2026-05-12,absence,1
A000845,E0184,2025-12-22,absence,1
A000846,E0184,2026-01-14,tardif,0
A000847,E0184,2026-01-14,absence,1
A000848,E0184,2025-09-17,absence,1
A000849,E0184,2026-06-01,tardif,0
A000850,E0184,2026-06-30,tardif,0
A000851,E0184,2025-09-22,absence,1
A000852,E0184,2025-09-10,absence,1
A000853,E0184,2026-03-30,absence,1
A000854,E0184,2025-11-06,tardif,0
A000855,E0185,2026-06-18,tardif,0
A000856,E0185,2025-09-03,absence,1
A000857,E0185,2025-12-11,absence,1
A000858,E0186,2025-12-08,absence,1
A000859,E0186,2026-01-02,absence,1
A000860,E0188,2026-04-13,absence,1
A000861,E0188,2025-11-27,absence,1
A000862,E0190,2025-10-10,absence,1
A000863,E0190,2026-03-19,absence,1
A000864,E0190,2025-10-15,absence,1
A000865,E0190,2026-06-08,absence,1
A000866,E0191,2026-02-06,tardif,0
A000867,E0191,2026-05-22,tardif,0
A000868,E0191,2026-01-21,tardif,0
A000869,E0191,2026-01-09,absence,1
A000870,E0191,2026-03-11,absence,1
A000871,E0192,2026-04-29,absence,1
A000872,E0192,2025-10-31,tardif,0
A000873,E0192,2026-03-10,absence,1
A000874,E0192,2025-12-18,absence,1
A000875,E0192,2026-06-02,absence,1
A000876,E0193,2026-01-26,tardif,0
A000877,E0193,2026-06-23,tardif,0
A000878,E0193,2026-04-09,absence,1
A000879,E0193,2025-12-30,absence,1
A000880,E0193,2025-10-03,absence,1
A000881,E0193,2025-09-15,tardif,0
A000882,E0193,2026-06-24,absence,1
A000883,E0193,2026-03-25,absence,1
A000884,E0193,2025-10-03,tardif,0
A000885,E0193,2026-05-21,absence,1
A000886,E0193,2026-02-11,absence,1
A000887,E0193,2025-10-08,absence,1
A000888,E0193,2026-06-04,absence,1
A000889,E0193,2026-03-31,absence,1
A000890,E0193,2025-10-22,absence,1
A000891,E0193,2026-03-04,absence,1
A000892,E0193,2025-09-03,absence,1
A000893,E0193,2026-02-25,absence,1
A000894,E0194,2025-12-16,tardif,0
A000895,E0194,2026-05-12,absence,1
A000896,E0194,2026-05-06,tardif,0
A000897,E0195,2026-04-14,absence,1
A000898,E0195,2026-05-13,absence,1
A000899,E0195,2026-06-12,absence,1
A000900,E0195,2026-03-06,tardif,0
A000901,E0195,2026-03-27,absence,1
A000902,E0195,2025-09-30,absence,1
A000903,E0195,2026-03-18,tardif,0
A000904,E0196,2026-01-05,absence,1
A000905,E0196,2025-09-19,absence,1
A000906,E0196,2026-05-05,absence,1
A000907,E0196,2026-02-06,absence,1
A000908,E0196,2025-10-01,absence,1
A000909,E0196,2026-04-02,absence,1
A000910,E0196,2026-04-15,absence,1
A000911,E0197,2026-01-23,absence,1
A000912,E0197,2026-02-25,absence,1
A000913,E0198,2026-02-24,absence,1
A000914,E0198,2026-02-11,absence,1
A000915,E0198,2025-10-17,tardif,0
A000916,E0198,2025-10-10,absence,1
A000917,E0198,2025-09-10,absence,1
A000918,E0198,2025-12-15,absence,1
A000919,E0198,2026-04-01,absence,1
A000920,E0198,2026-03-26,absence,1
A000921,E0198,2025-09-01,absence,1
A000922,E0199,2026-06-03,absence,1
A000923,E0199,2026-01-28,absence,1
A000924,E0199,2026-06-16,absence,1
A000925,E0199,2026-01-08,absence,1
A000926,E0199,2026-04-20,absence,1
A000927,E0199,2026-06-30,absence,1
A000928,E0199,2025-11-18,tardif,0
A000929,E0199,2025-12-19,tardif,0
A000930,E0200,2025-09-16,absence,1
A000931,E0200,2025-09-15,tardif,0
A000932,E0200,2026-06-24,absence,1
A000933,E0200,2025-12-24,tardif,0
A000934,E0200,2026-01-09,absence,1
A000935,E0200,2026-04-30,tardif,0
A000936,E0200,2025-12-17,absence,1
A000937,E0200,2026-06-24,absence,1
A000938,E0201,2025-12-02,absence,1
A000939,E0201,2025-09-18,absence,1
A000940,E0201,2025-12-18,tardif,0
A000941,E0201,2025-09-08,absence,1
A000942,E0201,2026-01-21,absence,1
A000943,E0201,2026-06-24,absence,1
A000944,E0202,2026-03-30,absence,1
A000945,E0202,2026-06-17,absence,1
A000946,E0202,2026-05-14,absence,1
A000947,E0202,2026-02-11,absence,1
A000948,E0202,2026-02-09,absence,1
A000949,E0202,2026-01-21,absence,1
A000950,E0203,2025-10-08,absence,1
A000951,E0203,2025-12-02,absence,1
A000952,E0203,2026-02-04,absence,1
A000953,E0203,2025-09-12,tardif,0
A000954,E0203,2025-11-11,tardif,0
A000955,E0204,2026-04-09,absence,1
A000956,E0204,2026-06-03,absence,1
A000957,E0204,2025-10-08,tardif,0
A000958,E0204,2026-03-26,absence,1
A000959,E0205,2026-04-27,absence,1
A000960,E0205,2026-06-26,tardif,0
A000961,E0206,2026-04-09,tardif,0
A000962,E0206,2026-06-22,absence,1
A000963,E0206,2025-12-18,absence,1
A000964,E0206,2025-09-08,absence,1
A000965,E0206,2026-06-05,tardif,0
A000966,E0207,2026-03-09,tardif,0
A000967,E0207,2026-01-27,tardif,0
A000968,E0208,2026-03-03,absence,1
A000969,E0208,2026-02-23,absence,1
A000970,E0208,2025-12-05,absence,1
A000971,E0209,2026-06-03,tardif,0
A000972,E0209,2026-03-12,tardif,0
A000973,E0209,2026-03-23,absence,1
A000974,E0209,2025-12-30,absence,1
A000975,E0209,2026-01-20,absence,1
A000976,E0209,2025-10-13,absence,1
A000977,E0209,2026-03-25,absence,1
A000978,E0209,2025-10-06,tardif,0
A000979,E0210,2026-04-17,tardif,0
A000980,E0210,2025-12-05,absence,1
A000981,E0210,2025-10-03,absence,1
A000982,E0210,2025-12-18,absence,1
A000983,E0210,2026-05-22,tardif,0
A000984,E0210,2025-11-17,absence,1
A000985,E0211,2025-12-31,absence,1
A000986,E0211,2026-01-05,absence,1
A000987,E0211,2025-12-03,absence,1
A000988,E0211,2025-09-25,tardif,0
A000989,E0211,2025-09-12,absence,1
A000990,E0211,2025-10-22,tardif,0
A000991,E0211,2026-05-05,absence,1
A000992,E0211,2026-02-13,absence,1
A000993,E0211,2026-02-26,absence,1
A000994,E0211,2026-02-03,absence,1
A000995,E0211,2025-10-22,absence,1
A000996,E0211,2025-12-15,absence,1
A000997,E0212,2025-09-04,absence,1
A000998,E0212,2025-10-03,tardif,0
A000999,E0212,2026-03-05,tardif,0
A001000,E0212,2025-12-09,tardif,0
A001001,E0212,2025-10-31,absence,1
A001002,E0213,2025-12-31,absence,1
A001003,E0213,2026-03-16,tardif,0
A001004,E0213,2025-10-16,tardif,0
A001005,E0213,2025-12-08,tardif,0
A001006,E0213,2026-04-10,absence,1
A001007,E0213,2025-09-16,absence,1
A001008,E0213,2026-01-16,absence,1
A001009,E0214,2026-05-07,absence,1
A001010,E0214,2026-06-10,absence,1
A001011,E0214,2025-09-10,absence,1
A001012,E0214,2026-03-09,absence,1
A001013,E0215,2026-04-28,absence,1
A001014,E0215,2025-12-02,absence,1
A001015,E0216,2026-04-01,absence,1
A001016,E0216,2026-03-03,absence,1
A001017,E0216,2026-04-20,absence,1
A001018,E0217,2026-06-04,tardif,0
A001019,E0217,2026-03-12,absence,1
A001020,E0219,2025-12-22,absence,1
A001021,E0219,2026-01-28,absence,1
A001022,E0219,2025-10-23,absence,1
A001023,E0219,2025-11-20,absence,1
A001024,E0219,2025-11-12,tardif,0
A001025,E0219,2026-04-09,absence,1
A001026,E0219,2025-11-03,absence,1
A001027,E0219,2026-01-20,tardif,0
A001028,E0220,2026-04-21,absence,1
A001029,E0220,2026-06-30,tardif,0
A001030,E0220,2026-03-26,absence,1
A001031,E0220,2026-01-15,absence,1
A001032,E0220,2026-06-08,tardif,0
A001033,E0220,2026-03-09,tardif,0
A001034,E0221,2025-10-03,absence,1
A001035,E0221,2025-11-19,absence,1
A001036,E0221,2026-03-24,absence,1
A001037,E0221,2026-01-09,absence,1
A001038,E0221,2026-02-16,tardif,0
A001039,E0221,2025-10-02,absence,1
A001040,E0222,2026-03-19,absence,1
A001041,E0222,2026-02-06,absence,1
A001042,E0222,2025-12-12,absence,1
A001043,E0222,2026-02-23,absence,1
A001044,E0222,2025-11-24,tardif,0
A001045,E0222,2026-03-27,absence,1
A001046,E0222,2026-01-12,tardif,0
A001047,E0222,2025-09-08,tardif,0
A001048,E0223,2026-05-27,tardif,0
A001049,E0223,2025-12-24,absence,1
A001050,E0223,2026-03-20,absence,1
A001051,E0223,2025-11-04,absence,1
A001052,E0223,2026-04-03,absence,1
A001053,E0224,2026-05-21,absence,1
A001054,E0225,2026-02-11,absence,1
A001055,E0225,2026-05-19,tardif,0
A001056,E0226,2025-12-23,absence,1
A001057,E0227,2026-02-17,absence,1
A001058,E0227,2025-09-24,absence,1
A001059,E0227,2025-12-24,absence,1
A001060,E0227,2025-10-31,absence,1
A001061,E0228,2025-09-19,tardif,0
A001062,E0228,2026-04-27,absence,1
A001063,E0228,2025-10-15,absence,1
A001064,E0228,2026-06-19,absence,1
A001065,E0228,2026-01-08,tardif,0
A001066,E0228,2025-09-30,absence,1
A001067,E0229,2026-02-06,absence,1
A001068,E0229,2026-06-03,absence,1
A001069,E0230,2026-04-27,tardif,0
A001070,E0231,2025-12-02,absence,1
A001071,E0232,2025-12-05,absence,1
A001072,E0233,2025-09-12,absence,1
A001073,E0233,2026-04-28,absence,1
A001074,E0233,2025-10-31,tardif,0
A001075,E0236,2025-10-02,absence,1
A001076,E0236,2026-03-05,tardif,0
A001077,E0236,2025-10-29,absence,1
A001078,E0236,2025-12-17,absence,1
A001079,E0237,2026-06-03,absence,1
A001080,E0237,2026-01-08,absence,1
A001081,E0237,2026-04-28,tardif,0
A001082,E0237,2025-12-18,absence,1
A001083,E0238,2026-05-05,tardif,0
A001084,E0238,2026-04-29,tardif,0
A001085,E0240,2026-03-12,absence,1
A001086,E0240,2026-02-05,tardif,0
A001087,E0240,2026-06-22,absence,1
A001088,E0241,2026-05-13,absence,1
A001089,E0241,2025-12-05,absence,1
A001090,E0242,2026-04-15,absence,1
A001091,E0243,2026-01-06,absence,1
A001092,E0243,2025-09-15,tardif,0
A001093,E0243,2026-03-04,absence,1
A001094,E0243,2025-11-05,tardif,0
A001095,E0245,2026-01-26,absence,1
A001096,E0245,2026-06-02,tardif,0
A001097,E0246,2026-06-03,absence,1
A001098,E0246,2026-04-22,absence,1
A001099,E0246,2025-09-18,absence,1
A001100,E0246,2026-05-19,tardif,0
A001101,E0246,2026-06-15,tardif,0
A001102,E0246,2025-09-19,absence,1
A001103,E0246,2025-09-01,tardif,0
A001104,E0246,2026-01-02,absence,1
A001105,E0246,2025-11-24,absence,1
A001106,E0247,2026-04-23,tardif,0
A001107,E0247,2026-04-24,tardif,0
A001108,E0247,2025-10-17,absence,1
A001109,E0248,2026-01-08,absence,1
A001110,E0248,2025-11-27,absence,1
A001111,E0248,2026-03-12,absence,1
A001112,E0249,2026-02-04,tardif,0
A001113,E0249,2026-03-18,absence,1
A001114,E0249,2026-03-18,absence,1
A001115,E0249,2026-03-31,tardif,0
A001116,E0249,2026-04-28,tardif,0
A001117,E0250,2025-09-16,absence,1
A001118,E0250,2026-02-27,tardif,0
A001119,E0250,2026-01-15,tardif,0
A001120,E0250,2026-05-08,absence,1
A001121,E0250,2025-12-09,absence,1
A001122,E0250,2026-05-15,absence,1
A001123,E0250,2026-01-20,tardif,0
A001124,E0250,2026-03-23,absence,1
A001125,E0250,2026-05-01,tardif,0
A001126,E0250,2026-01-26,absence,1
A001127,E0250,2025-12-09,tardif,0
A001128,E0250,2026-01-13,absence,1
A001129,E0250,2026-06-23,absence,1
A001130,E0250,2026-04-23,absence,1
A001131,E0251,2025-11-24,absence,1
A001132,E0251,2026-04-23,absence,1
A001133,E0251,2026-05-05,absence,1
A001134,E0251,2026-01-29,absence,1
A001135,E0251,2025-09-16,absence,1
A001136,E0252,2026-06-11,absence,1
A001137,E0252,2026-01-30,tardif,0
A001138,E0252,2025-09-19,absence,1
A001139,E0253,2025-09-17,tardif,0
A001140,E0253,2026-06-19,tardif,0
A001141,E0253,2026-02-18,absence,1
A001142,E0253,2026-03-17,tardif,0
A001143,E0253,2026-06-29,absence,1
A001144,E0253,2026-04-21,tardif,0
A001145,E0253,2026-03-11,absence,1
A001146,E0253,2025-09-23,absence,1
A001147,E0253,2026-04-02,tardif,0
A001148,E0253,2025-09-01,absence,1
A001149,E0254,2025-11-28,tardif,0
A001150,E0255,2025-12-29,absence,1
A001151,E0256,2026-04-24,absence,1
A001152,E0257,2026-02-26,absence,1
A001153,E0257,2026-02-06,tardif,0
A001154,E0257,2025-11-26,absence,1
A001155,E0258,2026-02-27,tardif,0
A001156,E0259,2026-04-13,tardif,0
A001157,E0259,2026-01-27,absence,1
A001158,E0259,2026-04-21,tardif,0
A001159,E0259,2025-10-20,tardif,0
A001160,E0259,2025-11-06,absence,1
A001161,E0259,2026-04-22,tardif,0
A001162,E0260,2026-06-18,absence,1
A001163,E0260,2025-10-08,absence,1
A001164,E0261,2026-04-06,absence,1
A001165,E0261,2026-03-13,absence,1
A001166,E0261,2026-01-27,absence,1
A001167,E0261,2026-01-16,absence,1
A001168,E0261,2026-04-10,absence,1
A001169,E0261,2026-06-15,absence,1
A001170,E0261,2026-03-03,absence,1
A001171,E0262,2026-06-16,tardif,0
A001172,E0262,2026-02-20,absence,1
A001173,E0263,2026-01-28,absence,1
A001174,E0263,2026-02-12,absence,1
A001175,E0264,2025-12-03,absence,1
A001176,E0264,2025-12-29,tardif,0
A001177,E0264,2026-06-18,absence,1
A001178,E0264,2026-06-23,absence,1
A001179,E0265,2025-12-24,tardif,0
A001180,E0265,2026-06-24,absence,1
A001181,E0265,2026-06-04,absence,1
A001182,E0265,2025-10-21,tardif,0
A001183,E0265,2026-02-09,tardif,0
A001184,E0265,2026-03-16,absence,1
A001185,E0265,2026-04-27,absence,1
A001186,E0265,2026-05-22,absence,1
A001187,E0265,2026-05-14,tardif,0
A001188,E0265,2026-04-20,absence,1
A001189,E0265,2026-06-24,absence,1
A001190,E0266,2026-01-07,absence,1
A001191,E0266,2025-09-24,absence,1
A001192,E0266,2026-06-08,absence,1
A001193,E0266,2025-12-18,absence,1
A001194,E0267,2026-01-05,absence,1
A001195,E0267,2026-03-10,tardif,0
A001196,E0267,2025-12-22,absence,1
A001197,E0267,2025-11-26,tardif,0
A001198,E0267,2025-11-20,tardif,0
A001199,E0267,2026-01-27,tardif,0
A001200,E0267,2025-12-04,absence,1
A001201,E0267,2026-01-05,absence,1
A001202,E0267,2026-04-21,tardif,0
A001203,E0268,2025-11-03,absence,1
A001204,E0268,2025-10-16,absence,1
A001205,E0269,2026-02-04,absence,1
A001206,E0270,2026-04-10,absence,1
A001207,E0271,2026-02-04,absence,1
A001208,E0271,2025-12-23,tardif,0
A001209,E0272,2025-10-23,tardif,0
A001210,E0272,2026-06-26,tardif,0
A001211,E0272,2025-10-29,absence,1
A001212,E0272,2026-06-03,absence,1
A001213,E0272,2026-04-06,absence,1
A001214,E0272,2026-06-10,absence,1
A001215,E0272,2026-02-04,absence,1
A001216,E0272,2026-04-02,absence,1
A001217,E0272,2026-02-09,tardif,0
A001218,E0272,2026-04-22,absence,1
A001219,E0273,2025-12-22,tardif,0
A001220,E0274,2026-04-29,absence,1
A001221,E0274,2025-12-02,absence,1
A001222,E0274,2026-04-21,absence,1
A001223,E0274,2026-01-30,tardif,0
A001224,E0275,2025-09-04,absence,1
A001225,E0275,2025-09-12,tardif,0
A001226,E0275,2026-01-23,tardif,0
A001227,E0275,2026-04-24,absence,1
A001228,E0275,2026-06-08,absence,1
A001229,E0276,2026-03-17,absence,1
A001230,E0277,2025-10-28,tardif,0
A001231,E0277,2025-10-28,absence,1
A001232,E0277,2025-10-24,absence,1
A001233,E0277,2026-05-27,tardif,0
A001234,E0278,2025-12-23,absence,1
A001235,E0279,2025-09-10,absence,1
A001236,E0279,2026-05-29,absence,1
A001237,E0280,2025-11-18,absence,1
A001238,E0280,2026-01-06,tardif,0
A001239,E0280,2026-06-18,absence,1
A001240,E0280,2026-05-22,absence,1
A001241,E0280,2026-06-05,absence,1
A001242,E0281,2025-09-30,absence,1
A001243,E0281,2025-12-17,absence,1
A001244,E0281,2025-09-30,absence,1
A001245,E0281,2026-04-17,absence,1
A001246,E0281,2026-04-23,absence,1
A001247,E0282,2026-02-19,absence,1
A001248,E0283,2026-02-13,absence,1
A001249,E0284,2026-06-24,absence,1
A001250,E0284,2026-05-04,absence,1
A001251,E0284,2026-02-20,absence,1
A001252,E0284,2025-10-09,absence,1
A001253,E0284,2025-10-22,tardif,0
A001254,E0284,2025-11-06,absence,1
A001255,E0284,2025-09-08,absence,1
A001256,E0284,2025-12-01,absence,1
A001257,E0284,2026-01-06,absence,1
A001258,E0284,2026-02-12,absence,1
A001259,E0284,2026-04-20,tardif,0
A001260,E0284,2026-06-01,absence,1
A001261,E0284,2025-12-16,absence,1
A001262,E0285,2025-11-10,absence,1
A001263,E0285,2026-02-23,tardif,0
A001264,E0285,2026-04-29,tardif,0
A001265,E0285,2025-09-03,absence,1
A001266,E0285,2025-11-14,absence,1
A001267,E0285,2026-06-16,absence,1
A001268,E0286,2026-03-18,absence,1
A001269,E0286,2026-01-02,absence,1
A001270,E0286,2026-01-09,absence,1
A001271,E0286,2026-01-29,absence,1
A001272,E0286,2025-12-23,tardif,0
A001273,E0286,2025-10-02,tardif,0
A001274,E0286,2026-01-07,absence,1
A001275,E0286,2025-12-05,tardif,0
A001276,E0286,2026-03-06,absence,1
A001277,E0286,2026-03-10,absence,1
A001278,E0286,2026-04-24,tardif,0
A001279,E0286,2025-12-11,tardif,0
A001280,E0287,2025-10-30,absence,1
A001281,E0287,2025-12-10,absence,1
A001282,E0287,2025-12-04,absence,1
A001283,E0287,2026-03-27,absence,1
A001284,E0287,2026-06-04,absence,1
A001285,E0287,2025-09-03,tardif,0
A001286,E0287,2026-03-18,absence,1
A001287,E0287,2026-01-14,tardif,0
A001288,E0287,2026-01-27,absence,1
A001289,E0288,2025-10-03,absence,1
A001290,E0288,2025-12-02,absence,1
A001291,E0288,2025-11-25,absence,1
A001292,E0288,2025-11-21,absence,1
A001293,E0289,2026-06-02,tardif,0
A001294,E0290,2026-03-10,absence,1
A001295,E0290,2026-01-09,absence,1
A001296,E0290,2026-01-14,tardif,0
A001297,E0290,2025-12-30,absence,1
A001298,E0291,2026-03-30,absence,1
A001299,E0291,2025-10-02,tardif,0
A001300,E0291,2026-01-06,absence,1
A001301,E0292,2026-04-20,absence,1
A001302,E0292,2025-09-10,absence,1
A001303,E0293,2026-01-13,absence,1
A001304,E0293,2025-10-10,tardif,0
A001305,E0294,2026-01-02,absence,1
A001306,E0294,2025-09-12,absence,1
A001307,E0294,2025-12-31,absence,1
A001308,E0294,2026-02-02,absence,1
A001309,E0294,2025-10-09,absence,1
A001310,E0294,2025-09-11,tardif,0
A001311,E0294,2026-02-18,absence,1
A001312,E0294,2025-12-19,tardif,0
A001313,E0294,2025-12-09,absence,1
A001314,E0294,2025-11-05,absence,1
A001315,E0295,2026-06-08,tardif,0
A001316,E0295,2026-03-03,absence,1
A001317,E0295,2025-11-27,tardif,0
A001318,E0295,2025-10-29,absence,1
A001319,E0296,2026-04-22,absence,1
A001320,E0296,2025-11-13,absence,1
A001321,E0296,2026-05-07,absence,1
A001322,E0296,2025-09-23,tardif,0
A001323,E0296,2025-12-16,tardif,0
A001324,E0296,2026-01-30,tardif,0
A001325,E0296,2026-04-27,absence,1
A001326,E0296,2026-05-04,tardif,0
A001327,E0297,2025-11-28,absence,1
A001328,E0297,2026-03-04,absence,1
A001329,E0297,2025-12-23,absence,1
A001330,E0297,2026-04-29,absence,1
A001331,E0297,2026-04-27,absence,1
A001332,E0297,2026-01-07,tardif,0
A001333,E0298,2026-05-27,absence,1
A001334,E0298,2026-03-18,absence,1
A001335,E0300,2025-12-05,absence,1
A001336,E0300,2026-04-24,absence,1
A001337,E0300,2025-10-29,tardif,0
A001338,E0300,2026-05-04,absence,1
A001339,E0300,2026-06-16,tardif,0
A001340,E0300,2025-12-09,tardif,0
A001341,E0300,2026-02-19,absence,1
A001342,E0300,2026-05-04,absence,1
A001343,E0301,2026-05-15,tardif,0
A001344,E0301,2025-10-08,absence,1
A001345,E0301,2025-10-22,absence,1
A001346,E0301,2026-05-25,absence,1
A001347,E0302,2026-03-30,tardif,0
A001348,E0302,2025-11-05,tardif,0
A001349,E0302,2025-12-11,absence,1
A001350,E0302,2026-02-04,tardif,0
A001351,E0302,2026-03-26,tardif,0
A001352,E0302,2025-10-22,absence,1
A001353,E0302,2026-05-19,tardif,0
A001354,E0302,2026-03-27,absence,1
A001355,E0303,2026-06-02,absence,1
A001356,E0303,2025-12-12,absence,1
A001357,E0303,2025-09-10,absence,1
A001358,E0304,2026-01-14,absence,1
A001359,E0305,2026-04-28,absence,1
A001360,E0305,2025-09-25,absence,1
A001361,E0305,2025-10-01,absence,1
A001362,E0305,2025-10-09,tardif,0
A001363,E0305,2026-04-16,absence,1
A001364,E0306,2026-04-13,absence,1
A001365,E0307,2026-01-05,absence,1
A001366,E0308,2026-03-17,absence,1
A001367,E0308,2026-02-12,absence,1
A001368,E0308,2026-03-10,absence,1
A001369,E0308,2026-02-19,tardif,0
A001370,E0308,2025-11-27,absence,1
A001371,E0308,2025-11-20,absence,1
A001372,E0309,2026-02-13,absence,1
A001373,E0309,2026-05-14,absence,1
A001374,E0309,2026-05-27,absence,1
A001375,E0309,2026-02-13,absence,1
A001376,E0310,2025-11-13,absence,1
A001377,E0312,2026-03-13,absence,1
A001378,E0313,2025-12-22,absence,1
